TIMESTAMP,GUAC_OPEN_PRICE_USD,GUAC_HIGH_PRICE_USD,GUAC_LOW_PRICE_USD,GUAC_CLOSE_PRICE_USD,GUAC_VOLUME_USD,GUAC_DIVIDENDS_USD,GUAC_STOCK_SPLITS_USD
2023-05-04 00:00:00+00:00,,,,0.0,7777478,0.0,0.0
2023-05-05 00:00:00+00:00,,,,0.0,7272056,0.0,0.0
2023-05-06 00:00:00+00:00,,,,0.0,3090325,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,1128158,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,781053,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,1704707,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,1487394,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,566518,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,198991,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,137227,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,167753,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,210716,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,264178,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,267403,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,99900,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,165923,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,95734,0.0,0.0
2023-05-21 00:00:00+00:00,,,,0.0,196844,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,109835,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,93811,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,128777,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,109760,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,51039,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,62356,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,70839,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,43300,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,55951,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,54786,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,16879,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,27981,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,16056,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,9486,0.0,0.0
2023-06-05 00:00:00+00:00,,,,0.0,25781,0.0,0.0
2023-06-06 00:00:00+00:00,,,,0.0,16308,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,152337,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,30819,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,25226,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,63891,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,11884,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,12840,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,21448,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,12357,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,17216,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,9196,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,21116,0.0,0.0
2023-06-18 00:00:00+00:00,,,,0.0,4023,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,21721,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,52866,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,23261,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,11242,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,20258,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,9190,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,7019,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,4723,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,11270,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,8698,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,12002,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,22709,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,6659,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,20944,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,13943,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,17656,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,19644,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,122011,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,21323,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,18954,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,24491,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,13464,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,95770,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,13879,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,37067,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,60448,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,131236,0.0,0.0
2023-07-16 00:00:00+00:00,,,,0.0,54712,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,31344,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,32469,0.0,0.0
2023-07-19 00:00:00+00:00,,,,0.0,34662,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,29005,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,150658,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,36452,0.0,0.0
2023-07-23 00:00:00+00:00,,,,0.0,40329,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,25858,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,11878,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,15607,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,14871,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,42458,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,8097,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,7332,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,39735,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,36125,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,7143,0.0,0.0
2023-08-03 00:00:00+00:00,,,,0.0,2425,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,14477,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,39859,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,9173,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,2463,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,31023,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,6619,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,8560,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,4967,0.0,0.0
2023-08-12 00:00:00+00:00,,,,0.0,3949,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,5162,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,5527,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,4761,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,6723,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,4749,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,13975,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,6781,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,2567,0.0,0.0
