TIMESTAMP,JUSTICE_OPEN_PRICE_USD,JUSTICE_HIGH_PRICE_USD,JUSTICE_LOW_PRICE_USD,JUSTICE_CLOSE_PRICE_USD,JUSTICE_VOLUME_USD,JUSTICE_DIVIDENDS_USD,JUSTICE_STOCK_SPLITS_USD
2022-02-09 00:00:00+00:00,0.0031840000301599503,0.0033050000201910734,0.0023360000923275948,0.0028780000284314156,18860612,0.0,0.0
2022-02-10 00:00:00+00:00,0.0028780000284314156,0.0031320000998675823,0.0013000000035390258,0.00152299995534122,14156280,0.0,0.0
2022-02-11 00:00:00+00:00,0.00152299995534122,0.0019409999949857593,0.001180000021122396,0.0013500000350177288,13063597,0.0,0.0
2022-02-12 00:00:00+00:00,0.0013500000350177288,0.0014149999478831887,0.0010470000561326742,0.0011139999842271209,10277113,0.0,0.0
2022-02-13 00:00:00+00:00,0.0011139999842271209,0.0018520000157877803,0.0011050000321120024,0.001623000018298626,8180778,0.0,0.0
2022-02-14 00:00:00+00:00,0.001623000018298626,0.0022690000478178263,0.001449999981559813,0.0021210000850260258,8384616,0.0,0.0
2022-02-15 00:00:00+00:00,0.0021210000850260258,0.0021810000762343407,0.0016720000421628356,0.001769999973475933,4011642,0.0,0.0
2022-02-16 00:00:00+00:00,0.001769999973475933,0.001769999973475933,0.0013129999861121178,0.0013780000153928995,3945710,0.0,0.0
2022-02-17 00:00:00+00:00,0.0013780000153928995,0.001462999964132905,0.0012580000329762697,0.0012969999806955457,2940131,0.0,0.0
2022-02-18 00:00:00+00:00,0.0012969999806955457,0.0013510000426322222,0.0011350000277161598,0.0011699999449774623,3782468,0.0,0.0
2022-02-19 00:00:00+00:00,0.0011699999449774623,0.0012929999502375722,0.0011680000461637974,0.0012069999938830733,2187357,0.0,0.0
2022-02-20 00:00:00+00:00,0.0012069999938830733,0.001820000004954636,0.001154000055976212,0.0015020000282675028,5268476,0.0,0.0
2022-02-21 00:00:00+00:00,0.0015020000282675028,0.0017590000061318278,0.0013719999697059393,0.0013909999979659915,3045016,0.0,0.0
2022-02-22 00:00:00+00:00,0.0013909999979659915,0.0016919999616220593,0.001303000026382506,0.0016029999824240804,3011836,0.0,0.0
2022-02-23 00:00:00+00:00,0.0016029999824240804,0.0019440000178292394,0.0015829999465495348,0.0015960000455379486,3184576,0.0,0.0
2022-02-24 00:00:00+00:00,0.0015960000455379486,0.0016789999790489674,0.00133200001437217,0.0015650000423192978,3716567,0.0,0.0
2022-02-25 00:00:00+00:00,0.0015650000423192978,0.0016560000367462635,0.0014809999847784638,0.0015869999770075083,2581221,0.0,0.0
2022-02-26 00:00:00+00:00,0.0015869999770075083,0.0016720000421628356,0.001496999990195036,0.0015170000260695815,2189003,0.0,0.0
