,Frequency,ADF TS,ADF P-Val.,ADF CV (1\%),ADF CV (5\%),ADF CV (10\%),ADF_Determination,KPSS TS,KPSS P-Val,KPSS CV (1\%),KPSS CV (2.5\%),KPSS CV (5\%),KPSS CV (10\%),KPSS_Determination
0,12_Hour,-1.076,0.725,-3.432,-2.862,-2.567,Non-Stationary,5.845,0.010,0.739,0.574,0.463,0.347,Non-Stationary
1,1_Day,-1.241,0.656,-3.433,-2.863,-2.567,Non-Stationary,4.391,0.010,0.739,0.574,0.463,0.347,Non-Stationary
2,1_Hour,-0.992,0.756,-3.430,-2.862,-2.567,Non-Stationary,20.727,0.010,0.739,0.574,0.463,0.347,Non-Stationary
3,2_Hour,-1.009,0.750,-3.431,-2.862,-2.567,Non-Stationary,14.920,0.010,0.739,0.574,0.463,0.347,Non-Stationary
4,4_Hour,-1.206,0.671,-3.431,-2.862,-2.567,Non-Stationary,10.179,0.010,0.739,0.574,0.463,0.347,Non-Stationary
5,6_Hour,-1.077,0.724,-3.431,-2.862,-2.567,Non-Stationary,8.434,0.010,0.739,0.574,0.463,0.347,Non-Stationary
6,8_Hour,-1.160,0.691,-3.431,-2.862,-2.567,Non-Stationary,7.070,0.010,0.739,0.574,0.463,0.347,Non-Stationary
