,Frequency,ADF TS,ADF P-Val.,ADF CV (1\%),ADF CV (5\%),ADF CV (10\%),ADF_Determination,KPSS TS,KPSS P-Val,KPSS CV (1\%),KPSS CV (2.5\%),KPSS CV (5\%),KPSS CV (10\%),KPSS_Determination
0,12_Hour,-1.071,0.726,-3.432,-2.862,-2.567,Non-Stationary,5.710,0.010,0.739,0.574,0.463,0.347,Non-Stationary
1,1_Day,-1.259,0.648,-3.433,-2.863,-2.567,Non-Stationary,4.258,0.010,0.739,0.574,0.463,0.347,Non-Stationary
2,1_Hour,-0.980,0.761,-3.430,-2.862,-2.567,Non-Stationary,20.585,0.010,0.739,0.574,0.463,0.347,Non-Stationary
3,2_Hour,-0.981,0.760,-3.431,-2.862,-2.567,Non-Stationary,14.777,0.010,0.739,0.574,0.463,0.347,Non-Stationary
4,4_Hour,-1.171,0.686,-3.431,-2.862,-2.567,Non-Stationary,10.041,0.010,0.739,0.574,0.463,0.347,Non-Stationary
5,6_Hour,-1.108,0.712,-3.431,-2.862,-2.567,Non-Stationary,8.294,0.010,0.739,0.574,0.463,0.347,Non-Stationary
6,8_Hour,-1.139,0.699,-3.431,-2.862,-2.567,Non-Stationary,6.936,0.010,0.739,0.574,0.463,0.347,Non-Stationary
