TIMESTAMP,REEF_OPEN_PRICE_USD,REEF_HIGH_PRICE_USD,REEF_LOW_PRICE_USD,REEF_CLOSE_PRICE_USD,REEF_VOLUME_USD,REEF_DIVIDENDS_USD,REEF_STOCK_SPLITS_USD
2020-12-29 00:00:00+00:00,0.027917999774217606,0.04168400168418884,0.01745299994945526,0.02333799935877323,236947959,0.0,0.0
2020-12-30 00:00:00+00:00,0.023483000695705414,0.025129999965429306,0.010929999873042107,0.011412999592721462,53048934,0.0,0.0
2020-12-31 00:00:00+00:00,0.011382999829947948,0.0166190005838871,0.010774999856948853,0.013635000213980675,36060980,0.0,0.0
2021-01-01 00:00:00+00:00,0.013706999830901623,0.01578100025653839,0.01165200024843216,0.012187999673187733,18568363,0.0,0.0
2021-01-02 00:00:00+00:00,0.012195000424981117,0.01357599999755621,0.010854999534785748,0.011309999972581863,13089304,0.0,0.0
2021-01-03 00:00:00+00:00,0.011312000453472137,0.011935999616980553,0.009122000075876713,0.009928000159561634,9184445,0.0,0.0
2021-01-04 00:00:00+00:00,0.009875999763607979,0.01101600006222725,0.00904100015759468,0.009909000247716904,1519776,0.0,0.0
2021-01-05 00:00:00+00:00,0.00990699976682663,0.011567999608814716,0.009018000215291977,0.01095299981534481,8521907,0.0,0.0
2021-01-06 00:00:00+00:00,0.010972999967634678,0.011597000062465668,0.010119999758899212,0.010355000384151936,5612197,0.0,0.0
2021-01-07 00:00:00+00:00,0.010451000183820724,0.010634000413119793,0.009751999750733376,0.010021000169217587,5636549,0.0,0.0
2021-01-08 00:00:00+00:00,0.010061999782919884,0.010238000191748142,0.009182999841868877,0.009441999718546867,4337577,0.0,0.0
2021-01-09 00:00:00+00:00,0.009442999958992004,0.010522999800741673,0.009349999949336052,0.009928000159561634,4131767,0.0,0.0
2021-01-10 00:00:00+00:00,0.009928000159561634,0.010948999784886837,0.009235000237822533,0.009897000156342983,4261237,0.0,0.0
2021-01-11 00:00:00+00:00,0.009885000064969063,0.009885000064969063,0.007538000121712685,0.008202999830245972,3943671,0.0,0.0
2021-01-12 00:00:00+00:00,0.0081599997356534,0.008282000198960304,0.006874000187963247,0.007044000085443258,5458609,0.0,0.0
2021-01-13 00:00:00+00:00,0.007044999860227108,0.0080960001796484,0.006622999906539917,0.00790799967944622,4564974,0.0,0.0
2021-01-14 00:00:00+00:00,0.007933000102639198,0.009800000116229057,0.007818000391125679,0.009322999976575375,8564465,0.0,0.0
2021-01-15 00:00:00+00:00,0.009324000217020512,0.013001999817788601,0.008825000375509262,0.012702999636530876,33577807,0.0,0.0
2021-01-16 00:00:00+00:00,0.012729000300168991,0.0180830005556345,0.01067699957638979,0.016165999695658684,42859692,0.0,0.0
2021-01-17 00:00:00+00:00,0.016106000170111656,0.020277999341487885,0.014631000347435474,0.017381999641656876,59545479,0.0,0.0
2021-01-18 00:00:00+00:00,0.017295999452471733,0.018862999975681305,0.015533000230789185,0.016745999455451965,16714317,0.0,0.0
2021-01-19 00:00:00+00:00,0.016742000356316566,0.01754700019955635,0.015080999583005905,0.016739999875426292,16887318,0.0,0.0
2021-01-20 00:00:00+00:00,0.016724999994039536,0.021813999861478806,0.015742000192403793,0.021477000787854195,45026004,0.0,0.0
2021-01-21 00:00:00+00:00,0.021469000726938248,0.0228860005736351,0.01915000006556511,0.021090000867843628,38446563,0.0,0.0
2021-01-22 00:00:00+00:00,0.021091999486088753,0.02583100087940693,0.017503000795841217,0.021309999749064445,83683634,0.0,0.0
2021-01-23 00:00:00+00:00,0.0212980005890131,0.023584000766277313,0.019677000120282173,0.021243000403046608,47730141,0.0,0.0
2021-01-24 00:00:00+00:00,0.02121100015938282,0.023452000692486763,0.02106899954378605,0.02135300077497959,29591067,0.0,0.0
2021-01-25 00:00:00+00:00,0.021331999450922012,0.023718999698758125,0.019610999152064323,0.02025900036096573,38970807,0.0,0.0
2021-01-26 00:00:00+00:00,0.020148999989032745,0.02131200022995472,0.01839900016784668,0.021164000034332275,42277188,0.0,0.0
2021-01-27 00:00:00+00:00,0.02112700045108795,0.022460000589489937,0.017635000869631767,0.01817999966442585,44150193,0.0,0.0
