TIMESTAMP,MASYA_OPEN_PRICE_USD,MASYA_HIGH_PRICE_USD,MASYA_LOW_PRICE_USD,MASYA_CLOSE_PRICE_USD,MASYA_VOLUME_USD,MASYA_DIVIDENDS_USD,MASYA_STOCK_SPLITS_USD
2023-05-21 00:00:00+00:00,,,,0.0,67563,0.0,0.0
2023-05-22 00:00:00+00:00,,,,0.0,5811,0.0,0.0
2023-05-23 00:00:00+00:00,,,,0.0,2108,0.0,0.0
2023-05-24 00:00:00+00:00,,,,0.0,4243,0.0,0.0
2023-05-25 00:00:00+00:00,,,,0.0,2861,0.0,0.0
2023-05-26 00:00:00+00:00,,,,0.0,5883,0.0,0.0
2023-05-27 00:00:00+00:00,,,,0.0,2560,0.0,0.0
2023-05-28 00:00:00+00:00,,,,0.0,4932,0.0,0.0
2023-05-29 00:00:00+00:00,,,,0.0,216,0.0,0.0
2023-05-30 00:00:00+00:00,,,,0.0,2142,0.0,0.0
2023-05-31 00:00:00+00:00,,,,0.0,3169,0.0,0.0
2023-06-01 00:00:00+00:00,,,,0.0,1245,0.0,0.0
2023-06-02 00:00:00+00:00,,,,0.0,3267,0.0,0.0
2023-06-03 00:00:00+00:00,,,,0.0,1852,0.0,0.0
2023-06-04 00:00:00+00:00,,,,0.0,1873,0.0,0.0
2023-06-07 00:00:00+00:00,,,,0.0,696,0.0,0.0
2023-06-08 00:00:00+00:00,,,,0.0,1521,0.0,0.0
2023-06-09 00:00:00+00:00,,,,0.0,1782,0.0,0.0
2023-06-10 00:00:00+00:00,,,,0.0,1519,0.0,0.0
2023-06-11 00:00:00+00:00,,,,0.0,777,0.0,0.0
2023-06-12 00:00:00+00:00,,,,0.0,546,0.0,0.0
2023-06-13 00:00:00+00:00,,,,0.0,272,0.0,0.0
2023-06-14 00:00:00+00:00,,,,0.0,69,0.0,0.0
2023-06-15 00:00:00+00:00,,,,0.0,1303,0.0,0.0
2023-06-16 00:00:00+00:00,,,,0.0,511,0.0,0.0
2023-06-17 00:00:00+00:00,,,,0.0,470,0.0,0.0
2023-06-19 00:00:00+00:00,,,,0.0,1381,0.0,0.0
2023-06-20 00:00:00+00:00,,,,0.0,540,0.0,0.0
2023-06-21 00:00:00+00:00,,,,0.0,2048,0.0,0.0
2023-06-22 00:00:00+00:00,,,,0.0,23,0.0,0.0
2023-06-23 00:00:00+00:00,,,,0.0,446,0.0,0.0
2023-06-24 00:00:00+00:00,,,,0.0,239,0.0,0.0
2023-06-25 00:00:00+00:00,,,,0.0,1490,0.0,0.0
2023-06-26 00:00:00+00:00,,,,0.0,667,0.0,0.0
2023-06-27 00:00:00+00:00,,,,0.0,51,0.0,0.0
2023-06-28 00:00:00+00:00,,,,0.0,622,0.0,0.0
2023-06-29 00:00:00+00:00,,,,0.0,731,0.0,0.0
2023-06-30 00:00:00+00:00,,,,0.0,257,0.0,0.0
2023-07-01 00:00:00+00:00,,,,0.0,1599,0.0,0.0
2023-07-02 00:00:00+00:00,,,,0.0,27,0.0,0.0
2023-07-03 00:00:00+00:00,,,,0.0,1163,0.0,0.0
2023-07-04 00:00:00+00:00,,,,0.0,284,0.0,0.0
2023-07-05 00:00:00+00:00,,,,0.0,800,0.0,0.0
2023-07-06 00:00:00+00:00,,,,0.0,238,0.0,0.0
2023-07-07 00:00:00+00:00,,,,0.0,477,0.0,0.0
2023-07-08 00:00:00+00:00,,,,0.0,84,0.0,0.0
2023-07-09 00:00:00+00:00,,,,0.0,498,0.0,0.0
2023-07-10 00:00:00+00:00,,,,0.0,235,0.0,0.0
2023-07-11 00:00:00+00:00,,,,0.0,1928,0.0,0.0
2023-07-12 00:00:00+00:00,,,,0.0,37331,0.0,0.0
2023-07-13 00:00:00+00:00,,,,0.0,1945,0.0,0.0
2023-07-14 00:00:00+00:00,,,,0.0,538,0.0,0.0
2023-07-15 00:00:00+00:00,,,,0.0,451,0.0,0.0
2023-07-17 00:00:00+00:00,,,,0.0,903,0.0,0.0
2023-07-18 00:00:00+00:00,,,,0.0,505,0.0,0.0
2023-07-20 00:00:00+00:00,,,,0.0,224,0.0,0.0
2023-07-21 00:00:00+00:00,,,,0.0,557,0.0,0.0
2023-07-22 00:00:00+00:00,,,,0.0,2100,0.0,0.0
2023-07-24 00:00:00+00:00,,,,0.0,347,0.0,0.0
2023-07-25 00:00:00+00:00,,,,0.0,230,0.0,0.0
2023-07-26 00:00:00+00:00,,,,0.0,452,0.0,0.0
2023-07-27 00:00:00+00:00,,,,0.0,991,0.0,0.0
2023-07-28 00:00:00+00:00,,,,0.0,214,0.0,0.0
2023-07-29 00:00:00+00:00,,,,0.0,168,0.0,0.0
2023-07-30 00:00:00+00:00,,,,0.0,56,0.0,0.0
2023-07-31 00:00:00+00:00,,,,0.0,1605,0.0,0.0
2023-08-01 00:00:00+00:00,,,,0.0,35,0.0,0.0
2023-08-02 00:00:00+00:00,,,,0.0,603,0.0,0.0
2023-08-04 00:00:00+00:00,,,,0.0,1205,0.0,0.0
2023-08-05 00:00:00+00:00,,,,0.0,151,0.0,0.0
2023-08-06 00:00:00+00:00,,,,0.0,73,0.0,0.0
2023-08-07 00:00:00+00:00,,,,0.0,1073,0.0,0.0
2023-08-08 00:00:00+00:00,,,,0.0,77,0.0,0.0
2023-08-09 00:00:00+00:00,,,,0.0,1250,0.0,0.0
2023-08-10 00:00:00+00:00,,,,0.0,430,0.0,0.0
2023-08-11 00:00:00+00:00,,,,0.0,209,0.0,0.0
2023-08-13 00:00:00+00:00,,,,0.0,360,0.0,0.0
2023-08-14 00:00:00+00:00,,,,0.0,266,0.0,0.0
2023-08-15 00:00:00+00:00,,,,0.0,311,0.0,0.0
2023-08-16 00:00:00+00:00,,,,0.0,1183,0.0,0.0
2023-08-17 00:00:00+00:00,,,,0.0,1482,0.0,0.0
2023-08-18 00:00:00+00:00,,,,0.0,23,0.0,0.0
2023-08-19 00:00:00+00:00,,,,0.0,84,0.0,0.0
2023-08-20 00:00:00+00:00,,,,0.0,29,0.0,0.0
2023-08-21 00:00:00+00:00,,,,0.0,296,0.0,0.0
2023-08-22 00:00:00+00:00,,,,0.0,3070,0.0,0.0
2023-08-25 00:00:00+00:00,,,,0.0,34,0.0,0.0
