TIMESTAMP,SANTA_OPEN_PRICE_USD,SANTA_HIGH_PRICE_USD,SANTA_LOW_PRICE_USD,SANTA_CLOSE_PRICE_USD,SANTA_VOLUME_USD,SANTA_DIVIDENDS_USD,SANTA_STOCK_SPLITS_USD
2021-11-03 00:00:00+00:00,,,,0.0,8933763,0.0,0.0
2021-11-04 00:00:00+00:00,,,,0.0,24858098,0.0,0.0
2021-11-05 00:00:00+00:00,,,,0.0,27926072,0.0,0.0
2021-11-06 00:00:00+00:00,0.0,76.67626190185547,0.0,69.29515838623047,11024262,0.0,0.0
2021-11-10 00:00:00+00:00,,,,0.0,4432607,0.0,0.0
2021-11-11 00:00:00+00:00,,,,0.0,3039974,0.0,0.0
2021-11-12 00:00:00+00:00,,,,0.0,1703259,0.0,0.0
2021-11-13 00:00:00+00:00,,,,0.0,1467454,0.0,0.0
2021-11-14 00:00:00+00:00,,,,0.0,1419743,0.0,0.0
2021-11-15 00:00:00+00:00,,,,0.0,2552822,0.0,0.0
2021-11-16 00:00:00+00:00,,,,0.0,1847798,0.0,0.0
2021-11-17 00:00:00+00:00,,,,0.0,1080573,0.0,0.0
2021-11-18 00:00:00+00:00,,,,0.0,1115373,0.0,0.0
2021-11-19 00:00:00+00:00,,,,0.0,836022,0.0,0.0
2021-11-20 00:00:00+00:00,,,,0.0,458584,0.0,0.0
2021-11-21 00:00:00+00:00,,,,0.0,564296,0.0,0.0
2021-11-22 00:00:00+00:00,,,,0.0,576769,0.0,0.0
2021-11-23 00:00:00+00:00,,,,0.0,612485,0.0,0.0
2021-11-24 00:00:00+00:00,,,,0.0,377665,0.0,0.0
2021-11-25 00:00:00+00:00,,,,0.0,354890,0.0,0.0
2021-11-26 00:00:00+00:00,,,,0.0,188608,0.0,0.0
2021-11-27 00:00:00+00:00,,,,0.0,211403,0.0,0.0
2021-11-28 00:00:00+00:00,,,,0.0,321039,0.0,0.0
2021-11-29 00:00:00+00:00,,,,0.0,421825,0.0,0.0
2021-11-30 00:00:00+00:00,,,,0.0,453389,0.0,0.0
2021-12-01 00:00:00+00:00,,,,0.0,734319,0.0,0.0
2021-12-02 00:00:00+00:00,,,,0.0,936698,0.0,0.0
2021-12-03 00:00:00+00:00,,,,0.0,613305,0.0,0.0
2021-12-04 00:00:00+00:00,,,,0.0,215734,0.0,0.0
2021-12-05 00:00:00+00:00,,,,0.0,238602,0.0,0.0
2021-12-06 00:00:00+00:00,,,,0.0,227398,0.0,0.0
2021-12-07 00:00:00+00:00,,,,0.0,201242,0.0,0.0
2021-12-08 00:00:00+00:00,,,,0.0,321851,0.0,0.0
2021-12-09 00:00:00+00:00,,,,0.0,347928,0.0,0.0
2021-12-10 00:00:00+00:00,,,,0.0,197937,0.0,0.0
2021-12-11 00:00:00+00:00,,,,0.0,126187,0.0,0.0
2021-12-12 00:00:00+00:00,,,,0.0,119726,0.0,0.0
2021-12-13 00:00:00+00:00,,,,0.0,87732,0.0,0.0
2021-12-14 00:00:00+00:00,,,,0.0,94229,0.0,0.0
2021-12-15 00:00:00+00:00,,,,0.0,74511,0.0,0.0
2021-12-16 00:00:00+00:00,,,,0.0,54505,0.0,0.0
2021-12-17 00:00:00+00:00,,,,0.0,151388,0.0,0.0
2021-12-18 00:00:00+00:00,,,,0.0,148305,0.0,0.0
2021-12-19 00:00:00+00:00,,,,0.0,38149,0.0,0.0
2021-12-20 00:00:00+00:00,,,,0.0,30760,0.0,0.0
2021-12-21 00:00:00+00:00,,,,0.0,36480,0.0,0.0
2021-12-22 00:00:00+00:00,,,,0.0,124652,0.0,0.0
2021-12-23 00:00:00+00:00,,,,0.0,158217,0.0,0.0
2021-12-24 00:00:00+00:00,,,,0.0,92299,0.0,0.0
2021-12-25 00:00:00+00:00,,,,0.0,100691,0.0,0.0
2021-12-26 00:00:00+00:00,,,,0.0,79552,0.0,0.0
2021-12-27 00:00:00+00:00,,,,0.0,34093,0.0,0.0
2021-12-28 00:00:00+00:00,,,,0.0,16460,0.0,0.0
2021-12-29 00:00:00+00:00,,,,0.0,17534,0.0,0.0
2021-12-30 00:00:00+00:00,,,,0.0,25676,0.0,0.0
2021-12-31 00:00:00+00:00,,,,0.0,26093,0.0,0.0
2022-01-01 00:00:00+00:00,,,,0.0,13356,0.0,0.0
2022-01-02 00:00:00+00:00,,,,0.0,6785,0.0,0.0
2022-01-03 00:00:00+00:00,,,,0.0,8563,0.0,0.0
2022-01-04 00:00:00+00:00,,,,0.0,12019,0.0,0.0
2022-01-05 00:00:00+00:00,,,,0.0,16961,0.0,0.0
2022-01-06 00:00:00+00:00,,,,0.0,12437,0.0,0.0
2022-01-07 00:00:00+00:00,,,,0.0,9720,0.0,0.0
2022-01-08 00:00:00+00:00,,,,0.0,47428,0.0,0.0
2022-01-09 00:00:00+00:00,,,,0.0,46754,0.0,0.0
2022-01-10 00:00:00+00:00,,,,0.0,10618,0.0,0.0
2022-01-11 00:00:00+00:00,,,,0.0,7961,0.0,0.0
2022-01-12 00:00:00+00:00,,,,0.0,4726,0.0,0.0
2022-01-13 00:00:00+00:00,,,,0.0,10108,0.0,0.0
2022-01-14 00:00:00+00:00,,,,0.0,9903,0.0,0.0
2022-01-15 00:00:00+00:00,,,,0.0,10448,0.0,0.0
2022-01-16 00:00:00+00:00,,,,0.0,10185,0.0,0.0
2022-01-17 00:00:00+00:00,,,,0.0,4411,0.0,0.0
2022-01-18 00:00:00+00:00,,,,0.0,4089,0.0,0.0
2022-01-19 00:00:00+00:00,,,,0.0,5695,0.0,0.0
2022-01-20 00:00:00+00:00,,,,0.0,5111,0.0,0.0
2022-01-21 00:00:00+00:00,,,,0.0,3656,0.0,0.0
2022-01-22 00:00:00+00:00,,,,0.0,1746,0.0,0.0
2022-01-23 00:00:00+00:00,,,,0.0,1079,0.0,0.0
2022-01-24 00:00:00+00:00,,,,0.0,2001,0.0,0.0
2022-01-25 00:00:00+00:00,,,,0.0,6455,0.0,0.0
2022-01-26 00:00:00+00:00,,,,0.0,17555,0.0,0.0
2022-01-27 00:00:00+00:00,,,,0.0,24703,0.0,0.0
2022-01-28 00:00:00+00:00,,,,0.0,20955,0.0,0.0
2022-01-29 00:00:00+00:00,,,,0.0,55480,0.0,0.0
2022-01-30 00:00:00+00:00,,,,0.0,55724,0.0,0.0
2022-01-31 00:00:00+00:00,,,,0.0,15502,0.0,0.0
2022-02-01 00:00:00+00:00,,,,0.0,7508,0.0,0.0
2022-02-02 00:00:00+00:00,,,,0.0,3578,0.0,0.0
2022-02-03 00:00:00+00:00,,,,0.0,5381,0.0,0.0
2022-02-04 00:00:00+00:00,,,,0.0,7567,0.0,0.0
2022-02-05 00:00:00+00:00,,,,0.0,3814,0.0,0.0
2022-02-06 00:00:00+00:00,,,,0.0,2126,0.0,0.0
2022-02-07 00:00:00+00:00,,,,0.0,2615,0.0,0.0
2022-02-08 00:00:00+00:00,,,,0.0,2354,0.0,0.0
2022-02-09 00:00:00+00:00,,,,0.0,3923,0.0,0.0
2022-02-10 00:00:00+00:00,,,,0.0,4606,0.0,0.0
2022-02-11 00:00:00+00:00,,,,0.0,6678,0.0,0.0
2022-02-12 00:00:00+00:00,,,,0.0,21250,0.0,0.0
2022-02-13 00:00:00+00:00,,,,0.0,16699,0.0,0.0
2022-02-14 00:00:00+00:00,,,,0.0,2220,0.0,0.0
2022-02-15 00:00:00+00:00,,,,0.0,4772,0.0,0.0
2022-02-16 00:00:00+00:00,,,,0.0,4461,0.0,0.0
2022-02-17 00:00:00+00:00,,,,0.0,3754,0.0,0.0
2022-02-18 00:00:00+00:00,,,,0.0,1135,0.0,0.0
2022-02-19 00:00:00+00:00,,,,0.0,4639,0.0,0.0
2022-02-20 00:00:00+00:00,,,,0.0,11730,0.0,0.0
2022-02-21 00:00:00+00:00,,,,0.0,8913,0.0,0.0
2022-02-22 00:00:00+00:00,,,,0.0,1570,0.0,0.0
2022-02-23 00:00:00+00:00,,,,0.0,1558,0.0,0.0
2022-02-24 00:00:00+00:00,,,,0.0,4802,0.0,0.0
2022-02-25 00:00:00+00:00,,,,0.0,4623,0.0,0.0
2022-02-26 00:00:00+00:00,,,,0.0,5773,0.0,0.0
2022-02-27 00:00:00+00:00,,,,0.0,16939,0.0,0.0
2022-02-28 00:00:00+00:00,,,,0.0,15176,0.0,0.0
2022-03-01 00:00:00+00:00,,,,0.0,2204,0.0,0.0
2022-03-02 00:00:00+00:00,,,,0.0,855,0.0,0.0
2022-03-03 00:00:00+00:00,,,,0.0,2825,0.0,0.0
