TIMESTAMP,EVA33342_OPEN_PRICE_USD,EVA33342_HIGH_PRICE_USD,EVA33342_LOW_PRICE_USD,EVA33342_CLOSE_PRICE_USD,EVA33342_VOLUME_USD,EVA33342_DIVIDENDS_USD,EVA33342_STOCK_SPLITS_USD
2024-10-11 00:00:00+00:00,0.0005699999746866524,0.3961449861526489,0.00019999999494757503,0.3928700089454651,3235,0.0,0.0
2024-10-12 00:00:00+00:00,0.3928700089454651,0.3956820070743561,0.39210399985313416,0.39234501123428345,9057,0.0,0.0
2024-10-13 00:00:00+00:00,0.39234501123428345,0.3937470018863678,0.3888919949531555,0.39157798886299133,7783,0.0,0.0
2024-10-14 00:00:00+00:00,0.39157798886299133,0.4081850051879883,0.29916900396347046,0.3947249948978424,30709,0.0,0.0
2024-10-15 00:00:00+00:00,0.3947249948978424,0.4315269887447357,0.3923819959163666,0.4011490046977997,28952,0.0,0.0
2024-10-16 00:00:00+00:00,0.4011490046977997,0.4283530116081238,0.38896501064300537,0.40795600414276123,27821,0.0,0.0
2024-10-17 00:00:00+00:00,0.40795600414276123,0.42784300446510315,0.3850879967212677,0.40352100133895874,23239,0.0,0.0
2024-10-18 00:00:00+00:00,0.40352100133895874,0.4193600118160248,0.38186100125312805,0.3913309872150421,25334,0.0,0.0
2024-10-19 00:00:00+00:00,0.3913309872150421,0.4196709990501404,0.38322100043296814,0.40153801441192627,28377,0.0,0.0
2024-10-20 00:00:00+00:00,0.40153801441192627,0.4496450126171112,0.3820120096206665,0.41187700629234314,17906,0.0,0.0
2024-10-21 00:00:00+00:00,0.41187700629234314,0.4169209897518158,0.40724000334739685,0.4090229868888855,22162,0.0,0.0
2024-10-22 00:00:00+00:00,0.4090229868888855,0.40999001264572144,0.4075149893760681,0.4085739850997925,24791,0.0,0.0
2024-10-23 00:00:00+00:00,0.4085739850997925,0.40919798612594604,0.40630200505256653,0.4075370132923126,27326,0.0,0.0
2024-10-24 00:00:00+00:00,0.40802499651908875,0.4100489914417267,0.4071750044822693,0.40942299365997314,28259,0.0,0.0
2024-10-25 00:00:00+00:00,0.40942299365997314,0.4102120101451874,0.4072059988975525,0.4086430072784424,29856,0.0,0.0
2024-10-26 00:00:00+00:00,0.4086430072784424,0.411296010017395,0.4071179926395416,0.4110510051250458,35260,0.0,0.0
2024-10-27 00:00:00+00:00,0.4110510051250458,0.41429799795150757,0.40697699785232544,0.40855300426483154,25445,0.0,0.0
2024-10-28 00:00:00+00:00,0.40855300426483154,0.41504400968551636,0.3815520107746124,0.40770700573921204,12228,0.0,0.0
2024-10-29 00:00:00+00:00,0.40770700573921204,0.433696985244751,0.4070909917354584,0.4325900077819824,46607,0.0,0.0
2024-10-30 00:00:00+00:00,0.4325900077819824,0.4388279914855957,0.4100010097026825,0.4283420145511627,29315,0.0,0.0
2024-10-31 00:00:00+00:00,0.4283420145511627,0.4301779866218567,0.42575201392173767,0.42603600025177,39795,0.0,0.0
