TIMESTAMP,MOLA_OPEN_PRICE_USD,MOLA_HIGH_PRICE_USD,MOLA_LOW_PRICE_USD,MOLA_CLOSE_PRICE_USD,MOLA_VOLUME_USD,MOLA_DIVIDENDS_USD,MOLA_STOCK_SPLITS_USD
2021-07-13 00:00:00+00:00,0.00010299999848939478,0.00016999999934341758,9.999999747378752e-05,0.00014099999680183828,110933,0.0,0.0
2021-07-14 00:00:00+00:00,0.00014099999680183828,0.00017899999511428177,0.00011000000085914508,0.00014899999951012433,101656,0.0,0.0
2021-07-15 00:00:00+00:00,0.00014899999951012433,0.00025599999935366213,0.00014899999951012433,0.00021100000594742596,160438,0.0,0.0
2021-07-16 00:00:00+00:00,0.00021100000594742596,0.00021499999274965376,0.0001289999927394092,0.0001610000035725534,66766,0.0,0.0
2021-07-17 00:00:00+00:00,0.0001610000035725534,0.0001610000035725534,0.0001049999991664663,0.00011999999696854502,44002,0.0,0.0
2021-07-18 00:00:00+00:00,0.00011999999696854502,0.0001320000010309741,9.899999713525176e-05,0.00010399999882793054,39093,0.0,0.0
2021-07-19 00:00:00+00:00,0.00010399999882793054,0.00010399999882793054,7.79999973019585e-05,7.899999764049426e-05,33073,0.0,0.0
2021-07-20 00:00:00+00:00,7.899999764049426e-05,8.299999899463728e-05,6.500000017695129e-05,7.500000356230885e-05,13152,0.0,0.0
2021-07-21 00:00:00+00:00,7.500000356230885e-05,8.299999899463728e-05,6.900000153109431e-05,7.999999797903001e-05,7489,0.0,0.0
2021-07-22 00:00:00+00:00,7.999999797903001e-05,7.999999797903001e-05,7.000000186963007e-05,7.200000254670158e-05,6783,0.0,0.0
2021-07-23 00:00:00+00:00,7.200000254670158e-05,7.300000288523734e-05,5.999999848427251e-05,6.900000153109431e-05,6652,0.0,0.0
2021-07-24 00:00:00+00:00,6.900000153109431e-05,7.300000288523734e-05,6.0999998822808266e-05,6.500000017695129e-05,7304,0.0,0.0
2021-07-25 00:00:00+00:00,6.500000017695129e-05,7.500000356230885e-05,6.500000017695129e-05,7.200000254670158e-05,7527,0.0,0.0
2021-07-26 00:00:00+00:00,7.200000254670158e-05,0.00011200000153621659,7.000000186963007e-05,8.800000068731606e-05,46822,0.0,0.0
2021-07-27 00:00:00+00:00,8.800000068731606e-05,0.00010599999950500205,8.800000068731606e-05,9.699999645818025e-05,18005,0.0,0.0
2021-07-28 00:00:00+00:00,9.699999645818025e-05,0.00010599999950500205,8.800000068731606e-05,9.40000027185306e-05,18522,0.0,0.0
2021-07-29 00:00:00+00:00,9.40000027185306e-05,9.500000305706635e-05,7.999999797903001e-05,8.399999933317304e-05,10312,0.0,0.0
2021-07-30 00:00:00+00:00,8.399999933317304e-05,9.100000170292333e-05,7.100000220816582e-05,7.300000288523734e-05,10495,0.0,0.0
2021-07-31 00:00:00+00:00,7.300000288523734e-05,8.399999933317304e-05,7.300000288523734e-05,7.699999696342275e-05,5750,0.0,0.0
2021-08-01 00:00:00+00:00,7.699999696342275e-05,8.199999865610152e-05,7.000000186963007e-05,7.999999797903001e-05,8317,0.0,0.0
2021-08-02 00:00:00+00:00,7.999999797903001e-05,7.999999797903001e-05,6.900000153109431e-05,7.100000220816582e-05,4303,0.0,0.0
2021-08-03 00:00:00+00:00,7.100000220816582e-05,7.699999696342275e-05,6.70000008540228e-05,7.699999696342275e-05,4156,0.0,0.0
2021-08-04 00:00:00+00:00,7.699999696342275e-05,7.699999696342275e-05,7.100000220816582e-05,7.300000288523734e-05,2080,0.0,0.0
2021-08-05 00:00:00+00:00,7.300000288523734e-05,7.599999662488699e-05,6.800000119255856e-05,7.100000220816582e-05,1964,0.0,0.0
2021-08-06 00:00:00+00:00,7.100000220816582e-05,7.599999662488699e-05,7.000000186963007e-05,7.500000356230885e-05,3031,0.0,0.0
2021-08-07 00:00:00+00:00,7.500000356230885e-05,7.79999973019585e-05,7.100000220816582e-05,7.500000356230885e-05,2319,0.0,0.0
2021-08-08 00:00:00+00:00,7.500000356230885e-05,7.599999662488699e-05,7.100000220816582e-05,7.400000322377309e-05,1230,0.0,0.0
2021-08-09 00:00:00+00:00,7.400000322377309e-05,7.599999662488699e-05,6.800000119255856e-05,7.599999662488699e-05,4141,0.0,0.0
2021-08-10 00:00:00+00:00,7.599999662488699e-05,9.500000305706635e-05,7.000000186963007e-05,7.899999764049426e-05,12799,0.0,0.0
2021-08-11 00:00:00+00:00,7.899999764049426e-05,0.00015999999595806003,7.599999662488699e-05,0.00012599999899975955,79697,0.0,0.0
2021-08-12 00:00:00+00:00,0.00012599999899975955,0.00026500000967644155,0.0001230000052601099,0.00020199999562464654,201443,0.0,0.0
2021-08-13 00:00:00+00:00,0.00020199999562464654,0.00026199998683296144,0.00018899999849963933,0.00019299999985378236,70480,0.0,0.0
2021-08-14 00:00:00+00:00,0.00019299999985378236,0.00022000000171829015,0.00015300000086426735,0.000155999994603917,44906,0.0,0.0
2021-08-15 00:00:00+00:00,0.000155999994603917,0.00018899999849963933,0.00015500000154133886,0.00016900000628083944,23332,0.0,0.0
2021-08-16 00:00:00+00:00,0.00016900000628083944,0.0007800000021234155,0.00016900000628083944,0.0005150000215508044,572413,0.0,0.0
2021-08-17 00:00:00+00:00,0.0005150000215508044,0.0008950000046752393,0.0004910000134259462,0.0006900000153109431,1006975,0.0,0.0
2021-08-18 00:00:00+00:00,0.0006900000153109431,0.0007919999770820141,0.0005070000188425183,0.0007919999770820141,370057,0.0,0.0
2021-08-19 00:00:00+00:00,0.0007919999770820141,0.0017989999614655972,0.0007099999929778278,0.0015820000553503633,966665,0.0,0.0
2021-08-20 00:00:00+00:00,0.0015820000553503633,0.0034539999905973673,0.0013689999468624592,0.0017819999484345317,2606678,0.0,0.0
2021-08-21 00:00:00+00:00,0.0017819999484345317,0.0021009999327361584,0.0011020000092685223,0.0016749999485909939,524973,0.0,0.0
2021-08-22 00:00:00+00:00,0.0016749999485909939,0.0018710000440478325,0.0012309999438002706,0.0013160000089555979,362777,0.0,0.0
2021-08-23 00:00:00+00:00,0.0013160000089555979,0.0014359999913722277,0.0009130000253207982,0.0010010000551119447,427589,0.0,0.0
2021-08-24 00:00:00+00:00,0.0010010000551119447,0.0010849999962374568,0.0007779999868944287,0.0008239999879151583,350662,0.0,0.0
2021-08-25 00:00:00+00:00,0.0008239999879151583,0.0013859999598935246,0.0007800000021234155,0.0010460000485181808,357422,0.0,0.0
