TIMESTAMP,PIRATECOIN_OPEN_PRICE_USD,PIRATECOIN_HIGH_PRICE_USD,PIRATECOIN_LOW_PRICE_USD,PIRATECOIN_CLOSE_PRICE_USD,Adj Close,PIRATECOIN_VOLUME_USD,PIRATECOIN_DIVIDENDS_USD,PIRATECOIN_STOCK_SPLITS_USD
,2.570235040424973e-12,2.570235040424973e-12,2.570235040424973e-12,2.570235040424973e-12,,35.0,0.0,0.0
