TIMESTAMP,BOPPY_OPEN_PRICE_USD,BOPPY_HIGH_PRICE_USD,BOPPY_LOW_PRICE_USD,BOPPY_CLOSE_PRICE_USD,BOPPY_VOLUME_USD,BOPPY_DIVIDENDS_USD,BOPPY_STOCK_SPLITS_USD
2024-10-23 00:00:00+00:00,,,,0.0,73081,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,230175,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,100211,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,86659,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,78993,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,41129,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,58884,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,130664,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,205948,0.0,0.0
2024-11-01 00:00:00+00:00,,,,0.0,219684,0.0,0.0
2024-11-02 00:00:00+00:00,,,,0.0,140841,0.0,0.0
2024-11-03 00:00:00+00:00,,,,0.0,65093,0.0,0.0
2024-11-04 00:00:00+00:00,,,,0.0,61627,0.0,0.0
2024-11-05 00:00:00+00:00,,,,0.0,35618,0.0,0.0
2024-11-06 00:00:00+00:00,,,,0.0,171490,0.0,0.0
2024-11-07 00:00:00+00:00,,,,0.0,64933,0.0,0.0
2024-11-08 00:00:00+00:00,,,,0.0,70579,0.0,0.0
2024-11-09 00:00:00+00:00,,,,0.0,52827,0.0,0.0
2024-11-10 00:00:00+00:00,,,,0.0,54604,0.0,0.0
2024-11-11 00:00:00+00:00,,,,0.0,80851,0.0,0.0
2024-11-12 00:00:00+00:00,,,,0.0,88435,0.0,0.0
2024-11-13 00:00:00+00:00,,,,0.0,112112,0.0,0.0
2024-11-14 00:00:00+00:00,,,,0.0,81861,0.0,0.0
2024-11-15 00:00:00+00:00,,,,0.0,61933,0.0,0.0
2024-11-16 00:00:00+00:00,,,,0.0,79875,0.0,0.0
2024-11-17 00:00:00+00:00,,,,0.0,30121,0.0,0.0
2024-11-18 00:00:00+00:00,,,,0.0,23629,0.0,0.0
2024-11-19 00:00:00+00:00,,,,0.0,31648,0.0,0.0
2024-11-20 00:00:00+00:00,,,,0.0,29112,0.0,0.0
2024-11-21 00:00:00+00:00,,,,0.0,27214,0.0,0.0
2024-11-22 00:00:00+00:00,,,,0.0,53239,0.0,0.0
2024-11-23 00:00:00+00:00,,,,0.0,21273,0.0,0.0
2024-11-24 00:00:00+00:00,,,,0.0,44602,0.0,0.0
2024-11-25 00:00:00+00:00,,,,0.0,63751,0.0,0.0
2024-11-26 00:00:00+00:00,,,,0.0,45469,0.0,0.0
2024-11-27 00:00:00+00:00,,,,0.0,36139,0.0,0.0
2024-11-28 00:00:00+00:00,,,,0.0,12121,0.0,0.0
2024-11-29 00:00:00+00:00,,,,0.0,34768,0.0,0.0
2024-11-30 00:00:00+00:00,,,,0.0,57844,0.0,0.0
2024-12-01 00:00:00+00:00,,,,0.0,13944,0.0,0.0
2024-12-02 00:00:00+00:00,,,,0.0,15770,0.0,0.0
2024-12-03 00:00:00+00:00,,,,0.0,36987,0.0,0.0
2024-12-04 00:00:00+00:00,,,,0.0,32554,0.0,0.0
2024-12-05 00:00:00+00:00,,,,0.0,34226,0.0,0.0
2024-12-06 00:00:00+00:00,,,,0.0,46813,0.0,0.0
2024-12-07 00:00:00+00:00,,,,0.0,67632,0.0,0.0
2024-12-08 00:00:00+00:00,,,,0.0,34608,0.0,0.0
2024-12-09 00:00:00+00:00,,,,0.0,73535,0.0,0.0
2024-12-10 00:00:00+00:00,,,,0.0,22614,0.0,0.0
2024-12-11 00:00:00+00:00,,,,0.0,79650,0.0,0.0
2024-12-12 00:00:00+00:00,,,,0.0,119654,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,66531,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,45073,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,114923,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,29284,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,40225,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,30389,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,31895,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,60023,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,62209,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,38008,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,51716,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,62321,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,11379,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,16651,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,43845,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,36481,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,31951,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,77361,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,33693,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,54594,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,31330,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,53460,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,50366,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,41457,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,16143,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,24426,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,19674,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,18616,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,31635,0.0,0.0
2025-01-11 00:00:00+00:00,,,,0.0,21795,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,8658,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,33941,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,10037,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,9250,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,17116,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,20564,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,8266,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,12092,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,10441,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,22438,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,17722,0.0,0.0
