TIMESTAMP,UFT_OPEN_PRICE_USD,UFT_HIGH_PRICE_USD,UFT_LOW_PRICE_USD,UFT_CLOSE_PRICE_USD,UFT_VOLUME_USD,UFT_DIVIDENDS_USD,UFT_STOCK_SPLITS_USD
2020-10-15 00:00:00+00:00,0.7566710114479065,0.7577160000801086,0.22109100222587585,0.23882900178432465,4492208,0.0,0.0
2020-10-16 00:00:00+00:00,0.23690800368785858,0.2731330096721649,0.16843900084495544,0.19887399673461914,1078666,0.0,0.0
2020-10-17 00:00:00+00:00,0.19690999388694763,0.2102539986371994,0.1753229945898056,0.1939759999513626,245111,0.0,0.0
2020-10-18 00:00:00+00:00,0.1909559965133667,0.23192499577999115,0.18065400421619415,0.20814700424671173,280861,0.0,0.0
2020-10-19 00:00:00+00:00,0.20814700424671173,0.20814700424671173,0.15938399732112885,0.1613450050354004,1471618,0.0,0.0
2020-10-20 00:00:00+00:00,0.1658789962530136,0.1891620010137558,0.1342879980802536,0.1416970044374466,1107637,0.0,0.0
2020-10-21 00:00:00+00:00,0.14127400517463684,0.1611970067024231,0.1381160020828247,0.14889800548553467,1200415,0.0,0.0
2020-10-22 00:00:00+00:00,0.14868800342082977,0.1768060028553009,0.14863499999046326,0.17538000643253326,1684966,0.0,0.0
2020-10-23 00:00:00+00:00,0.17404499650001526,0.17749400436878204,0.1413230001926422,0.1633560061454773,1366617,0.0,0.0
2020-10-24 00:00:00+00:00,0.1633549928665161,0.16691100597381592,0.14266400039196014,0.14290499687194824,2046,0.0,0.0
2020-10-25 00:00:00+00:00,0.14290200173854828,0.17216500639915466,0.14277000725269318,0.1625169962644577,644949,0.0,0.0
2020-10-26 00:00:00+00:00,0.1625169962644577,0.2438410073518753,0.16132499277591705,0.18628999590873718,1476082,0.0,0.0
2020-10-27 00:00:00+00:00,0.18628999590873718,0.2749690115451813,0.1762080043554306,0.274960994720459,1870558,0.0,0.0
2020-10-28 00:00:00+00:00,0.274960994720459,0.3733470141887665,0.24461199343204498,0.3116210103034973,2824510,0.0,0.0
2020-10-29 00:00:00+00:00,0.3116059899330139,0.416579008102417,0.2943609952926636,0.3169479966163635,2261240,0.0,0.0
2020-10-30 00:00:00+00:00,0.3169440031051636,0.35061898827552795,0.2584800124168396,0.3375909924507141,2325585,0.0,0.0
2020-10-31 00:00:00+00:00,0.3375909924507141,0.3898659944534302,0.3295789957046509,0.3752869963645935,2488427,0.0,0.0
2020-11-01 00:00:00+00:00,0.3752869963645935,0.38283100724220276,0.3053460121154785,0.3489589989185333,2518294,0.0,0.0
2020-11-02 00:00:00+00:00,0.3489589989185333,0.3647319972515106,0.3030740022659302,0.3362640142440796,573106,0.0,0.0
2020-11-03 00:00:00+00:00,0.3362860083580017,0.3560839891433716,0.31070899963378906,0.3326840102672577,1687116,0.0,0.0
2020-11-04 00:00:00+00:00,0.3326840102672577,0.36360201239585876,0.323294997215271,0.3526799976825714,3441772,0.0,0.0
2020-11-05 00:00:00+00:00,0.3526799976825714,0.5041390061378479,0.35054901242256165,0.4407239854335785,3688149,0.0,0.0
2020-11-06 00:00:00+00:00,0.4407219886779785,0.5356990098953247,0.43281999230384827,0.5223810076713562,1449978,0.0,0.0
2020-11-07 00:00:00+00:00,0.5224289894104004,0.6233189702033997,0.4476650059223175,0.5645490288734436,804582,0.0,0.0
2020-11-08 00:00:00+00:00,0.5651670098304749,0.7218940258026123,0.5508679747581482,0.7132030129432678,3337297,0.0,0.0
2020-11-09 00:00:00+00:00,0.7132109999656677,0.752426028251648,0.5793859958648682,0.5935729742050171,2728672,0.0,0.0
2020-11-10 00:00:00+00:00,0.5935699939727783,0.6103010177612305,0.4814090132713318,0.5647900104522705,2129660,0.0,0.0
2020-11-11 00:00:00+00:00,0.5647069811820984,0.7478070259094238,0.5305259823799133,0.6738290190696716,1683402,0.0,0.0
2020-11-12 00:00:00+00:00,0.6738269925117493,0.7017689943313599,0.6306560039520264,0.6827390193939209,2315030,0.0,0.0
