TIMESTAMP,ARDR_OPEN_PRICE_USD,ARDR_HIGH_PRICE_USD,ARDR_LOW_PRICE_USD,ARDR_CLOSE_PRICE_USD,ARDR_VOLUME_USD,ARDR_DIVIDENDS_USD,ARDR_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,0.23375900089740753,0.2507759928703308,0.21987700462341309,0.2405879944562912,1953440,0.0,0.0
2017-11-10 00:00:00+00:00,0.23978999257087708,0.25641700625419617,0.2017669975757599,0.21542499959468842,1243430,0.0,0.0
2017-11-11 00:00:00+00:00,0.2136950045824051,0.23151500523090363,0.20908500254154205,0.21997800469398499,1150300,0.0,0.0
2017-11-12 00:00:00+00:00,0.2197750061750412,0.2197750061750412,0.18647100031375885,0.19219399988651276,1249890,0.0,0.0
2017-11-13 00:00:00+00:00,0.193805992603302,0.22027499973773956,0.1917780041694641,0.20652900636196136,566697,0.0,0.0
2017-11-14 00:00:00+00:00,0.2079789936542511,0.2289460003376007,0.20346200466156006,0.22447599470615387,897405,0.0,0.0
2017-11-15 00:00:00+00:00,0.22455699741840363,0.23354800045490265,0.22134800255298615,0.22950799763202667,1130760,0.0,0.0
2017-11-16 00:00:00+00:00,0.23067399859428406,0.24228599667549133,0.22770200669765472,0.22909900546073914,1233910,0.0,0.0
2017-11-17 00:00:00+00:00,0.22849999368190765,0.23923000693321228,0.2252119928598404,0.22797000408172607,619487,0.0,0.0
2017-11-18 00:00:00+00:00,0.22753900289535522,0.24062499403953552,0.21364299952983856,0.23816700279712677,825041,0.0,0.0
2017-11-19 00:00:00+00:00,0.23722800612449646,0.2503870129585266,0.23526999354362488,0.24196000397205353,1217420,0.0,0.0
2017-11-20 00:00:00+00:00,0.2414119988679886,0.270781010389328,0.2393990010023117,0.2634960114955902,1607750,0.0,0.0
2017-11-21 00:00:00+00:00,0.26241499185562134,0.2982870042324066,0.248089000582695,0.2689889967441559,3763940,0.0,0.0
2017-11-22 00:00:00+00:00,0.26911500096321106,0.32861700654029846,0.2662290036678314,0.29788100719451904,7793390,0.0,0.0
2017-11-23 00:00:00+00:00,0.29566600918769836,0.296407014131546,0.2655569911003113,0.2794080078601837,2348920,0.0,0.0
2017-11-24 00:00:00+00:00,0.27834901213645935,0.27834901213645935,0.2563590109348297,0.2649489939212799,1497870,0.0,0.0
2017-11-25 00:00:00+00:00,0.2647710144519806,0.28554201126098633,0.2647710144519806,0.2780570089817047,1165860,0.0,0.0
2017-11-26 00:00:00+00:00,0.2778089940547943,0.3276650011539459,0.27031099796295166,0.3276650011539459,2875270,0.0,0.0
2017-11-27 00:00:00+00:00,0.3256340026855469,0.374891996383667,0.3246990144252777,0.34223300218582153,4595960,0.0,0.0
2017-11-28 00:00:00+00:00,0.34573501348495483,0.3765789866447449,0.31235501170158386,0.3603619933128357,4724580,0.0,0.0
2017-11-29 00:00:00+00:00,0.3625740110874176,0.39052000641822815,0.297122985124588,0.297122985124588,5596700,0.0,0.0
2017-11-30 00:00:00+00:00,0.30083000659942627,0.32736900448799133,0.26672500371932983,0.30594301223754883,2713070,0.0,0.0
2017-12-01 00:00:00+00:00,0.30580800771713257,0.36466699838638306,0.2919450104236603,0.34910398721694946,2315330,0.0,0.0
2017-12-02 00:00:00+00:00,0.3500730097293854,0.4405690133571625,0.346655011177063,0.4311389923095703,8809400,0.0,0.0
2017-12-03 00:00:00+00:00,0.42602500319480896,0.5148620009422302,0.41342100501060486,0.4742259979248047,16024000,0.0,0.0
2017-12-04 00:00:00+00:00,0.4733699858188629,0.5834190249443054,0.46718400716781616,0.5748419761657715,12162400,0.0,0.0
2017-12-05 00:00:00+00:00,0.6056619882583618,0.6390349864959717,0.5639169812202454,0.5714759826660156,10425600,0.0,0.0
2017-12-06 00:00:00+00:00,0.5645840167999268,0.5714690089225769,0.4918060004711151,0.5055069923400879,11237100,0.0,0.0
