TIMESTAMP,VETTER_OPEN_PRICE_USD,VETTER_HIGH_PRICE_USD,VETTER_LOW_PRICE_USD,VETTER_CLOSE_PRICE_USD,VETTER_VOLUME_USD,VETTER_DIVIDENDS_USD,VETTER_STOCK_SPLITS_USD
2021-10-21 00:00:00+00:00,0.008448000065982342,0.009700000286102295,0.002724000019952655,0.0063310000114142895,6169250,0.0,0.0
2021-10-22 00:00:00+00:00,0.0063240001909434795,0.007890000008046627,0.006132000125944614,0.0069989999756217,4799038,0.0,0.0
2021-10-23 00:00:00+00:00,0.006998000200837851,0.01030800025910139,0.0069229998625814915,0.00981099996715784,2847565,0.0,0.0
2021-10-24 00:00:00+00:00,0.009806999936699867,0.012563000433146954,0.005644000135362148,0.009358000010251999,6462242,0.0,0.0
2021-10-25 00:00:00+00:00,0.009359000250697136,0.009593999944627285,0.007728999946266413,0.008899999782443047,5996900,0.0,0.0
2021-10-26 00:00:00+00:00,0.00889899954199791,0.00889899954199791,0.006756000220775604,0.006901999935507774,2030146,0.0,0.0
2021-10-27 00:00:00+00:00,0.006897999905049801,0.007581000216305256,0.006593999918550253,0.006645000074058771,1358198,0.0,0.0
2021-10-28 00:00:00+00:00,0.006643999833613634,0.007211000192910433,0.006459999829530716,0.00647599995136261,1063892,0.0,0.0
2021-10-29 00:00:00+00:00,0.00647500017657876,0.006785000208765268,0.006020000204443932,0.006713000126183033,1064321,0.0,0.0
2021-10-30 00:00:00+00:00,0.006711000110954046,0.009708999656140804,0.006523999851197004,0.009066999889910221,1242997,0.0,0.0
2021-10-31 00:00:00+00:00,0.009068000130355358,0.01039199996739626,0.009014000184834003,0.01039000041782856,1126921,0.0,0.0
2021-11-01 00:00:00+00:00,0.010393000207841396,0.012814999558031559,0.010393000207841396,0.012814999558031559,1198458,0.0,0.0
2021-11-02 00:00:00+00:00,0.01281800027936697,0.016016999259591103,0.012748000212013721,0.015859000384807587,2378783,0.0,0.0
2021-11-03 00:00:00+00:00,0.015881000086665154,0.01716100051999092,0.014666999690234661,0.01522899977862835,2578148,0.0,0.0
2021-11-04 00:00:00+00:00,0.015247000381350517,0.015247000381350517,0.012764999642968178,0.014210999943315983,1667866,0.0,0.0
2021-11-05 00:00:00+00:00,0.014183999970555305,0.018324999138712883,0.014174000360071659,0.017761999741196632,1583701,0.0,0.0
2021-11-06 00:00:00+00:00,0.017774999141693115,0.019912000745534897,0.017513999715447426,0.01978999935090542,1507423,0.0,0.0
2021-11-07 00:00:00+00:00,0.019790999591350555,0.021143000572919846,0.017117999494075775,0.01745299994945526,1739966,0.0,0.0
2021-11-08 00:00:00+00:00,0.017462000250816345,0.01905900053679943,0.01675100065767765,0.017278999090194702,1734418,0.0,0.0
2021-11-09 00:00:00+00:00,0.017280999571084976,0.017364000901579857,0.014378000050783157,0.014450999908149242,1259628,0.0,0.0
2021-11-10 00:00:00+00:00,0.014457999728620052,0.015436000190675259,0.013767999596893787,0.014084000140428543,900962,0.0,0.0
2021-11-11 00:00:00+00:00,0.0140990000218153,0.01484800036996603,0.01369599997997284,0.013996999710798264,651161,0.0,0.0
2021-11-12 00:00:00+00:00,0.014000999741256237,0.014058999717235565,0.012125999666750431,0.012767000123858452,696251,0.0,0.0
2021-11-13 00:00:00+00:00,0.01278000045567751,0.014310000464320183,0.012776999734342098,0.014281000010669231,573498,0.0,0.0
2021-11-14 00:00:00+00:00,0.014281000010669231,0.014336000196635723,0.013282000087201595,0.01396500039845705,516893,0.0,0.0
2021-11-15 00:00:00+00:00,0.013962999917566776,0.014169000089168549,0.01217000000178814,0.012319999746978283,623805,0.0,0.0
2021-11-16 00:00:00+00:00,0.012303999625146389,0.012374999932944775,0.01075000036507845,0.011121000163257122,548261,0.0,0.0
