,K,Alpha,Tau,MSE
0,6,250,0.25,0.3037716220051055
1,9,500,0.25,0.30377234850277746
2,9,500,0.3,0.3037726493529141
3,12,750,0.3,0.3037739320351237
4,12,750,0.25,0.30377451989351684
5,12,750,0.2,0.3037754847689228
6,8,250,0.3,0.30377629822571856
7,9,250,0.3,0.3037766061211613
8,7,250,0.3,0.30377678922703083
9,8,250,0.25,0.3037781315266653
10,10,500,0.3,0.3037781401830448
11,9,250,0.25,0.30377846344235254
12,7,250,0.25,0.30377878365913835
13,10,500,0.25,0.3037793479836053
14,8,250,0.2,0.3037815193323467
15,10,500,0.2,0.303781718910827
16,9,250,0.2,0.303781857314022
17,7,250,0.2,0.303782438478853
18,6,250,0.3,0.3037847043730224
19,8,250,0.15,0.3037889309768856
20,9,250,0.15,0.3037892190191007
21,7,250,0.15,0.30379037370926065
22,12,500,0.3,0.30379463866334067
23,12,500,0.25,0.30379979727203726
24,13,500,0.3,0.3038060073778959
25,12,500,0.2,0.3038088067374944
26,9,250,0.1,0.3038108864224201
27,8,250,0.1,0.3038125599519034
28,7,250,0.1,0.3038136384988279
29,13,500,0.25,0.30381717500287425
30,14,500,0.3,0.3038268981917389
31,12,500,0.15,0.30382914419889673
32,13,500,0.2,0.30383550317967545
33,14,500,0.25,0.30384487200882937
34,13,500,0.15,0.3038684855193766
35,12,500,0.1,0.3038757338812284
36,9,500,0.2,0.3038906034077141
37,9,250,0.05,0.3039365431506642
38,13,500,0.1,0.30393718080526777
39,10,500,0.15,0.3039713978191822
40,10,250,0.3,0.30397633495527215
41,15,1000,0.3,0.3039944995025607
42,14,1000,0.3,0.3040002358272837
43,12,500,0.05,0.30400797852562905
44,10,250,0.25,0.3040403345967625
45,13,1000,0.3,0.30404061321969117
46,14,1000,0.25,0.3040707259046422
47,11,500,0.2,0.30407480432057654
48,15,1000,0.25,0.30408257749370077
49,10,250,0.2,0.304143844802379
50,13,1000,0.25,0.30417063779238623
51,11,500,0.25,0.30417752158704237
52,11,500,0.3,0.3042776845422155
53,10,250,0.15,0.3043291402763105
54,10,250,0.1,0.3046994817547329
55,11,250,0.3,0.3048080813052573
56,14,250,0.3,0.3048107724977699
57,15,250,0.3,0.3050461086268919
58,12,250,0.3,0.3051231078389364
59,14,250,0.25,0.3052461632767103
60,11,250,0.25,0.3052674703004824
61,10,250,0.05,0.30553618214692524
62,15,250,0.25,0.30559108829163334
63,12,250,0.25,0.30565915102793184
64,14,750,0.3,0.30568851721190216
65,13,750,0.3,0.3058738302835835
