TIMESTAMP,HOOD35566_OPEN_PRICE_USD,HOOD35566_HIGH_PRICE_USD,HOOD35566_LOW_PRICE_USD,HOOD35566_CLOSE_PRICE_USD,HOOD35566_VOLUME_USD,HOOD35566_DIVIDENDS_USD,HOOD35566_STOCK_SPLITS_USD
2025-03-19 00:00:00+00:00,6.500000017695129e-05,7.300000288523734e-05,5.900000178371556e-05,6.900000153109431e-05,4106717,0.0,0.0
2025-03-20 00:00:00+00:00,6.900000153109431e-05,7.300000288523734e-05,6.199999916134402e-05,6.199999916134402e-05,3093106,0.0,0.0
2025-03-21 00:00:00+00:00,6.199999916134402e-05,6.500000017695129e-05,5.700000110664405e-05,6.0999998822808266e-05,3001724,0.0,0.0
2025-03-22 00:00:00+00:00,6.0999998822808266e-05,6.70000008540228e-05,5.8000001445179805e-05,5.900000178371556e-05,2631498,0.0,0.0
2025-03-23 00:00:00+00:00,5.900000178371556e-05,6.299999949987978e-05,5.6000000768108293e-05,6.0999998822808266e-05,2894569,0.0,0.0
2025-03-24 00:00:00+00:00,6.0999998822808266e-05,6.399999983841553e-05,5.900000178371556e-05,5.999999848427251e-05,4044758,0.0,0.0
2025-03-25 00:00:00+00:00,5.999999848427251e-05,5.999999848427251e-05,5.6000000768108293e-05,5.8000001445179805e-05,4036163,0.0,0.0
2025-03-26 00:00:00+00:00,5.8000001445179805e-05,5.999999848427251e-05,5.199999941396527e-05,5.199999941396527e-05,10330801,0.0,0.0
2025-03-27 00:00:00+00:00,5.199999941396527e-05,5.400000009103678e-05,4.400000034365803e-05,4.8000001697801054e-05,5177857,0.0,0.0
2025-03-28 00:00:00+00:00,4.8000001697801054e-05,5.700000110664405e-05,4.5000000682193786e-05,4.8000001697801054e-05,5145745,0.0,0.0
2025-03-29 00:00:00+00:00,4.8000001697801054e-05,4.999999873689376e-05,4.400000034365803e-05,4.400000034365803e-05,3587008,0.0,0.0
2025-03-30 00:00:00+00:00,4.400000034365803e-05,4.8000001697801054e-05,4.400000034365803e-05,4.5000000682193786e-05,3758058,0.0,0.0
2025-03-31 00:00:00+00:00,4.5000000682193786e-05,4.600000102072954e-05,4.199999966658652e-05,4.5000000682193786e-05,4495664,0.0,0.0
2025-04-01 00:00:00+00:00,4.5000000682193786e-05,5.500000042957254e-05,4.5000000682193786e-05,4.999999873689376e-05,3651269,0.0,0.0
2025-04-02 00:00:00+00:00,4.999999873689376e-05,5.700000110664405e-05,4.3000000005122274e-05,4.400000034365803e-05,5590707,0.0,0.0
2025-04-03 00:00:00+00:00,4.400000034365803e-05,4.8999998398358e-05,4.199999966658652e-05,4.5000000682193786e-05,4019642,0.0,0.0
2025-04-04 00:00:00+00:00,4.5000000682193786e-05,4.8000001697801054e-05,4.099999932805076e-05,4.600000102072954e-05,4908833,0.0,0.0
2025-04-05 00:00:00+00:00,4.600000102072954e-05,4.999999873689376e-05,4.400000034365803e-05,4.8000001697801054e-05,2018242,0.0,0.0
2025-04-06 00:00:00+00:00,4.8000001697801054e-05,5.199999941396527e-05,3.7999998312443495e-05,3.7999998312443495e-05,4202885,0.0,0.0
2025-04-07 00:00:00+00:00,3.7999998312443495e-05,4.5000000682193786e-05,3.400000059627928e-05,4.3000000005122274e-05,10628541,0.0,0.0
2025-04-08 00:00:00+00:00,4.3000000005122274e-05,4.70000013592653e-05,3.7000001611886546e-05,3.7000001611886546e-05,3805613,0.0,0.0
2025-04-09 00:00:00+00:00,3.7000001611886546e-05,4.5000000682193786e-05,3.5000000934815034e-05,4.199999966658652e-05,6653032,0.0,0.0
2025-04-10 00:00:00+00:00,4.199999966658652e-05,4.3000000005122274e-05,3.7999998312443495e-05,3.9999998989515007e-05,3566096,0.0,0.0
2025-04-11 00:00:00+00:00,3.9999998989515007e-05,4.999999873689376e-05,3.899999865097925e-05,4.600000102072954e-05,3069854,0.0,0.0
2025-04-12 00:00:00+00:00,4.600000102072954e-05,5.6000000768108293e-05,4.600000102072954e-05,4.999999873689376e-05,2793118,0.0,0.0
2025-04-13 00:00:00+00:00,4.999999873689376e-05,5.0999999075429514e-05,3.9999998989515007e-05,4.199999966658652e-05,2922289,0.0,0.0
2025-04-14 00:00:00+00:00,4.199999966658652e-05,4.70000013592653e-05,3.9999998989515007e-05,3.9999998989515007e-05,3113972,0.0,0.0
2025-04-15 00:00:00+00:00,3.9999998989515007e-05,4.600000102072954e-05,3.9999998989515007e-05,4.199999966658652e-05,2723096,0.0,0.0
2025-04-16 00:00:00+00:00,4.199999966658652e-05,4.600000102072954e-05,4.099999932805076e-05,4.199999966658652e-05,2699495,0.0,0.0
2025-04-17 00:00:00+00:00,4.199999966658652e-05,4.400000034365803e-05,3.7999998312443495e-05,3.9999998989515007e-05,2203432,0.0,0.0
2025-04-18 00:00:00+00:00,3.9999998989515007e-05,4.099999932805076e-05,3.7999998312443495e-05,3.899999865097925e-05,2294851,0.0,0.0
2025-04-19 00:00:00+00:00,3.899999865097925e-05,4.199999966658652e-05,3.899999865097925e-05,3.899999865097925e-05,1840538,0.0,0.0
2025-04-20 00:00:00+00:00,3.899999865097925e-05,3.9999998989515007e-05,3.7000001611886546e-05,3.899999865097925e-05,2384486,0.0,0.0
2025-04-21 00:00:00+00:00,3.899999865097925e-05,4.099999932805076e-05,3.7000001611886546e-05,3.7999998312443495e-05,2933271,0.0,0.0
2025-04-22 00:00:00+00:00,3.7999998312443495e-05,4.099999932805076e-05,3.600000127335079e-05,3.7000001611886546e-05,4297626,0.0,0.0
2025-04-23 00:00:00+00:00,3.7000001611886546e-05,4.199999966658652e-05,3.600000127335079e-05,3.7999998312443495e-05,5125013,0.0,0.0
2025-04-24 00:00:00+00:00,3.7999998312443495e-05,3.7999998312443495e-05,3.400000059627928e-05,3.5000000934815034e-05,3387562,0.0,0.0
2025-04-25 00:00:00+00:00,3.5000000934815034e-05,3.7000001611886546e-05,3.400000059627928e-05,3.400000059627928e-05,4595399,0.0,0.0
2025-04-26 00:00:00+00:00,3.400000059627928e-05,3.600000127335079e-05,3.400000059627928e-05,3.400000059627928e-05,4846933,0.0,0.0
2025-04-27 00:00:00+00:00,3.400000059627928e-05,3.5000000934815034e-05,3.400000059627928e-05,3.5000000934815034e-05,3182740,0.0,0.0
2025-04-28 00:00:00+00:00,3.5000000934815034e-05,3.5000000934815034e-05,3.300000025774352e-05,3.300000025774352e-05,3980157,0.0,0.0
2025-04-29 00:00:00+00:00,3.300000025774352e-05,3.5000000934815034e-05,3.199999991920777e-05,3.300000025774352e-05,3690426,0.0,0.0
2025-04-30 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,3.199999991920777e-05,3.300000025774352e-05,2941992,0.0,0.0
2025-05-01 00:00:00+00:00,3.300000025774352e-05,3.600000127335079e-05,3.300000025774352e-05,3.5000000934815034e-05,3156240,0.0,0.0
2025-05-02 00:00:00+00:00,3.5000000934815034e-05,3.600000127335079e-05,3.300000025774352e-05,3.300000025774352e-05,2451432,0.0,0.0
2025-05-03 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,3.099999958067201e-05,3.300000025774352e-05,2048952,0.0,0.0
2025-05-04 00:00:00+00:00,3.300000025774352e-05,3.300000025774352e-05,3.199999991920777e-05,3.300000025774352e-05,2157093,0.0,0.0
2025-05-05 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,3.099999958067201e-05,3.199999991920777e-05,2697316,0.0,0.0
2025-05-06 00:00:00+00:00,3.199999991920777e-05,3.7000001611886546e-05,2.9999999242136255e-05,3.099999958067201e-05,2473502,0.0,0.0
2025-05-07 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,2.9000000722589903e-05,2.9999999242136255e-05,2208555,0.0,0.0
2025-05-08 00:00:00+00:00,2.9999999242136255e-05,3.400000059627928e-05,2.9000000722589903e-05,3.199999991920777e-05,6239937,0.0,0.0
2025-05-09 00:00:00+00:00,3.199999991920777e-05,3.600000127335079e-05,3.199999991920777e-05,3.600000127335079e-05,11938070,0.0,0.0
2025-05-10 00:00:00+00:00,3.600000127335079e-05,3.7000001611886546e-05,3.199999991920777e-05,3.300000025774352e-05,9787325,0.0,0.0
2025-05-11 00:00:00+00:00,3.300000025774352e-05,3.400000059627928e-05,3.199999991920777e-05,3.400000059627928e-05,9286148,0.0,0.0
2025-05-12 00:00:00+00:00,3.400000059627928e-05,3.600000127335079e-05,3.199999991920777e-05,3.300000025774352e-05,15178988,0.0,0.0
2025-05-13 00:00:00+00:00,3.300000025774352e-05,3.7000001611886546e-05,3.199999991920777e-05,3.600000127335079e-05,10073984,0.0,0.0
2025-05-14 00:00:00+00:00,3.600000127335079e-05,3.7999998312443495e-05,3.400000059627928e-05,3.400000059627928e-05,6546335,0.0,0.0
2025-05-15 00:00:00+00:00,3.400000059627928e-05,3.5000000934815034e-05,3.099999958067201e-05,3.099999958067201e-05,6044706,0.0,0.0
2025-05-16 00:00:00+00:00,3.099999958067201e-05,3.199999991920777e-05,2.9999999242136255e-05,2.9999999242136255e-05,3518647,0.0,0.0
2025-05-17 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.9000000722589903e-05,2.9000000722589903e-05,3403449,0.0,0.0
2025-05-18 00:00:00+00:00,2.9000000722589903e-05,3.099999958067201e-05,2.8000000384054147e-05,2.9999999242136255e-05,5003788,0.0,0.0
2025-05-19 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.700000004551839e-05,2.8000000384054147e-05,4275617,0.0,0.0
2025-05-20 00:00:00+00:00,2.8000000384054147e-05,2.9999999242136255e-05,2.8000000384054147e-05,2.9000000722589903e-05,3161668,0.0,0.0
2025-05-21 00:00:00+00:00,2.9000000722589903e-05,2.9999999242136255e-05,2.5999999706982635e-05,2.700000004551839e-05,5809329,0.0,0.0
2025-05-22 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.5999999706982635e-05,2.5999999706982635e-05,6047589,0.0,0.0
