TIMESTAMP,HOOD35566_OPEN_PRICE_USD,HOOD35566_HIGH_PRICE_USD,HOOD35566_LOW_PRICE_USD,HOOD35566_CLOSE_PRICE_USD,HOOD35566_VOLUME_USD,HOOD35566_DIVIDENDS_USD,HOOD35566_STOCK_SPLITS_USD
2025-05-23 00:00:00+00:00,2.5999999706982635e-05,2.8000000384054147e-05,2.5999999706982635e-05,2.5999999706982635e-05,8345190,0.0,0.0
2025-05-24 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.5999999706982635e-05,2.5999999706982635e-05,2713358,0.0,0.0
2025-05-25 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.499999936844688e-05,2.5999999706982635e-05,3665141,0.0,0.0
2025-05-26 00:00:00+00:00,2.5999999706982635e-05,2.5999999706982635e-05,2.4000000848900527e-05,2.4000000848900527e-05,2764342,0.0,0.0
2025-05-27 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,2.4000000848900527e-05,2.4000000848900527e-05,3841967,0.0,0.0
2025-05-28 00:00:00+00:00,2.4000000848900527e-05,2.499999936844688e-05,2.2000000171829015e-05,2.2000000171829015e-05,2666746,0.0,0.0
2025-05-29 00:00:00+00:00,2.2000000171829015e-05,2.300000051036477e-05,2.2000000171829015e-05,2.300000051036477e-05,3911096,0.0,0.0
2025-05-30 00:00:00+00:00,2.300000051036477e-05,2.300000051036477e-05,2.099999983329326e-05,2.099999983329326e-05,6542855,0.0,0.0
2025-05-31 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.9999999494757503e-05,2.099999983329326e-05,3700757,0.0,0.0
2025-06-01 00:00:00+00:00,2.0537505406537093e-05,2.2007705410942435e-05,1.986389725061599e-05,2.057222263829317e-05,2422407,0.0,0.0
