TIMESTAMP,LFDOG_OPEN_PRICE_USD,LFDOG_HIGH_PRICE_USD,LFDOG_LOW_PRICE_USD,LFDOG_CLOSE_PRICE_USD,LFDOG_VOLUME_USD,LFDOG_DIVIDENDS_USD,LFDOG_STOCK_SPLITS_USD
2024-12-18 00:00:00+00:00,0.014170000329613686,0.015780000016093254,0.012209000065922737,0.012257999740540981,1248782,0.0,0.0
2024-12-19 00:00:00+00:00,0.012257999740540981,0.012257999740540981,0.008050000295042992,0.008050000295042992,146394,0.0,0.0
2024-12-20 00:00:00+00:00,0.008050000295042992,0.008174999617040157,0.00712500000372529,0.007298999931663275,2763469,0.0,0.0
2024-12-21 00:00:00+00:00,0.007298999931663275,0.007486999966204166,0.006428999826312065,0.006448000203818083,4301766,0.0,0.0
2024-12-22 00:00:00+00:00,0.006448000203818083,0.006575999781489372,0.006014000158756971,0.006014000158756971,3822162,0.0,0.0
2024-12-23 00:00:00+00:00,0.006014000158756971,0.006622999906539917,0.005642999894917011,0.005774000193923712,4025482,0.0,0.0
2024-12-24 00:00:00+00:00,0.005774000193923712,0.00865899957716465,0.005303999874740839,0.0054270001128315926,3768272,0.0,0.0
2024-12-25 00:00:00+00:00,0.0054270001128315926,0.005735000129789114,0.005036000162363052,0.0051750000566244125,4522496,0.0,0.0
2024-12-26 00:00:00+00:00,0.0051750000566244125,0.005313999950885773,0.0042860000394284725,0.004453999921679497,2126767,0.0,0.0
2024-12-27 00:00:00+00:00,0.004453999921679497,0.004453999921679497,0.0037559999618679285,0.003776000114157796,564983,0.0,0.0
2024-12-28 00:00:00+00:00,0.003776000114157796,0.0038139999378472567,0.0036249998956918716,0.0036639999598264694,191654,0.0,0.0
2024-12-29 00:00:00+00:00,0.0036639999598264694,0.003674000035971403,0.0031659998930990696,0.0031850000377744436,292961,0.0,0.0
2024-12-30 00:00:00+00:00,0.0031850000377744436,0.0032430000137537718,0.002389000030234456,0.002397000091150403,416729,0.0,0.0
2024-12-31 00:00:00+00:00,0.002397000091150403,0.002535999985411763,0.0022670000325888395,0.002403999911621213,402286,0.0,0.0
2025-01-01 00:00:00+00:00,0.002403999911621213,0.002650999929755926,0.0022670000325888395,0.0022869999520480633,542746,0.0,0.0
2025-01-02 00:00:00+00:00,0.0022869999520480633,0.0022879999596625566,0.0020020001102238894,0.002010999945923686,202813,0.0,0.0
2025-01-03 00:00:00+00:00,0.002010999945923686,0.0020210000220686197,0.001512999995611608,0.0015219999477267265,178038,0.0,0.0
2025-01-04 00:00:00+00:00,0.0015219999477267265,0.0019450000254437327,0.0012710000155493617,0.0013299999991431832,356033,0.0,0.0
2025-01-05 00:00:00+00:00,0.0013299999991431832,0.0013389999512583017,0.00107999995816499,0.0011899999808520079,218435,0.0,0.0
2025-01-06 00:00:00+00:00,0.0011899999808520079,0.0012610000558197498,0.0011889999732375145,0.0012600000482052565,228610,0.0,0.0
