TIMESTAMP,ALE_OPEN_PRICE_USD,ALE_HIGH_PRICE_USD,ALE_LOW_PRICE_USD,ALE_CLOSE_PRICE_USD,ALE_VOLUME_USD,ALE_DIVIDENDS_USD,ALE_STOCK_SPLITS_USD
2024-04-12 00:00:00+00:00,0.17384299635887146,0.19070400297641754,0.17302800714969635,0.19051499664783478,1095293,0.0,0.0
2024-04-13 00:00:00+00:00,0.1905049979686737,0.1912360042333603,0.19013799726963043,0.19092200696468353,704715,0.0,0.0
2024-04-14 00:00:00+00:00,0.19092200696468353,0.19117100536823273,0.19055500626564026,0.1908860057592392,598517,0.0,0.0
2024-04-15 00:00:00+00:00,0.19103500247001648,0.1915300041437149,0.1907230019569397,0.19124799966812134,541932,0.0,0.0
2024-04-16 00:00:00+00:00,0.1912509948015213,0.19171300530433655,0.19059200584888458,0.19118300080299377,561591,0.0,0.0
2024-04-17 00:00:00+00:00,0.1913750022649765,0.19164599478244781,0.19103200733661652,0.1914059966802597,625768,0.0,0.0
2024-04-18 00:00:00+00:00,0.19142599403858185,0.1918420046567917,0.1909399926662445,0.19151200354099274,524584,0.0,0.0
2024-04-19 00:00:00+00:00,0.19152699410915375,0.1955849975347519,0.19141900539398193,0.19529299437999725,534143,0.0,0.0
2024-04-20 00:00:00+00:00,0.19529299437999725,0.19549700617790222,0.19434000551700592,0.1950639933347702,482118,0.0,0.0
2024-04-21 00:00:00+00:00,0.19508600234985352,0.19546100497245789,0.1948229968547821,0.19516099989414215,507143,0.0,0.0
2024-04-22 00:00:00+00:00,0.19516900181770325,0.19541500508785248,0.19484399259090424,0.19517600536346436,562056,0.0,0.0
2024-04-23 00:00:00+00:00,0.19517600536346436,0.19537900388240814,0.1948540061712265,0.1951189935207367,534562,0.0,0.0
2024-04-24 00:00:00+00:00,0.19513800740242004,0.1953040063381195,0.19471299648284912,0.19495899975299835,716456,0.0,0.0
2024-04-25 00:00:00+00:00,0.19503599405288696,0.19523699581623077,0.1943349987268448,0.19454899430274963,642227,0.0,0.0
2024-04-26 00:00:00+00:00,0.19454899430274963,0.19473400712013245,0.19423800706863403,0.19443799555301666,810318,0.0,0.0
2024-04-27 00:00:00+00:00,0.1944579929113388,0.19462299346923828,0.19394700229167938,0.19436800479888916,552995,0.0,0.0
2024-04-28 00:00:00+00:00,0.19436800479888916,0.1946139931678772,0.19320499897003174,0.19335299730300903,579809,0.0,0.0
2024-04-29 00:00:00+00:00,0.19335299730300903,0.19360500574111938,0.19310399889945984,0.19355399906635284,656234,0.0,0.0
2024-04-30 00:00:00+00:00,0.19355399906635284,0.19362300634384155,0.19269999861717224,0.19328199326992035,529155,0.0,0.0
2024-05-01 00:00:00+00:00,0.19328199326992035,0.1935500055551529,0.1928739994764328,0.1931370049715042,733561,0.0,0.0
2024-05-02 00:00:00+00:00,0.1931370049715042,0.1937129944562912,0.19301599264144897,0.1936579942703247,924068,0.0,0.0
2024-05-03 00:00:00+00:00,0.19357000291347504,0.1937209963798523,0.19320499897003174,0.1935490071773529,486693,0.0,0.0
2024-05-04 00:00:00+00:00,0.19354300200939178,0.19364699721336365,0.1927970051765442,0.1928279995918274,616860,0.0,0.0
2024-05-05 00:00:00+00:00,0.19282999634742737,0.19359999895095825,0.19281600415706635,0.19341599941253662,628066,0.0,0.0
2024-05-06 00:00:00+00:00,0.19344399869441986,0.19359999895095825,0.19334599375724792,0.19343499839305878,595107,0.0,0.0
2024-05-07 00:00:00+00:00,0.19343499839305878,0.1937050074338913,0.1932149976491928,0.19337999820709229,478798,0.0,0.0
2024-05-08 00:00:00+00:00,0.19344300031661987,0.1937289983034134,0.19324199855327606,0.19324900209903717,539749,0.0,0.0
2024-05-09 00:00:00+00:00,0.19324900209903717,0.19447000324726105,0.19313499331474304,0.19430199265480042,632528,0.0,0.0
2024-05-10 00:00:00+00:00,0.19430199265480042,0.19481900334358215,0.1939460039138794,0.19427800178527832,514158,0.0,0.0
2024-05-11 00:00:00+00:00,0.19427800178527832,0.19439299404621124,0.19404500722885132,0.1941699981689453,683462,0.0,0.0
2024-05-12 00:00:00+00:00,0.1941699981689453,0.19429799914360046,0.1940000057220459,0.1940000057220459,916436,0.0,0.0
2024-05-13 00:00:00+00:00,0.19428999722003937,0.19446000456809998,0.1939380019903183,0.19406700134277344,559238,0.0,0.0
2024-05-14 00:00:00+00:00,0.19406700134277344,0.1943809986114502,0.19387400150299072,0.19402900338172913,971846,0.0,0.0
2024-05-15 00:00:00+00:00,0.19402900338172913,0.19454500079154968,0.1938749998807907,0.19417700171470642,570674,0.0,0.0
2024-05-16 00:00:00+00:00,0.19417700171470642,0.19840000569820404,0.1929209977388382,0.19811099767684937,1039174,0.0,0.0
2024-05-17 00:00:00+00:00,0.19811099767684937,0.20187599956989288,0.197735995054245,0.2014710009098053,945730,0.0,0.0
2024-05-18 00:00:00+00:00,0.2014710009098053,0.20166799426078796,0.20122100412845612,0.20144900679588318,581360,0.0,0.0
