,LTC,Lag
IOTA,2.875159148932925e-07,15
QTUM,9.408498417272083e-06,15
XMR,9.739672599392992e-05,12
ETC,0.0001055969653128,2
USDT,0.0002802162670204,2
DCR,0.0013940444932458,16
DASH,0.002217071274296,30
ZEC,0.0027722362495929,1
BTC,0.0033067852111308,10
ETH,0.0037370025261775,11
DOGE,0.0060390573858311,20
XRP,0.0109047979906656,19
GNO,0.0129653860265751,3
XLM,0.0641476285790839,1
BAT,0.300910026879415,27
