TIMESTAMP,POPMART_OPEN_PRICE_USD,POPMART_HIGH_PRICE_USD,POPMART_LOW_PRICE_USD,POPMART_CLOSE_PRICE_USD,POPMART_VOLUME_USD,POPMART_DIVIDENDS_USD,POPMART_STOCK_SPLITS_USD
2025-05-28 00:00:00+00:00,,,,0.0,692718,0.0,0.0
2025-05-29 00:00:00+00:00,,,,0.0,854577,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,73506,0.0,0.0
2025-05-31 00:00:00+00:00,,,,0.0,13452,0.0,0.0
2025-06-01 00:00:00+00:00,9.463464734071891e-12,1.0646181852758119e-11,8.768485937338255e-12,1.0453864336679164e-11,4292,0.0,0.0
