TIMESTAMP,ROCKET36202_OPEN_PRICE_USD,ROCKET36202_HIGH_PRICE_USD,ROCKET36202_LOW_PRICE_USD,ROCKET36202_CLOSE_PRICE_USD,ROCKET36202_VOLUME_USD,ROCKET36202_DIVIDENDS_USD,ROCKET36202_STOCK_SPLITS_USD
2025-04-04 00:00:00+00:00,0.0008190000080503523,0.0017190000507980585,0.0006709999870508909,0.0007769999792799354,5884515,0.0,0.0
2025-04-05 00:00:00+00:00,0.0007699999841861427,0.0009850000496953726,0.0003809999907389283,0.00042699999175965786,1212687,0.0,0.0
2025-04-06 00:00:00+00:00,0.00042699999175965786,0.00044299999717622995,8.800000068731606e-05,9.899999713525176e-05,345492,0.0,0.0
2025-04-07 00:00:00+00:00,9.899999713525176e-05,0.00011500000255182385,4.8999998398358e-05,5.900000178371556e-05,103835,0.0,0.0
2025-04-08 00:00:00+00:00,5.900000178371556e-05,0.00014899999951012433,3.300000025774352e-05,0.00010399999882793054,120395,0.0,0.0
2025-04-09 00:00:00+00:00,0.00010399999882793054,0.00010900000052060932,5.199999941396527e-05,7.599999662488699e-05,87381,0.0,0.0
2025-04-10 00:00:00+00:00,7.599999662488699e-05,9.699999645818025e-05,7.000000186963007e-05,8.70000003487803e-05,33948,0.0,0.0
2025-04-11 00:00:00+00:00,8.70000003487803e-05,0.00014600000577047467,8.099999831756577e-05,0.00010900000052060932,89773,0.0,0.0
2025-04-12 00:00:00+00:00,0.00010900000052060932,0.00011700000322889537,5.500000042957254e-05,5.999999848427251e-05,55831,0.0,0.0
2025-04-13 00:00:00+00:00,5.999999848427251e-05,7.899999764049426e-05,5.999999848427251e-05,6.199999916134402e-05,35112,0.0,0.0
2025-04-14 00:00:00+00:00,6.199999916134402e-05,6.70000008540228e-05,4.600000102072954e-05,5.500000042957254e-05,41706,0.0,0.0
2025-04-15 00:00:00+00:00,5.500000042957254e-05,5.500000042957254e-05,3.899999865097925e-05,4.199999966658652e-05,15121,0.0,0.0
2025-04-16 00:00:00+00:00,4.199999966658652e-05,4.3000000005122274e-05,3.099999958067201e-05,3.5000000934815034e-05,7440,0.0,0.0
2025-04-17 00:00:00+00:00,3.5000000934815034e-05,4.3000000005122274e-05,3.5000000934815034e-05,3.7000001611886546e-05,7407,0.0,0.0
2025-04-18 00:00:00+00:00,3.7000001611886546e-05,3.7999998312443495e-05,1.700000029813964e-05,1.8000000636675395e-05,13346,0.0,0.0
2025-04-19 00:00:00+00:00,1.8000000636675395e-05,2.300000051036477e-05,1.8000000636675395e-05,2.099999983329326e-05,0,0.0,0.0
2025-04-20 00:00:00+00:00,2.099999983329326e-05,2.8000000384054147e-05,1.9999999494757503e-05,1.9999999494757503e-05,10732,0.0,0.0
2025-04-21 00:00:00+00:00,1.9999999494757503e-05,2.4000000848900527e-05,1.9999999494757503e-05,2.4000000848900527e-05,3762,0.0,0.0
2025-04-22 00:00:00+00:00,2.4000000848900527e-05,4.5000000682193786e-05,2.4000000848900527e-05,2.9999999242136255e-05,12938,0.0,0.0
2025-04-23 00:00:00+00:00,2.9999999242136255e-05,3.099999958067201e-05,2.4000000848900527e-05,2.499999936844688e-05,0,0.0,0.0
2025-04-24 00:00:00+00:00,2.499999936844688e-05,2.499999936844688e-05,1.9999999494757503e-05,1.9999999494757503e-05,0,0.0,0.0
2025-04-25 00:00:00+00:00,1.9999999494757503e-05,2.4000000848900527e-05,1.8999999156221747e-05,2.099999983329326e-05,0,0.0,0.0
2025-04-26 00:00:00+00:00,2.099999983329326e-05,2.300000051036477e-05,1.9999999494757503e-05,2.2000000171829015e-05,1611,0.0,0.0
2025-04-27 00:00:00+00:00,2.2000000171829015e-05,2.2000000171829015e-05,2.099999983329326e-05,2.099999983329326e-05,0,0.0,0.0
2025-04-28 00:00:00+00:00,2.099999983329326e-05,2.099999983329326e-05,1.8999999156221747e-05,1.9999999494757503e-05,2036,0.0,0.0
2025-04-29 00:00:00+00:00,1.9999999494757503e-05,2.099999983329326e-05,1.8999999156221747e-05,1.8999999156221747e-05,893,0.0,0.0
