TIMESTAMP,UMT_OPEN_PRICE_USD,UMT_HIGH_PRICE_USD,UMT_LOW_PRICE_USD,UMT_CLOSE_PRICE_USD,UMT_VOLUME_USD,UMT_DIVIDENDS_USD,UMT_STOCK_SPLITS_USD
2023-02-02 00:00:00+00:00,1021.4627075195312,1113.0205078125,992.601806640625,997.188720703125,80549,0.0,0.0
2023-02-03 00:00:00+00:00,997.43017578125,1038.4722900390625,980.1679077148438,1034.5462646484375,5778,0.0,0.0
2023-02-04 00:00:00+00:00,1031.198974609375,1051.431640625,1016.3202514648438,1035.52587890625,9352,0.0,0.0
2023-02-05 00:00:00+00:00,1033.8516845703125,1052.387939453125,1000.6781005859375,1021.8526000976562,10185,0.0,0.0
2023-02-06 00:00:00+00:00,1023.6696166992188,1042.4437255859375,1004.4819946289062,1013.0538940429688,11863,0.0,0.0
2023-02-07 00:00:00+00:00,1015.0712280273438,1052.1307373046875,1000.18310546875,1037.4666748046875,16551,0.0,0.0
2023-02-08 00:00:00+00:00,1039.2413330078125,1043.02783203125,985.2901000976562,999.439208984375,11457,0.0,0.0
2023-02-09 00:00:00+00:00,999.241943359375,1000.7818603515625,949.5274047851562,952.7872314453125,15770,0.0,0.0
2023-02-10 00:00:00+00:00,953.1260375976562,958.9794921875,921.223876953125,946.7385864257812,23497,0.0,0.0
2023-02-11 00:00:00+00:00,948.4862670898438,953.3875122070312,906.1784057617188,915.6968994140625,24583,0.0,0.0
2023-02-12 00:00:00+00:00,912.810546875,915.2333984375,817.825439453125,825.2413940429688,26076,0.0,0.0
2023-02-13 00:00:00+00:00,822.8328247070312,830.1510620117188,762.9844970703125,821.8618774414062,21423,0.0,0.0
2023-02-14 00:00:00+00:00,821.6604614257812,974.2554321289062,785.5537719726562,917.8278198242188,75311,0.0,0.0
2023-02-15 00:00:00+00:00,914.1148681640625,965.19921875,882.4847412109375,941.9339599609375,27402,0.0,0.0
2023-02-16 00:00:00+00:00,941.9557495117188,976.783447265625,914.3240356445312,921.2779541015625,29130,0.0,0.0
2023-02-17 00:00:00+00:00,921.9988403320312,956.6567993164062,916.4183959960938,920.0540771484375,14787,0.0,0.0
2023-02-18 00:00:00+00:00,920.0540771484375,935.7048950195312,912.2529907226562,931.8807373046875,11399,0.0,0.0
2023-02-19 00:00:00+00:00,931.7714233398438,937.8344116210938,912.9879760742188,917.050048828125,4654,0.0,0.0
2023-02-20 00:00:00+00:00,915.1005249023438,939.455078125,909.234619140625,929.1372680664062,9606,0.0,0.0
2023-02-21 00:00:00+00:00,929.2158203125,932.7743530273438,911.253173828125,919.4489135742188,6638,0.0,0.0
2023-02-22 00:00:00+00:00,919.3881225585938,922.1309814453125,861.4014282226562,904.502197265625,25533,0.0,0.0
2023-02-23 00:00:00+00:00,904.2822265625,906.4607543945312,867.6006469726562,872.4058227539062,7186,0.0,0.0
2023-02-24 00:00:00+00:00,872.4058227539062,877.7962646484375,835.2741088867188,841.360107421875,7410,0.0,0.0
2023-02-25 00:00:00+00:00,841.360107421875,863.3141479492188,832.846435546875,857.201416015625,10669,0.0,0.0
2023-02-26 00:00:00+00:00,855.5755615234375,858.4970703125,839.373291015625,845.5596923828125,7641,0.0,0.0
2023-02-27 00:00:00+00:00,842.0844116210938,855.8372192382812,831.16015625,846.21923828125,12006,0.0,0.0
