TIMESTAMP,BONK31136_OPEN_PRICE_USD,BONK31136_HIGH_PRICE_USD,BONK31136_LOW_PRICE_USD,BONK31136_CLOSE_PRICE_USD,BONK31136_VOLUME_USD,BONK31136_DIVIDENDS_USD,BONK31136_STOCK_SPLITS_USD
2024-05-07 00:00:00+00:00,,,,0.0,5930499,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,1649743,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,1057597,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,2671278,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,3903958,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,3206518,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,1599850,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,588278,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,547967,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,221955,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,853913,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,368318,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,438232,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,235647,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,215340,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,185743,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,170951,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,100025,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,143905,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,107330,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,85506,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,94998,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,96833,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,98466,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,43250,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,39326,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,38571,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,24076,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,96712,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,47723,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,43223,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,29772,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,17912,0.0,0.0
