,ETH
XEM,0.015351557159107266
GNO,0.023710887740046923
XMR,0.027665814053112973
ETC,0.02822849142978869
DOGE,0.037369437719425434
SC,0.047748766119076295
XRP,0.06917694849871112
BTC,0.06954237649059343
FIRO,0.07460408953320445
LSK,0.11985241769854228
BAT,0.1414706949659633
ZEN,0.14729729380854534
DGB,0.1567206659623646
GAS,0.17519406437344137
RLC,0.19099518035475632
WAVES,0.2553521708379444
BTS,0.2937165408790267
QTUM,0.2975902563501602
DASH,0.3375835747758359
XLM,0.37189481136446073
PIVX,0.377282353991111
LTC,0.4198017101940491
KMD,0.4346395249075568
DCR,0.5003023940124601
MIOTA,0.5012069680918085
ARK,0.5325275215217763
LUNC,0.5686386843112682
ANT,0.6462791638945254
ZEC,0.6693752424834062
STEEM,0.6909982518659662
SYS,0.8041459834961177
