TIMESTAMP,FSCC_OPEN_PRICE_USD,FSCC_HIGH_PRICE_USD,FSCC_LOW_PRICE_USD,FSCC_CLOSE_PRICE_USD,FSCC_VOLUME_USD,FSCC_DIVIDENDS_USD,FSCC_STOCK_SPLITS_USD
2020-12-25 00:00:00+00:00,0.8813639879226685,0.884335994720459,0.8615220189094543,0.8747439980506897,145530,0.0,0.0
2020-12-26 00:00:00+00:00,0.8747419714927673,0.8840019702911377,0.8405849933624268,0.8800719976425171,155584,0.0,0.0
2020-12-27 00:00:00+00:00,0.8799939751625061,0.8988310098648071,0.8508139848709106,0.879056990146637,217029,0.0,0.0
2020-12-28 00:00:00+00:00,0.8784509897232056,0.9144570231437683,0.7968900203704834,0.8077899813652039,109955,0.0,0.0
2020-12-29 00:00:00+00:00,0.7971959710121155,0.8157479763031006,0.7483050227165222,0.778702974319458,111022,0.0,0.0
2020-12-30 00:00:00+00:00,0.7786369919776917,0.797698974609375,0.7406989932060242,0.7544699907302856,136517,0.0,0.0
2020-12-31 00:00:00+00:00,0.7544770240783691,0.7731080055236816,0.6944839954376221,0.6948149800300598,43661,0.0,0.0
2021-01-01 00:00:00+00:00,0.6948140263557434,0.8801609873771667,0.6899459958076477,0.7279080152511597,73332,0.0,0.0
2021-01-02 00:00:00+00:00,0.7279340028762817,0.9060490131378174,0.7143440246582031,0.8026270270347595,107057,0.0,0.0
2021-01-03 00:00:00+00:00,0.8024880290031433,0.8302050232887268,0.7194200158119202,0.8203909993171692,74100,0.0,0.0
2021-01-04 00:00:00+00:00,0.8204169869422913,0.9087110161781311,0.791471004486084,0.822098970413208,92009,0.0,0.0
2021-01-05 00:00:00+00:00,0.8217589855194092,0.870415985584259,0.7886409759521484,0.8412839770317078,112285,0.0,0.0
2021-01-06 00:00:00+00:00,0.841385006904602,0.8698300123214722,0.7716730237007141,0.7964670062065125,162808,0.0,0.0
2021-01-07 00:00:00+00:00,0.7958769798278809,0.8407179713249207,0.7456619739532471,0.8267710208892822,291693,0.0,0.0
2021-01-08 00:00:00+00:00,0.8267369866371155,0.8303009867668152,0.7188659906387329,0.773652970790863,149645,0.0,0.0
2021-01-09 00:00:00+00:00,0.7734709978103638,0.9052119851112366,0.7345430254936218,0.9016240239143372,302268,0.0,0.0
2021-01-10 00:00:00+00:00,0.9016590118408203,0.906794011592865,0.8620780110359192,0.8906220197677612,177748,0.0,0.0
2021-01-11 00:00:00+00:00,0.8904809951782227,0.8937349915504456,0.781283974647522,0.8383709788322449,268142,0.0,0.0
2021-01-12 00:00:00+00:00,0.839015007019043,0.8900179862976074,0.8081430196762085,0.883545994758606,342508,0.0,0.0
2021-01-13 00:00:00+00:00,0.8836119771003723,0.8941599726676941,0.8190590143203735,0.8930190205574036,311427,0.0,0.0
2021-01-14 00:00:00+00:00,0.8930400013923645,0.9009770154953003,0.8839889764785767,0.8917629718780518,327658,0.0,0.0
2021-01-15 00:00:00+00:00,0.8917700052261353,0.8973529934883118,0.8299109935760498,0.8593329787254333,110440,0.0,0.0
2021-01-16 00:00:00+00:00,0.8605290055274963,0.9048640131950378,0.8495619893074036,0.8939120173454285,302628,0.0,0.0
2021-01-17 00:00:00+00:00,0.8937950134277344,0.904574990272522,0.8922820091247559,0.9005860090255737,674768,0.0,0.0
2021-01-18 00:00:00+00:00,0.9005680084228516,0.9070659875869751,0.8999419808387756,0.9034870266914368,686159,0.0,0.0
2021-01-19 00:00:00+00:00,0.9034839868545532,0.938605010509491,0.9003450274467468,0.9278600215911865,1067778,0.0,0.0
2021-01-20 00:00:00+00:00,0.9276059865951538,0.9380729794502258,0.9047179818153381,0.9191920161247253,828771,0.0,0.0
2021-01-21 00:00:00+00:00,0.9191480278968811,0.9952449798583984,0.9034510254859924,0.9190840125083923,661544,0.0,0.0
2021-01-22 00:00:00+00:00,0.9181650280952454,0.9811279773712158,0.8728520274162292,0.9489679932594299,695276,0.0,0.0
2021-01-23 00:00:00+00:00,0.9501550197601318,0.9877660274505615,0.9299709796905518,0.9372400045394897,462265,0.0,0.0
2021-01-24 00:00:00+00:00,0.937375009059906,0.9656869769096375,0.9153370261192322,0.9505820274353027,552021,0.0,0.0
2021-01-25 00:00:00+00:00,0.9504730105400085,0.9932429790496826,0.9271519780158997,0.938630998134613,632210,0.0,0.0
2021-01-26 00:00:00+00:00,0.9385920166969299,0.9637370109558105,0.8961300253868103,0.9600560069084167,1259482,0.0,0.0
2021-01-27 00:00:00+00:00,0.9601150155067444,0.9601150155067444,0.8757650256156921,0.9043920040130615,559856,0.0,0.0
2021-01-28 00:00:00+00:00,0.9057599902153015,0.9535970091819763,0.8871909976005554,0.9262300133705139,812887,0.0,0.0
