TIMESTAMP,MOSHI33231_OPEN_PRICE_USD,MOSHI33231_HIGH_PRICE_USD,MOSHI33231_LOW_PRICE_USD,MOSHI33231_CLOSE_PRICE_USD,MOSHI33231_VOLUME_USD,MOSHI33231_DIVIDENDS_USD,MOSHI33231_STOCK_SPLITS_USD
2024-09-30 00:00:00+00:00,0.0008229999803006649,0.0009529999806545675,0.0005200000014156103,0.0006099999882280827,191307,0.0,0.0
2024-10-01 00:00:00+00:00,0.0006120000034570694,0.0006440000142902136,0.00044999999227002263,0.0004839999892283231,114672,0.0,0.0
2024-10-02 00:00:00+00:00,0.00048099999548867345,0.0005530000198632479,0.00023299999884329736,0.00042699999175965786,104015,0.0,0.0
2024-10-03 00:00:00+00:00,0.00042699999175965786,0.0004299999854993075,0.00020900000527035445,0.0003110000106971711,57729,0.0,0.0
2024-10-04 00:00:00+00:00,0.0003110000106971711,0.0005520000122487545,0.0003100000030826777,0.0003819999983534217,74548,0.0,0.0
2024-10-05 00:00:00+00:00,0.0003819999983534217,0.0004239999980200082,0.00029600001289509237,0.0002969999914057553,33154,0.0,0.0
2024-10-06 00:00:00+00:00,0.0002969999914057553,0.00034100000630132854,0.00028700000257231295,0.00029399999766610563,18347,0.0,0.0
2024-10-07 00:00:00+00:00,0.00029399999766610563,0.00037399999564513564,0.00029399999766610563,0.00032699998700991273,13573,0.0,0.0
2024-10-08 00:00:00+00:00,0.00032699998700991273,0.0004579999949783087,0.0002749999985098839,0.0003589999978430569,54680,0.0,0.0
2024-10-09 00:00:00+00:00,0.0003589999978430569,0.00038499999209307134,0.00027099999715574086,0.0003480000013951212,29589,0.0,0.0
2024-10-10 00:00:00+00:00,0.0003480000013951212,0.00036899998667649925,0.00024500000290572643,0.00031999999191612005,23058,0.0,0.0
2024-10-11 00:00:00+00:00,0.00031999999191612005,0.000375000003259629,0.00029200001154094934,0.00030499999411404133,15363,0.0,0.0
2024-10-12 00:00:00+00:00,0.00030499999411404133,0.0003260000084992498,0.00027799999224953353,0.00029200001154094934,13054,0.0,0.0
2024-10-13 00:00:00+00:00,0.00029200001154094934,0.00037200000951997936,0.00026599998818710446,0.00034699999378062785,16789,0.0,0.0
2024-10-14 00:00:00+00:00,0.00034699999378062785,0.0004090000002179295,0.00019700000120792538,0.00023700000019744039,52439,0.0,0.0
