TIMESTAMP,PYR_OPEN_PRICE_USD,PYR_HIGH_PRICE_USD,PYR_LOW_PRICE_USD,PYR_CLOSE_PRICE_USD,PYR_VOLUME_USD,PYR_DIVIDENDS_USD,PYR_STOCK_SPLITS_USD
2021-04-19 00:00:00+00:00,1.9728319644927979,2.126889944076538,1.9728319644927979,2.1147360801696777,94796,0.0,0.0
2021-04-20 00:00:00+00:00,2.123868942260742,2.351720094680786,1.794376015663147,2.134377956390381,160543,0.0,0.0
2021-04-21 00:00:00+00:00,2.1405029296875,3.189486026763916,2.0978078842163086,3.0034399032592773,511437,0.0,0.0
2021-04-22 00:00:00+00:00,3.0073599815368652,3.9226949214935303,2.6265339851379395,3.219949960708618,736535,0.0,0.0
2021-04-23 00:00:00+00:00,3.219014883041382,3.60262393951416,2.1648778915405273,2.9499940872192383,559259,0.0,0.0
2021-04-24 00:00:00+00:00,2.9511780738830566,3.4095399379730225,2.8406429290771484,2.963444948196411,401766,0.0,0.0
2021-04-25 00:00:00+00:00,2.9637820720672607,3.727710008621216,2.9289369583129883,3.2574729919433594,361161,0.0,0.0
2021-04-26 00:00:00+00:00,3.2576398849487305,3.813399076461792,3.117953062057495,3.4071009159088135,304689,0.0,0.0
2021-04-27 00:00:00+00:00,3.4068069458007812,4.028538227081299,3.109971046447754,4.024888038635254,281990,0.0,0.0
2021-04-28 00:00:00+00:00,4.024886131286621,4.16359806060791,3.036257028579712,3.885603904724121,540696,0.0,0.0
2021-04-29 00:00:00+00:00,3.8856899738311768,6.1322832107543945,3.7535619735717773,5.39668607711792,2626767,0.0,0.0
2021-04-30 00:00:00+00:00,5.393693923950195,6.295650005340576,4.4574761390686035,4.925218105316162,499774,0.0,0.0
2021-05-01 00:00:00+00:00,4.924472808837891,5.98299503326416,4.733344078063965,5.419993877410889,491057,0.0,0.0
2021-05-02 00:00:00+00:00,5.42130708694458,6.1300249099731445,4.544125080108643,5.271821975708008,280836,0.0,0.0
2021-05-03 00:00:00+00:00,5.37925386428833,6.014387130737305,4.819630146026611,5.57884407043457,348408,0.0,0.0
2021-05-04 00:00:00+00:00,5.579016208648682,5.72723913192749,4.81955623626709,5.3518900871276855,519887,0.0,0.0
2021-05-05 00:00:00+00:00,5.351430892944336,5.720829963684082,4.865462779998779,5.7180352210998535,363843,0.0,0.0
2021-05-06 00:00:00+00:00,5.718247890472412,5.893097877502441,4.801417827606201,4.8961381912231445,415322,0.0,0.0
2021-05-07 00:00:00+00:00,4.891746997833252,5.478785037994385,4.400757789611816,5.172692775726318,312595,0.0,0.0
2021-05-08 00:00:00+00:00,5.174363136291504,5.522446155548096,4.488722801208496,5.183810234069824,180991,0.0,0.0
2021-05-09 00:00:00+00:00,5.232075214385986,5.536595821380615,4.752306938171387,4.772220134735107,115495,0.0,0.0
2021-05-10 00:00:00+00:00,4.779046058654785,5.263012886047363,4.335184097290039,4.590472221374512,173844,0.0,0.0
2021-05-11 00:00:00+00:00,4.601991176605225,5.03802490234375,4.228726863861084,4.884550094604492,81367,0.0,0.0
2021-05-12 00:00:00+00:00,4.886104106903076,5.408243179321289,4.516160011291504,4.516160011291504,332790,0.0,0.0
2021-05-13 00:00:00+00:00,4.476190090179443,4.890528202056885,3.94313907623291,4.0853471755981445,286994,0.0,0.0
2021-05-14 00:00:00+00:00,4.09183406829834,4.741819858551025,4.07515287399292,4.374003887176514,171161,0.0,0.0
2021-05-15 00:00:00+00:00,4.365492820739746,4.96284294128418,4.11110782623291,4.553196907043457,345782,0.0,0.0
