TIMESTAMP,CBY_OPEN_PRICE_USD,CBY_HIGH_PRICE_USD,CBY_LOW_PRICE_USD,CBY_CLOSE_PRICE_USD,CBY_VOLUME_USD,CBY_DIVIDENDS_USD,CBY_STOCK_SPLITS_USD
2023-04-18 00:00:00+00:00,0.3800880014896393,0.38046398758888245,0.3659450113773346,0.3674919903278351,202111,0.0,0.0
2023-04-19 00:00:00+00:00,0.36754700541496277,0.39223700761795044,0.36751899123191833,0.3704090118408203,21891,0.0,0.0
2023-04-20 00:00:00+00:00,0.37054699659347534,0.3706580102443695,0.3382439911365509,0.3529529869556427,27967,0.0,0.0
2023-04-21 00:00:00+00:00,0.35302698612213135,0.36649999022483826,0.34661200642585754,0.35916098952293396,9898,0.0,0.0
2023-04-22 00:00:00+00:00,0.35916098952293396,0.37069401144981384,0.3589470088481903,0.3626289963722229,5192,0.0,0.0
2023-04-23 00:00:00+00:00,0.36265701055526733,0.3724069893360138,0.36245301365852356,0.3722589910030365,3704,0.0,0.0
2023-04-24 00:00:00+00:00,0.37223300337791443,0.37585100531578064,0.3583340048789978,0.3666430115699768,16551,0.0,0.0
2023-04-25 00:00:00+00:00,0.3665910065174103,0.3667590022087097,0.3556070029735565,0.36094000935554504,11836,0.0,0.0
2023-04-26 00:00:00+00:00,0.36097899079322815,0.3673590123653412,0.36055999994277954,0.36698201298713684,2692,0.0,0.0
2023-04-27 00:00:00+00:00,0.3669449985027313,0.369392991065979,0.36645498871803284,0.3690760135650635,1064,0.0,0.0
2023-04-28 00:00:00+00:00,0.36904698610305786,0.37216100096702576,0.35360801219940186,0.3686859905719757,21799,0.0,0.0
2023-04-29 00:00:00+00:00,0.3686859905719757,0.3765450119972229,0.3683060109615326,0.37330999970436096,9000,0.0,0.0
2023-04-30 00:00:00+00:00,0.3733130097389221,0.3767539858818054,0.3586699962615967,0.3589380085468292,12773,0.0,0.0
2023-05-01 00:00:00+00:00,0.3588770031929016,0.3621239960193634,0.3511349856853485,0.36197200417518616,5457,0.0,0.0
2023-05-02 00:00:00+00:00,0.3619860112667084,0.36281201243400574,0.340256005525589,0.3420169949531555,20058,0.0,0.0
