TIMESTAMP,LIKE10891_OPEN_PRICE_USD,LIKE10891_HIGH_PRICE_USD,LIKE10891_LOW_PRICE_USD,LIKE10891_CLOSE_PRICE_USD,LIKE10891_VOLUME_USD,LIKE10891_DIVIDENDS_USD,LIKE10891_STOCK_SPLITS_USD
2021-08-04 00:00:00+00:00,0.23264099657535553,0.328667014837265,0.13242700695991516,0.145346999168396,2084805,0.0,0.0
2021-08-05 00:00:00+00:00,0.14534899592399597,0.1549600064754486,0.11382099986076355,0.12553100287914276,630505,0.0,0.0
2021-08-06 00:00:00+00:00,0.1264840066432953,0.1437000036239624,0.11805199831724167,0.14245200157165527,369927,0.0,0.0
2021-08-07 00:00:00+00:00,0.14245499670505524,0.1607079952955246,0.14070899784564972,0.15866300463676453,191633,0.0,0.0
2021-08-08 00:00:00+00:00,0.1585959941148758,0.15946799516677856,0.15291300415992737,0.15395799279212952,78333,0.0,0.0
2021-08-09 00:00:00+00:00,0.15385499596595764,0.15805299580097198,0.15268999338150024,0.1556839942932129,59607,0.0,0.0
2021-08-10 00:00:00+00:00,0.15559199452400208,0.1616850048303604,0.15452900528907776,0.1554429978132248,290250,0.0,0.0
2021-08-11 00:00:00+00:00,0.1550379991531372,0.173007994890213,0.15054599940776825,0.16812099516391754,441220,0.0,0.0
2021-08-12 00:00:00+00:00,0.16809900104999542,0.2312069982290268,0.1645060032606125,0.21458099782466888,1226878,0.0,0.0
2021-08-13 00:00:00+00:00,0.214369997382164,0.2367590069770813,0.19788900017738342,0.22856999933719635,1272616,0.0,0.0
2021-08-14 00:00:00+00:00,0.22844000160694122,0.2662619948387146,0.22844000160694122,0.23353299498558044,1606158,0.0,0.0
2021-08-15 00:00:00+00:00,0.23353299498558044,0.26551899313926697,0.2316190004348755,0.26500099897384644,1226397,0.0,0.0
2021-08-16 00:00:00+00:00,0.26517701148986816,0.3069950044155121,0.2647460103034973,0.28446999192237854,1618729,0.0,0.0
2021-08-17 00:00:00+00:00,0.2840520143508911,0.439536988735199,0.27896401286125183,0.3754900097846985,3757109,0.0,0.0
2021-08-18 00:00:00+00:00,0.37631601095199585,0.5077160000801086,0.34358298778533936,0.46154698729515076,4205310,0.0,0.0
