TIMESTAMP,SHOP21772_OPEN_PRICE_USD,SHOP21772_HIGH_PRICE_USD,SHOP21772_LOW_PRICE_USD,SHOP21772_CLOSE_PRICE_USD,SHOP21772_VOLUME_USD,SHOP21772_DIVIDENDS_USD,SHOP21772_STOCK_SPLITS_USD
2022-09-11 00:00:00+00:00,0.1255190074443817,0.15123799443244934,0.07606399804353714,0.10508900135755539,238729,0.0,0.0
2022-09-12 00:00:00+00:00,0.10511499643325806,0.10552100092172623,0.07542700320482254,0.08692000061273575,95141,0.0,0.0
2022-09-13 00:00:00+00:00,0.08694099634885788,0.09275300055742264,0.05040299892425537,0.07463899999856949,127179,0.0,0.0
2022-09-14 00:00:00+00:00,0.07264299690723419,0.08978799730539322,0.0667639970779419,0.07274699956178665,32634,0.0,0.0
2022-09-15 00:00:00+00:00,0.07274699956178665,0.07368600368499756,0.044798001646995544,0.059707000851631165,46899,0.0,0.0
2022-09-16 00:00:00+00:00,0.05975800007581711,0.06822100281715393,0.05431099981069565,0.06258700042963028,18647,0.0,0.0
2022-09-17 00:00:00+00:00,0.06259100139141083,0.07322300225496292,0.06251200288534164,0.06887400150299072,7926,0.0,0.0
2022-09-18 00:00:00+00:00,0.06890799850225449,0.06890799850225449,0.052570000290870667,0.054972998797893524,24700,0.0,0.0
2022-09-19 00:00:00+00:00,0.05501300096511841,0.06868299841880798,0.05111899971961975,0.059679001569747925,31184,0.0,0.0
2022-09-20 00:00:00+00:00,0.05963600054383278,0.06780900061130524,0.05664899945259094,0.061948999762535095,11855,0.0,0.0
2022-09-21 00:00:00+00:00,0.06193999946117401,0.06238799914717674,0.0506570003926754,0.05567900091409683,13861,0.0,0.0
2022-09-22 00:00:00+00:00,0.05565100163221359,0.06131400167942047,0.04433000087738037,0.05503299832344055,38656,0.0,0.0
2022-09-23 00:00:00+00:00,0.05503400042653084,0.056763000786304474,0.048631999641656876,0.05509300157427788,9290,0.0,0.0
2022-09-24 00:00:00+00:00,0.055080998688936234,0.05685099959373474,0.04789699986577034,0.04825099930167198,14367,0.0,0.0
2022-09-25 00:00:00+00:00,0.048232998698949814,0.051357001066207886,0.04158800095319748,0.04660699889063835,18865,0.0,0.0
2022-09-26 00:00:00+00:00,0.046587999910116196,0.04700100049376488,0.03764199838042259,0.04312000051140785,14564,0.0,0.0
2022-09-27 00:00:00+00:00,0.0431240014731884,0.04564699903130531,0.03734799847006798,0.03802900016307831,11984,0.0,0.0
2022-09-28 00:00:00+00:00,0.038026001304388046,0.04195399954915047,0.03693399950861931,0.03863599896430969,4415,0.0,0.0
2022-09-29 00:00:00+00:00,0.03862699866294861,0.04041000083088875,0.03568499907851219,0.037689000368118286,5662,0.0,0.0
2022-09-30 00:00:00+00:00,0.037682000547647476,0.04401500150561333,0.034828998148441315,0.0365150012075901,15575,0.0,0.0
2022-10-01 00:00:00+00:00,0.03650699928402901,0.03930800035595894,0.0352029986679554,0.03525000065565109,4523,0.0,0.0
2022-10-02 00:00:00+00:00,0.035259999334812164,0.03757699951529503,0.0351330004632473,0.03540299832820892,2015,0.0,0.0
2022-10-03 00:00:00+00:00,0.035406000912189484,0.03816099837422371,0.030796999111771584,0.037615999579429626,13649,0.0,0.0
2022-10-04 00:00:00+00:00,0.03762099891901016,0.03770799934864044,0.034954000264406204,0.03723900020122528,4805,0.0,0.0
2022-10-05 00:00:00+00:00,0.03722900152206421,0.03725200146436691,0.032962001860141754,0.03447499871253967,4285,0.0,0.0
2022-10-06 00:00:00+00:00,0.034494999796152115,0.038019001483917236,0.03445199877023697,0.03584500029683113,2306,0.0,0.0
2022-10-07 00:00:00+00:00,0.03585600107908249,0.038033999502658844,0.03400599956512451,0.03402499854564667,3898,0.0,0.0
2022-10-08 00:00:00+00:00,0.034040000289678574,0.03991900011897087,0.032993000000715256,0.03959000110626221,7377,0.0,0.0
2022-10-09 00:00:00+00:00,0.03960200026631355,0.03964700177311897,0.03432299941778183,0.035124000161886215,7171,0.0,0.0
2022-10-10 00:00:00+00:00,0.035124000161886215,0.03546899929642677,0.03255299851298332,0.03375900164246559,2974,0.0,0.0
2022-10-11 00:00:00+00:00,0.03375900164246559,0.03375900164246559,0.028181999921798706,0.029471000656485558,9982,0.0,0.0
2022-10-12 00:00:00+00:00,0.029471000656485558,0.03242599964141846,0.029394999146461487,0.031936999410390854,3173,0.0,0.0
