TIMESTAMP,FAKEAI_OPEN_PRICE_USD,FAKEAI_HIGH_PRICE_USD,FAKEAI_LOW_PRICE_USD,FAKEAI_CLOSE_PRICE_USD,FAKEAI_VOLUME_USD,FAKEAI_DIVIDENDS_USD,FAKEAI_STOCK_SPLITS_USD
2023-06-11 00:00:00+00:00,0.0005370000144466758,0.0005370000144466758,0.0004030000127386302,0.0004199999966658652,32453,0.0,0.0
2023-06-12 00:00:00+00:00,0.0004199999966658652,0.0004569999873638153,0.0003169999981764704,0.0003169999981764704,33920,0.0,0.0
2023-06-13 00:00:00+00:00,0.0003169999981764704,0.0005050000036135316,0.00031599999056197703,0.00046099998871795833,41023,0.0,0.0
2023-06-14 00:00:00+00:00,0.00046099998871795833,0.0005300000193528831,0.0003969999961555004,0.0003980000037699938,17323,0.0,0.0
2023-06-15 00:00:00+00:00,0.0003980000037699938,0.00041199999395757914,0.00034100000630132854,0.00039999998989515007,12965,0.0,0.0
2023-06-16 00:00:00+00:00,0.00039999998989515007,0.0005089999758638442,0.00037900000461377203,0.00039999998989515007,23457,0.0,0.0
2023-06-17 00:00:00+00:00,0.00039999998989515007,0.0004299999854993075,0.00036899998667649925,0.00038499999209307134,7469,0.0,0.0
2023-06-18 00:00:00+00:00,0.00038499999209307134,0.00038499999209307134,0.00026599998818710446,0.0002690000110305846,12280,0.0,0.0
2023-06-19 00:00:00+00:00,0.0002690000110305846,0.00029200001154094934,6.900000153109431e-05,0.00013899999612476677,95283,0.0,0.0
2023-06-20 00:00:00+00:00,0.00013899999612476677,0.00013899999612476677,8.299999899463728e-05,8.299999899463728e-05,11340,0.0,0.0
2023-06-21 00:00:00+00:00,8.299999899463728e-05,0.00010699999984353781,6.299999949987978e-05,0.00010099999781232327,14969,0.0,0.0
2023-06-22 00:00:00+00:00,0.00010099999781232327,0.00010399999882793054,9.7999996796716e-05,9.7999996796716e-05,2201,0.0,0.0
2023-06-23 00:00:00+00:00,9.7999996796716e-05,0.00010099999781232327,9.500000305706635e-05,9.600000339560211e-05,1037,0.0,0.0
2023-06-24 00:00:00+00:00,9.600000339560211e-05,0.00012399999832268804,9.500000305706635e-05,0.00012399999832268804,5373,0.0,0.0
2023-06-25 00:00:00+00:00,0.00012399999832268804,0.00012599999899975955,8.800000068731606e-05,9.100000170292333e-05,7560,0.0,0.0
2023-06-26 00:00:00+00:00,9.100000170292333e-05,9.600000339560211e-05,6.900000153109431e-05,7.100000220816582e-05,5429,0.0,0.0
2023-06-27 00:00:00+00:00,7.100000220816582e-05,7.200000254670158e-05,6.500000017695129e-05,6.500000017695129e-05,1504,0.0,0.0
2023-06-28 00:00:00+00:00,6.500000017695129e-05,6.500000017695129e-05,5.999999848427251e-05,6.0999998822808266e-05,539,0.0,0.0
2023-06-29 00:00:00+00:00,6.0999998822808266e-05,6.199999916134402e-05,5.900000178371556e-05,5.900000178371556e-05,723,0.0,0.0
2023-06-30 00:00:00+00:00,5.900000178371556e-05,6.399999983841553e-05,5.6000000768108293e-05,6.399999983841553e-05,1875,0.0,0.0
2023-07-01 00:00:00+00:00,6.399999983841553e-05,6.399999983841553e-05,6.199999916134402e-05,6.199999916134402e-05,282,0.0,0.0
2023-07-02 00:00:00+00:00,6.199999916134402e-05,6.500000017695129e-05,6.0999998822808266e-05,6.500000017695129e-05,685,0.0,0.0
2023-07-03 00:00:00+00:00,6.500000017695129e-05,9.500000305706635e-05,6.500000017695129e-05,9.200000204145908e-05,6713,0.0,0.0
2023-07-04 00:00:00+00:00,9.200000204145908e-05,0.00011800000356743112,8.70000003487803e-05,0.00011800000356743112,5551,0.0,0.0
2023-07-05 00:00:00+00:00,0.00011800000356743112,0.00014200000441633165,9.699999645818025e-05,9.699999645818025e-05,13439,0.0,0.0
2023-07-06 00:00:00+00:00,9.699999645818025e-05,9.999999747378752e-05,9.200000204145908e-05,9.200000204145908e-05,1258,0.0,0.0
2023-07-07 00:00:00+00:00,9.200000204145908e-05,9.200000204145908e-05,8.399999933317304e-05,8.399999933317304e-05,1170,0.0,0.0
2023-07-08 00:00:00+00:00,8.399999933317304e-05,8.399999933317304e-05,7.999999797903001e-05,8.099999831756577e-05,369,0.0,0.0
2023-07-09 00:00:00+00:00,8.099999831756577e-05,8.099999831756577e-05,7.999999797903001e-05,8.099999831756577e-05,44,0.0,0.0
2023-07-10 00:00:00+00:00,8.099999831756577e-05,8.099999831756577e-05,7.100000220816582e-05,7.100000220816582e-05,3809,0.0,0.0
2023-07-11 00:00:00+00:00,7.100000220816582e-05,7.300000288523734e-05,7.000000186963007e-05,7.300000288523734e-05,1066,0.0,0.0
2023-07-12 00:00:00+00:00,7.300000288523734e-05,7.500000356230885e-05,7.300000288523734e-05,7.300000288523734e-05,788,0.0,0.0
2023-07-13 00:00:00+00:00,7.300000288523734e-05,8.099999831756577e-05,7.200000254670158e-05,8.099999831756577e-05,1641,0.0,0.0
2023-07-14 00:00:00+00:00,8.099999831756577e-05,8.299999899463728e-05,7.899999764049426e-05,7.899999764049426e-05,1030,0.0,0.0
2023-07-15 00:00:00+00:00,7.899999764049426e-05,7.899999764049426e-05,7.500000356230885e-05,7.500000356230885e-05,822,0.0,0.0
2023-07-16 00:00:00+00:00,7.500000356230885e-05,0.00013600000238511711,7.300000288523734e-05,0.00011600000289035961,12395,0.0,0.0
2023-07-17 00:00:00+00:00,0.00011600000289035961,0.00014200000441633165,0.00011600000289035961,0.00013600000238511711,8098,0.0,0.0
