TIMESTAMP,PIKACHU28613_OPEN_PRICE_USD,PIKACHU28613_HIGH_PRICE_USD,PIKACHU28613_LOW_PRICE_USD,PIKACHU28613_CLOSE_PRICE_USD,PIKACHU28613_VOLUME_USD,PIKACHU28613_DIVIDENDS_USD,PIKACHU28613_STOCK_SPLITS_USD
2023-12-07 00:00:00+00:00,,,,0.0,64504,0.0,0.0
2023-12-08 00:00:00+00:00,,,,0.0,9398,0.0,0.0
2023-12-09 00:00:00+00:00,,,,0.0,3158,0.0,0.0
2023-12-10 00:00:00+00:00,,,,0.0,5132,0.0,0.0
2023-12-11 00:00:00+00:00,,,,0.0,2586,0.0,0.0
2023-12-12 00:00:00+00:00,,,,0.0,2158,0.0,0.0
2023-12-13 00:00:00+00:00,,,,0.0,378,0.0,0.0
2023-12-14 00:00:00+00:00,,,,0.0,214,0.0,0.0
2023-12-15 00:00:00+00:00,,,,0.0,262,0.0,0.0
2023-12-16 00:00:00+00:00,,,,0.0,311,0.0,0.0
2023-12-17 00:00:00+00:00,,,,0.0,960,0.0,0.0
2023-12-18 00:00:00+00:00,,,,0.0,792,0.0,0.0
2023-12-19 00:00:00+00:00,,,,0.0,84,0.0,0.0
2023-12-20 00:00:00+00:00,,,,0.0,2708,0.0,0.0
2023-12-21 00:00:00+00:00,,,,0.0,1161,0.0,0.0
2023-12-22 00:00:00+00:00,,,,0.0,734,0.0,0.0
2023-12-23 00:00:00+00:00,,,,0.0,42,0.0,0.0
2023-12-24 00:00:00+00:00,,,,0.0,218,0.0,0.0
2023-12-25 00:00:00+00:00,,,,0.0,220,0.0,0.0
2023-12-26 00:00:00+00:00,,,,0.0,536,0.0,0.0
2023-12-27 00:00:00+00:00,,,,0.0,440,0.0,0.0
2023-12-28 00:00:00+00:00,,,,0.0,1135,0.0,0.0
2023-12-29 00:00:00+00:00,,,,0.0,141,0.0,0.0
2023-12-30 00:00:00+00:00,,,,0.0,165,0.0,0.0
2023-12-31 00:00:00+00:00,,,,0.0,128,0.0,0.0
2024-01-01 00:00:00+00:00,,,,0.0,138,0.0,0.0
2024-01-02 00:00:00+00:00,,,,0.0,29,0.0,0.0
2024-01-03 00:00:00+00:00,,,,0.0,243,0.0,0.0
2024-01-04 00:00:00+00:00,,,,0.0,969,0.0,0.0
2024-01-06 00:00:00+00:00,,,,0.0,64,0.0,0.0
2024-01-07 00:00:00+00:00,,,,0.0,3,0.0,0.0
2024-01-08 00:00:00+00:00,,,,0.0,187,0.0,0.0
2024-01-09 00:00:00+00:00,,,,0.0,38,0.0,0.0
2024-01-10 00:00:00+00:00,,,,0.0,107,0.0,0.0
2024-01-11 00:00:00+00:00,,,,0.0,153,0.0,0.0
2024-01-12 00:00:00+00:00,,,,0.0,51,0.0,0.0
2024-01-13 00:00:00+00:00,,,,0.0,409,0.0,0.0
2024-01-14 00:00:00+00:00,,,,0.0,403,0.0,0.0
2024-01-15 00:00:00+00:00,,,,0.0,138,0.0,0.0
2024-01-16 00:00:00+00:00,,,,0.0,115,0.0,0.0
2024-01-17 00:00:00+00:00,,,,0.0,407,0.0,0.0
2024-01-18 00:00:00+00:00,,,,0.0,114,0.0,0.0
2024-01-19 00:00:00+00:00,,,,0.0,1361,0.0,0.0
2024-01-20 00:00:00+00:00,,,,0.0,307,0.0,0.0
2024-01-21 00:00:00+00:00,,,,0.0,7,0.0,0.0
2024-01-22 00:00:00+00:00,,,,0.0,157,0.0,0.0
2024-01-23 00:00:00+00:00,,,,0.0,111,0.0,0.0
2024-01-24 00:00:00+00:00,,,,0.0,146,0.0,0.0
2024-01-25 00:00:00+00:00,,,,0.0,120,0.0,0.0
2024-01-26 00:00:00+00:00,,,,0.0,111,0.0,0.0
2024-01-27 00:00:00+00:00,,,,0.0,125,0.0,0.0
2024-01-28 00:00:00+00:00,,,,0.0,108,0.0,0.0
2024-01-29 00:00:00+00:00,,,,0.0,87,0.0,0.0
2024-01-30 00:00:00+00:00,,,,0.0,21,0.0,0.0
2024-01-31 00:00:00+00:00,,,,0.0,43,0.0,0.0
2024-02-01 00:00:00+00:00,,,,0.0,132,0.0,0.0
2024-02-02 00:00:00+00:00,,,,0.0,306,0.0,0.0
2024-02-03 00:00:00+00:00,,,,0.0,113,0.0,0.0
2024-02-05 00:00:00+00:00,,,,0.0,109,0.0,0.0
2024-02-06 00:00:00+00:00,,,,0.0,145,0.0,0.0
2024-02-07 00:00:00+00:00,,,,0.0,74,0.0,0.0
2024-02-08 00:00:00+00:00,,,,0.0,161,0.0,0.0
2024-02-09 00:00:00+00:00,,,,0.0,141,0.0,0.0
2024-02-10 00:00:00+00:00,,,,0.0,150,0.0,0.0
2024-02-11 00:00:00+00:00,,,,0.0,118,0.0,0.0
2024-02-12 00:00:00+00:00,,,,0.0,116,0.0,0.0
2024-02-13 00:00:00+00:00,,,,0.0,120,0.0,0.0
2024-02-14 00:00:00+00:00,,,,0.0,39,0.0,0.0
2024-02-15 00:00:00+00:00,,,,0.0,125,0.0,0.0
2024-02-16 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-02-17 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-02-18 00:00:00+00:00,,,,0.0,287,0.0,0.0
2024-02-19 00:00:00+00:00,,,,0.0,42,0.0,0.0
2024-02-20 00:00:00+00:00,,,,0.0,202,0.0,0.0
2024-02-21 00:00:00+00:00,,,,0.0,179,0.0,0.0
2024-02-22 00:00:00+00:00,,,,0.0,306,0.0,0.0
2024-02-23 00:00:00+00:00,,,,0.0,234,0.0,0.0
2024-02-24 00:00:00+00:00,,,,0.0,139,0.0,0.0
2024-02-25 00:00:00+00:00,,,,0.0,85,0.0,0.0
2024-02-26 00:00:00+00:00,,,,0.0,250,0.0,0.0
2024-02-27 00:00:00+00:00,,,,0.0,146,0.0,0.0
2024-02-28 00:00:00+00:00,,,,0.0,71,0.0,0.0
2024-02-29 00:00:00+00:00,,,,0.0,152,0.0,0.0
2024-03-01 00:00:00+00:00,,,,0.0,196,0.0,0.0
2024-03-02 00:00:00+00:00,,,,0.0,377,0.0,0.0
2024-03-03 00:00:00+00:00,,,,0.0,245,0.0,0.0
2024-03-04 00:00:00+00:00,,,,0.0,67,0.0,0.0
2024-03-05 00:00:00+00:00,,,,0.0,138,0.0,0.0
2024-03-06 00:00:00+00:00,,,,0.0,88,0.0,0.0
2024-03-07 00:00:00+00:00,,,,0.0,221,0.0,0.0
2024-03-08 00:00:00+00:00,,,,0.0,229,0.0,0.0
2024-03-09 00:00:00+00:00,,,,0.0,118,0.0,0.0
2024-03-10 00:00:00+00:00,,,,0.0,956,0.0,0.0
2024-03-11 00:00:00+00:00,,,,0.0,2557,0.0,0.0
2024-03-12 00:00:00+00:00,,,,0.0,645,0.0,0.0
2024-03-13 00:00:00+00:00,,,,0.0,439,0.0,0.0
2024-03-14 00:00:00+00:00,,,,0.0,237,0.0,0.0
2024-03-15 00:00:00+00:00,,,,0.0,289,0.0,0.0
2024-03-16 00:00:00+00:00,,,,0.0,178,0.0,0.0
2024-03-17 00:00:00+00:00,,,,0.0,52,0.0,0.0
2024-03-18 00:00:00+00:00,,,,0.0,16,0.0,0.0
2024-03-19 00:00:00+00:00,,,,0.0,100,0.0,0.0
2024-03-20 00:00:00+00:00,,,,0.0,100,0.0,0.0
2024-03-21 00:00:00+00:00,,,,0.0,208,0.0,0.0
2024-03-22 00:00:00+00:00,,,,0.0,108,0.0,0.0
2024-03-23 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-03-24 00:00:00+00:00,,,,0.0,136,0.0,0.0
2024-03-25 00:00:00+00:00,,,,0.0,34,0.0,0.0
2024-03-26 00:00:00+00:00,,,,0.0,11,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,17,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,124,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,242,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,62,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,39,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,121,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,171,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,101,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,146,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,920,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,106,0.0,0.0
