TIMESTAMP,OIIAOIIA_OPEN_PRICE_USD,OIIAOIIA_HIGH_PRICE_USD,OIIAOIIA_LOW_PRICE_USD,OIIAOIIA_CLOSE_PRICE_USD,OIIAOIIA_VOLUME_USD,OIIAOIIA_DIVIDENDS_USD,OIIAOIIA_STOCK_SPLITS_USD
2025-04-01 00:00:00+00:00,0.010534999892115593,0.012384000234305859,0.010115000419318676,0.011509000323712826,875707,0.0,0.0
2025-04-02 00:00:00+00:00,0.011509000323712826,0.012381999753415585,0.008251000195741653,0.00897900015115738,950551,0.0,0.0
2025-04-03 00:00:00+00:00,0.00897900015115738,0.009693000465631485,0.007842999882996082,0.00916100014001131,594171,0.0,0.0
2025-04-04 00:00:00+00:00,0.00916100014001131,0.009964000433683395,0.008515000343322754,0.009190999902784824,539879,0.0,0.0
2025-04-05 00:00:00+00:00,0.009190999902784824,0.009244999848306179,0.007521999999880791,0.008101999759674072,556508,0.0,0.0
2025-04-06 00:00:00+00:00,0.008101999759674072,0.008589000441133976,0.005764999892562628,0.006543000228703022,582425,0.0,0.0
2025-04-07 00:00:00+00:00,0.006543000228703022,0.007141000125557184,0.004408000037074089,0.006316999904811382,1043934,0.0,0.0
2025-04-08 00:00:00+00:00,0.006316999904811382,0.00699299992993474,0.005260999780148268,0.005690999794751406,572030,0.0,0.0
2025-04-09 00:00:00+00:00,0.005690999794751406,0.007910000160336494,0.004929000046104193,0.007104999851435423,966351,0.0,0.0
2025-04-10 00:00:00+00:00,0.00711299991235137,0.00724400021135807,0.006238999776542187,0.006606999784708023,531477,0.0,0.0
2025-04-11 00:00:00+00:00,0.006606999784708023,0.009584000334143639,0.006306000053882599,0.008197000250220299,843772,0.0,0.0
2025-04-12 00:00:00+00:00,0.008197000250220299,0.010226000100374222,0.007884999737143517,0.009114000014960766,544680,0.0,0.0
2025-04-13 00:00:00+00:00,0.009114000014960766,0.009208999574184418,0.007706000003963709,0.008045000024139881,511507,0.0,0.0
2025-04-14 00:00:00+00:00,0.008070999756455421,0.008969999849796295,0.00800199992954731,0.008326999843120575,430847,0.0,0.0
2025-04-15 00:00:00+00:00,0.008326999843120575,0.008328000083565712,0.005667999852448702,0.006169999949634075,982683,0.0,0.0
2025-04-16 00:00:00+00:00,0.006169999949634075,0.006558000110089779,0.005785000044852495,0.006095000077039003,584715,0.0,0.0
2025-04-17 00:00:00+00:00,0.006095000077039003,0.006914000026881695,0.00585199985653162,0.006794000044465065,499262,0.0,0.0
2025-04-18 00:00:00+00:00,0.006794000044465065,0.006831000093370676,0.006066999863833189,0.00660899979993701,434346,0.0,0.0
2025-04-19 00:00:00+00:00,0.00660899979993701,0.0080960001796484,0.006519000045955181,0.0076060001738369465,482462,0.0,0.0
2025-04-20 00:00:00+00:00,0.0076060001738369465,0.00774300005286932,0.006053000222891569,0.006781000178307295,521967,0.0,0.0
2025-04-21 00:00:00+00:00,0.006785000208765268,0.008028999902307987,0.006756000220775604,0.007054999936372042,522861,0.0,0.0
2025-04-22 00:00:00+00:00,0.007054999936372042,0.009142999537289143,0.006738000083714724,0.008581000380218029,662253,0.0,0.0
2025-04-23 00:00:00+00:00,0.00860000029206276,0.008759000338613987,0.007139999885112047,0.007298000156879425,591571,0.0,0.0
2025-04-24 00:00:00+00:00,0.007298000156879425,0.008596999570727348,0.006742000114172697,0.0076060001738369465,705941,0.0,0.0
2025-04-25 00:00:00+00:00,0.0076060001738369465,0.00853199977427721,0.006868999917060137,0.0069690002128481865,619003,0.0,0.0
2025-04-26 00:00:00+00:00,0.0069690002128481865,0.007439000066369772,0.006684000138193369,0.0069670001976192,489180,0.0,0.0
2025-04-27 00:00:00+00:00,0.0069670001976192,0.00762300007045269,0.006384000182151794,0.006897000130265951,534385,0.0,0.0
2025-04-28 00:00:00+00:00,0.006897000130265951,0.008330999873578548,0.006659999955445528,0.007282999809831381,690192,0.0,0.0
2025-04-29 00:00:00+00:00,0.007282999809831381,0.00824199989438057,0.006723000202327967,0.006810000166296959,602073,0.0,0.0
2025-04-30 00:00:00+00:00,0.006810000166296959,0.007236000150442123,0.0060720001347362995,0.006227999925613403,670955,0.0,0.0
2025-05-01 00:00:00+00:00,0.006227999925613403,0.006556000094860792,0.005332000087946653,0.005423999857157469,803238,0.0,0.0
2025-05-02 00:00:00+00:00,0.005423999857157469,0.006345999892801046,0.004982999991625547,0.005927999969571829,647241,0.0,0.0
2025-05-03 00:00:00+00:00,0.005927999969571829,0.00596599979326129,0.004695000126957893,0.005288999993354082,788861,0.0,0.0
2025-05-04 00:00:00+00:00,0.005288999993354082,0.005373999942094088,0.004881999921053648,0.00496200006455183,393751,0.0,0.0
2025-05-05 00:00:00+00:00,0.00496200006455183,0.005609000101685524,0.0045889997854828835,0.005133999977260828,508191,0.0,0.0
2025-05-06 00:00:00+00:00,0.005133999977260828,0.005197999998927116,0.004586999770253897,0.004778000060468912,300993,0.0,0.0
2025-05-07 00:00:00+00:00,0.004778000060468912,0.005373000167310238,0.004569999873638153,0.005193000193685293,494743,0.0,0.0
2025-05-08 00:00:00+00:00,0.005193000193685293,0.006459999829530716,0.004929000046104193,0.0062950002029538155,566469,0.0,0.0
2025-05-09 00:00:00+00:00,0.0062950002029538155,0.007666999939829111,0.005745999980717897,0.007656000088900328,812433,0.0,0.0
2025-05-10 00:00:00+00:00,0.007656000088900328,0.008108999580144882,0.006804000120609999,0.007288000080734491,513887,0.0,0.0
2025-05-11 00:00:00+00:00,0.007288000080734491,0.007486000191420317,0.00583899999037385,0.006010000128298998,618860,0.0,0.0
2025-05-12 00:00:00+00:00,0.006010000128298998,0.008868999779224396,0.0059910002164542675,0.0074269999749958515,724343,0.0,0.0
2025-05-13 00:00:00+00:00,0.0074269999749958515,0.007705000229179859,0.0067610000260174274,0.007412999868392944,400386,0.0,0.0
2025-05-14 00:00:00+00:00,0.007412999868392944,0.007741000037640333,0.005115000065416098,0.00546600017696619,663965,0.0,0.0
2025-05-15 00:00:00+00:00,0.00546600017696619,0.005735000129789114,0.004850999917834997,0.005336000118404627,592829,0.0,0.0
2025-05-16 00:00:00+00:00,0.005336000118404627,0.00607800018042326,0.005073999986052513,0.005446999799460173,349903,0.0,0.0
2025-05-17 00:00:00+00:00,0.005446999799460173,0.005611000116914511,0.004941999912261963,0.005032000131905079,271624,0.0,0.0
2025-05-18 00:00:00+00:00,0.005032000131905079,0.005805000197142363,0.005032000131905079,0.0056500001810491085,249444,0.0,0.0
2025-05-19 00:00:00+00:00,0.0056500001810491085,0.006378000136464834,0.005229999776929617,0.005863000173121691,316761,0.0,0.0
2025-05-20 00:00:00+00:00,0.005863000173121691,0.00621700007468462,0.005167999770492315,0.0056859999895095825,401349,0.0,0.0
2025-05-21 00:00:00+00:00,0.0056859999895095825,0.0057219997979700565,0.005080000031739473,0.005320999771356583,317853,0.0,0.0
2025-05-22 00:00:00+00:00,0.005320999771356583,0.0059449998661875725,0.004681999795138836,0.005419000051915646,767599,0.0,0.0
2025-05-23 00:00:00+00:00,0.005439000204205513,0.006657000165432692,0.005154999904334545,0.005464000161737204,683692,0.0,0.0
2025-05-24 00:00:00+00:00,0.005464000161737204,0.005638000089675188,0.005156000144779682,0.005276000127196312,203304,0.0,0.0
2025-05-25 00:00:00+00:00,0.005276000127196312,0.005369999911636114,0.004939999897032976,0.005274999886751175,221110,0.0,0.0
2025-05-26 00:00:00+00:00,0.005274999886751175,0.005311999935656786,0.004705999977886677,0.004831000231206417,299131,0.0,0.0
2025-05-27 00:00:00+00:00,0.004831000231206417,0.004976999945938587,0.004509999882429838,0.004745999816805124,269763,0.0,0.0
2025-05-28 00:00:00+00:00,0.004745999816805124,0.005805000197142363,0.00469100009649992,0.005516999866813421,405476,0.0,0.0
2025-05-29 00:00:00+00:00,0.005516999866813421,0.005774000193923712,0.005090999882668257,0.005313999950885773,234485,0.0,0.0
2025-05-30 00:00:00+00:00,0.005313999950885773,0.005332999862730503,0.004654999822378159,0.004749999847263098,226870,0.0,0.0
2025-05-31 00:00:00+00:00,0.004627999849617481,0.004838999826461077,0.004358999896794558,0.004468999803066254,234001,0.0,0.0
2025-06-01 00:00:00+00:00,0.0044686137698590755,0.004615536890923977,0.004241477232426405,0.004466094542294741,287471,0.0,0.0
