TIMESTAMP,BNBTIGER_OPEN_PRICE_USD,BNBTIGER_HIGH_PRICE_USD,BNBTIGER_LOW_PRICE_USD,BNBTIGER_CLOSE_PRICE_USD,BNBTIGER_VOLUME_USD,BNBTIGER_DIVIDENDS_USD,BNBTIGER_STOCK_SPLITS_USD
2022-02-16 00:00:00+00:00,,,,0.0,19037,0.0,0.0
2022-02-17 00:00:00+00:00,,,,0.0,4574,0.0,0.0
2022-02-18 00:00:00+00:00,,,,0.0,1880,0.0,0.0
2022-02-19 00:00:00+00:00,,,,0.0,2893,0.0,0.0
2022-02-20 00:00:00+00:00,,,,0.0,3463,0.0,0.0
2022-02-21 00:00:00+00:00,,,,0.0,2633,0.0,0.0
2022-02-22 00:00:00+00:00,,,,0.0,1935,0.0,0.0
2022-02-23 00:00:00+00:00,,,,0.0,1643,0.0,0.0
2022-02-24 00:00:00+00:00,,,,0.0,2639,0.0,0.0
2022-02-25 00:00:00+00:00,,,,0.0,5175,0.0,0.0
2022-02-26 00:00:00+00:00,,,,0.0,4456,0.0,0.0
2022-02-27 00:00:00+00:00,,,,0.0,2226,0.0,0.0
2022-02-28 00:00:00+00:00,,,,0.0,3163,0.0,0.0
2022-03-01 00:00:00+00:00,,,,0.0,11411,0.0,0.0
2022-03-02 00:00:00+00:00,,,,0.0,10559,0.0,0.0
2022-03-03 00:00:00+00:00,,,,0.0,2348,0.0,0.0
2022-03-04 00:00:00+00:00,,,,0.0,1797,0.0,0.0
2022-03-05 00:00:00+00:00,,,,0.0,2242,0.0,0.0
2022-03-06 00:00:00+00:00,,,,0.0,2954,0.0,0.0
2022-03-07 00:00:00+00:00,,,,0.0,1775,0.0,0.0
2022-03-08 00:00:00+00:00,,,,0.0,2625,0.0,0.0
2022-03-09 00:00:00+00:00,,,,0.0,22466,0.0,0.0
2022-03-10 00:00:00+00:00,,,,0.0,20053,0.0,0.0
2022-03-11 00:00:00+00:00,,,,0.0,1192,0.0,0.0
2022-03-12 00:00:00+00:00,,,,0.0,976,0.0,0.0
2022-03-13 00:00:00+00:00,,,,0.0,5896,0.0,0.0
2022-03-14 00:00:00+00:00,,,,0.0,5948,0.0,0.0
2022-03-15 00:00:00+00:00,,,,0.0,1137,0.0,0.0
2022-03-16 00:00:00+00:00,,,,0.0,2022,0.0,0.0
2022-03-17 00:00:00+00:00,,,,0.0,1476,0.0,0.0
2022-03-18 00:00:00+00:00,,,,0.0,1357,0.0,0.0
2022-03-19 00:00:00+00:00,,,,0.0,2566,0.0,0.0
2022-03-20 00:00:00+00:00,,,,0.0,3881,0.0,0.0
2022-03-21 00:00:00+00:00,,,,0.0,5065,0.0,0.0
2022-03-22 00:00:00+00:00,,,,0.0,4045,0.0,0.0
2022-03-23 00:00:00+00:00,,,,0.0,2767,0.0,0.0
2022-03-24 00:00:00+00:00,,,,0.0,2488,0.0,0.0
2022-03-25 00:00:00+00:00,,,,0.0,2484,0.0,0.0
2022-03-26 00:00:00+00:00,,,,0.0,1579,0.0,0.0
2022-03-27 00:00:00+00:00,,,,0.0,369,0.0,0.0
2022-03-28 00:00:00+00:00,,,,0.0,695,0.0,0.0
2022-03-29 00:00:00+00:00,,,,0.0,1178,0.0,0.0
2022-03-30 00:00:00+00:00,,,,0.0,827,0.0,0.0
2022-03-31 00:00:00+00:00,,,,0.0,434,0.0,0.0
2022-04-01 00:00:00+00:00,,,,0.0,563,0.0,0.0
2022-04-02 00:00:00+00:00,,,,0.0,741,0.0,0.0
2022-04-03 00:00:00+00:00,,,,0.0,603,0.0,0.0
2022-04-04 00:00:00+00:00,,,,0.0,239,0.0,0.0
2022-04-05 00:00:00+00:00,,,,0.0,386,0.0,0.0
2022-04-06 00:00:00+00:00,,,,0.0,583,0.0,0.0
2022-04-07 00:00:00+00:00,,,,0.0,1981,0.0,0.0
2022-04-08 00:00:00+00:00,,,,0.0,1953,0.0,0.0
2022-04-09 00:00:00+00:00,,,,0.0,661,0.0,0.0
2022-04-10 00:00:00+00:00,,,,0.0,939,0.0,0.0
2022-04-11 00:00:00+00:00,,,,0.0,833,0.0,0.0
2022-04-12 00:00:00+00:00,,,,0.0,1114,0.0,0.0
2022-04-13 00:00:00+00:00,,,,0.0,1035,0.0,0.0
2022-04-14 00:00:00+00:00,,,,0.0,417,0.0,0.0
2022-04-15 00:00:00+00:00,,,,0.0,424,0.0,0.0
2022-04-16 00:00:00+00:00,,,,0.0,1130,0.0,0.0
2022-04-17 00:00:00+00:00,,,,0.0,1584,0.0,0.0
2022-04-18 00:00:00+00:00,,,,0.0,754,0.0,0.0
2022-04-19 00:00:00+00:00,,,,0.0,1445,0.0,0.0
2022-04-20 00:00:00+00:00,,,,0.0,1397,0.0,0.0
2022-04-21 00:00:00+00:00,,,,0.0,330,0.0,0.0
2022-04-22 00:00:00+00:00,,,,0.0,732,0.0,0.0
2022-04-23 00:00:00+00:00,,,,0.0,812,0.0,0.0
2022-04-24 00:00:00+00:00,,,,0.0,404,0.0,0.0
2022-04-25 00:00:00+00:00,,,,0.0,450,0.0,0.0
2022-04-26 00:00:00+00:00,,,,0.0,680,0.0,0.0
2022-04-27 00:00:00+00:00,,,,0.0,585,0.0,0.0
2022-04-28 00:00:00+00:00,,,,0.0,440,0.0,0.0
2022-04-29 00:00:00+00:00,,,,0.0,384,0.0,0.0
2022-04-30 00:00:00+00:00,,,,0.0,578,0.0,0.0
2022-05-01 00:00:00+00:00,,,,0.0,602,0.0,0.0
2022-05-02 00:00:00+00:00,,,,0.0,3227,0.0,0.0
2022-05-03 00:00:00+00:00,,,,0.0,4036,0.0,0.0
2022-05-04 00:00:00+00:00,,,,0.0,2851,0.0,0.0
2022-05-05 00:00:00+00:00,,,,0.0,1894,0.0,0.0
2022-05-06 00:00:00+00:00,,,,0.0,1168,0.0,0.0
2022-05-07 00:00:00+00:00,,,,0.0,1081,0.0,0.0
2022-05-08 00:00:00+00:00,,,,0.0,563,0.0,0.0
2022-05-09 00:00:00+00:00,,,,0.0,607,0.0,0.0
2022-05-10 00:00:00+00:00,,,,0.0,713,0.0,0.0
2022-05-11 00:00:00+00:00,,,,0.0,1019,0.0,0.0
2022-05-12 00:00:00+00:00,,,,0.0,1085,0.0,0.0
2022-05-13 00:00:00+00:00,,,,0.0,539,0.0,0.0
2022-05-14 00:00:00+00:00,,,,0.0,655,0.0,0.0
2022-05-15 00:00:00+00:00,,,,0.0,904,0.0,0.0
2022-05-16 00:00:00+00:00,,,,0.0,406,0.0,0.0
2022-05-17 00:00:00+00:00,,,,0.0,107,0.0,0.0
2022-05-18 00:00:00+00:00,,,,0.0,154,0.0,0.0
2022-05-19 00:00:00+00:00,,,,0.0,221,0.0,0.0
2022-05-20 00:00:00+00:00,,,,0.0,135,0.0,0.0
2022-05-21 00:00:00+00:00,,,,0.0,154,0.0,0.0
2022-05-22 00:00:00+00:00,,,,0.0,172,0.0,0.0
2022-05-23 00:00:00+00:00,,,,0.0,187,0.0,0.0
2022-05-24 00:00:00+00:00,,,,0.0,162,0.0,0.0
2022-05-25 00:00:00+00:00,,,,0.0,398,0.0,0.0
2022-05-26 00:00:00+00:00,,,,0.0,589,0.0,0.0
2022-05-27 00:00:00+00:00,,,,0.0,287,0.0,0.0
2022-05-28 00:00:00+00:00,,,,0.0,138,0.0,0.0
2022-05-29 00:00:00+00:00,,,,0.0,319,0.0,0.0
2022-05-30 00:00:00+00:00,,,,0.0,508,0.0,0.0
2022-05-31 00:00:00+00:00,,,,0.0,583,0.0,0.0
2022-06-01 00:00:00+00:00,,,,0.0,645,0.0,0.0
2022-06-02 00:00:00+00:00,,,,0.0,596,0.0,0.0
2022-06-03 00:00:00+00:00,,,,0.0,815,0.0,0.0
2022-06-04 00:00:00+00:00,,,,0.0,1668,0.0,0.0
2022-06-05 00:00:00+00:00,,,,0.0,1302,0.0,0.0
2022-06-06 00:00:00+00:00,,,,0.0,427,0.0,0.0
2022-06-07 00:00:00+00:00,,,,0.0,390,0.0,0.0
2022-06-08 00:00:00+00:00,,,,0.0,466,0.0,0.0
2022-06-09 00:00:00+00:00,,,,0.0,1444,0.0,0.0
2022-06-10 00:00:00+00:00,,,,0.0,1641,0.0,0.0
2022-06-11 00:00:00+00:00,,,,0.0,450,0.0,0.0
2022-06-12 00:00:00+00:00,,,,0.0,820,0.0,0.0
2022-06-13 00:00:00+00:00,,,,0.0,867,0.0,0.0
2022-06-14 00:00:00+00:00,,,,0.0,540,0.0,0.0
2022-06-15 00:00:00+00:00,,,,0.0,338,0.0,0.0
2022-06-16 00:00:00+00:00,,,,0.0,291,0.0,0.0
2022-06-17 00:00:00+00:00,,,,0.0,506,0.0,0.0
2022-06-18 00:00:00+00:00,,,,0.0,370,0.0,0.0
2022-06-19 00:00:00+00:00,,,,0.0,206,0.0,0.0
2022-06-20 00:00:00+00:00,,,,0.0,1350,0.0,0.0
2022-06-21 00:00:00+00:00,,,,0.0,1321,0.0,0.0
2022-06-22 00:00:00+00:00,,,,0.0,106,0.0,0.0
2022-06-23 00:00:00+00:00,,,,0.0,89,0.0,0.0
2022-06-24 00:00:00+00:00,,,,0.0,637,0.0,0.0
2022-06-25 00:00:00+00:00,,,,0.0,662,0.0,0.0
2022-06-26 00:00:00+00:00,,,,0.0,161,0.0,0.0
2022-06-27 00:00:00+00:00,,,,0.0,88,0.0,0.0
2022-06-28 00:00:00+00:00,,,,0.0,34,0.0,0.0
2022-06-30 00:00:00+00:00,,,,0.0,57,0.0,0.0
2022-07-01 00:00:00+00:00,,,,0.0,210,0.0,0.0
2022-07-02 00:00:00+00:00,,,,0.0,232,0.0,0.0
2022-07-03 00:00:00+00:00,,,,0.0,72,0.0,0.0
2022-07-04 00:00:00+00:00,,,,0.0,25,0.0,0.0
2022-07-05 00:00:00+00:00,,,,0.0,394,0.0,0.0
2022-07-06 00:00:00+00:00,,,,0.0,75,0.0,0.0
2022-07-07 00:00:00+00:00,,,,0.0,88,0.0,0.0
2022-07-08 00:00:00+00:00,,,,0.0,170,0.0,0.0
2022-07-09 00:00:00+00:00,,,,0.0,140,0.0,0.0
2022-07-10 00:00:00+00:00,,,,0.0,91,0.0,0.0
2022-07-11 00:00:00+00:00,,,,0.0,137,0.0,0.0
2022-07-12 00:00:00+00:00,,,,0.0,682,0.0,0.0
2022-07-13 00:00:00+00:00,,,,0.0,664,0.0,0.0
2022-07-14 00:00:00+00:00,,,,0.0,85,0.0,0.0
2022-07-15 00:00:00+00:00,,,,0.0,55,0.0,0.0
2022-07-16 00:00:00+00:00,,,,0.0,45,0.0,0.0
2022-07-17 00:00:00+00:00,,,,0.0,96,0.0,0.0
2022-07-18 00:00:00+00:00,,,,0.0,4818,0.0,0.0
2022-07-19 00:00:00+00:00,,,,0.0,5963,0.0,0.0
2022-07-20 00:00:00+00:00,,,,0.0,1298,0.0,0.0
2022-07-21 00:00:00+00:00,,,,0.0,453,0.0,0.0
2022-07-22 00:00:00+00:00,,,,0.0,26,0.0,0.0
2022-07-23 00:00:00+00:00,,,,0.0,42,0.0,0.0
2022-07-24 00:00:00+00:00,,,,0.0,129,0.0,0.0
2022-07-25 00:00:00+00:00,,,,0.0,216,0.0,0.0
2022-07-26 00:00:00+00:00,,,,0.0,136,0.0,0.0
2022-07-28 00:00:00+00:00,,,,0.0,136,0.0,0.0
2022-07-29 00:00:00+00:00,,,,0.0,617,0.0,0.0
2022-07-30 00:00:00+00:00,,,,0.0,358,0.0,0.0
2022-07-31 00:00:00+00:00,,,,0.0,340,0.0,0.0
2022-08-01 00:00:00+00:00,,,,0.0,355,0.0,0.0
2022-08-03 00:00:00+00:00,,,,0.0,145,0.0,0.0
2022-08-04 00:00:00+00:00,,,,0.0,31,0.0,0.0
2022-08-05 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-08-06 00:00:00+00:00,,,,0.0,15,0.0,0.0
2022-08-07 00:00:00+00:00,,,,0.0,18,0.0,0.0
2022-08-08 00:00:00+00:00,,,,0.0,45,0.0,0.0
2022-08-09 00:00:00+00:00,,,,0.0,123,0.0,0.0
2022-08-10 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-08-11 00:00:00+00:00,,,,0.0,88,0.0,0.0
2022-08-12 00:00:00+00:00,,,,0.0,53,0.0,0.0
2022-08-13 00:00:00+00:00,,,,0.0,260,0.0,0.0
2022-08-14 00:00:00+00:00,,,,0.0,187,0.0,0.0
2022-08-15 00:00:00+00:00,,,,0.0,347,0.0,0.0
2022-08-16 00:00:00+00:00,,,,0.0,147,0.0,0.0
2022-08-17 00:00:00+00:00,,,,0.0,152,0.0,0.0
2022-08-18 00:00:00+00:00,,,,0.0,262,0.0,0.0
2022-08-19 00:00:00+00:00,,,,0.0,36,0.0,0.0
2022-08-20 00:00:00+00:00,,,,0.0,53,0.0,0.0
2022-08-21 00:00:00+00:00,,,,0.0,30,0.0,0.0
2022-08-22 00:00:00+00:00,,,,0.0,4,0.0,0.0
2022-08-23 00:00:00+00:00,,,,0.0,60,0.0,0.0
2022-08-25 00:00:00+00:00,,,,0.0,25,0.0,0.0
2022-08-26 00:00:00+00:00,,,,0.0,77,0.0,0.0
2022-08-27 00:00:00+00:00,,,,0.0,19,0.0,0.0
2022-08-28 00:00:00+00:00,,,,0.0,10,0.0,0.0
2022-08-29 00:00:00+00:00,,,,0.0,110,0.0,0.0
2022-08-30 00:00:00+00:00,,,,0.0,18,0.0,0.0
2022-08-31 00:00:00+00:00,,,,0.0,21,0.0,0.0
2022-09-01 00:00:00+00:00,,,,0.0,178,0.0,0.0
2022-09-02 00:00:00+00:00,,,,0.0,177,0.0,0.0
2022-09-03 00:00:00+00:00,,,,0.0,152,0.0,0.0
2022-09-04 00:00:00+00:00,,,,0.0,123,0.0,0.0
2022-09-05 00:00:00+00:00,,,,0.0,34,0.0,0.0
2022-09-06 00:00:00+00:00,,,,0.0,302,0.0,0.0
2022-09-07 00:00:00+00:00,,,,0.0,38,0.0,0.0
2022-09-08 00:00:00+00:00,,,,0.0,177,0.0,0.0
2022-09-09 00:00:00+00:00,,,,0.0,35,0.0,0.0
2022-09-10 00:00:00+00:00,,,,0.0,83,0.0,0.0
2022-09-11 00:00:00+00:00,,,,0.0,32,0.0,0.0
2022-09-12 00:00:00+00:00,,,,0.0,62,0.0,0.0
2022-09-13 00:00:00+00:00,,,,0.0,3,0.0,0.0
2022-09-15 00:00:00+00:00,,,,0.0,29,0.0,0.0
2022-09-16 00:00:00+00:00,,,,0.0,76,0.0,0.0
2022-09-17 00:00:00+00:00,,,,0.0,36,0.0,0.0
2022-09-18 00:00:00+00:00,,,,0.0,77,0.0,0.0
2022-09-19 00:00:00+00:00,,,,0.0,133,0.0,0.0
2022-09-20 00:00:00+00:00,,,,0.0,105,0.0,0.0
2022-09-21 00:00:00+00:00,,,,0.0,227,0.0,0.0
2022-09-22 00:00:00+00:00,,,,0.0,17,0.0,0.0
2022-09-23 00:00:00+00:00,,,,0.0,25,0.0,0.0
2022-09-24 00:00:00+00:00,,,,0.0,85,0.0,0.0
2022-09-25 00:00:00+00:00,,,,0.0,26,0.0,0.0
2022-09-27 00:00:00+00:00,,,,0.0,373,0.0,0.0
2022-09-28 00:00:00+00:00,,,,0.0,22,0.0,0.0
2022-09-29 00:00:00+00:00,,,,0.0,206,0.0,0.0
2022-09-30 00:00:00+00:00,,,,0.0,235,0.0,0.0
2022-10-01 00:00:00+00:00,,,,0.0,97,0.0,0.0
2022-10-02 00:00:00+00:00,,,,0.0,44,0.0,0.0
2022-10-03 00:00:00+00:00,,,,0.0,5,0.0,0.0
2022-10-04 00:00:00+00:00,,,,0.0,50,0.0,0.0
2022-10-05 00:00:00+00:00,,,,0.0,60,0.0,0.0
2022-10-06 00:00:00+00:00,,,,0.0,3,0.0,0.0
2022-10-07 00:00:00+00:00,,,,0.0,14,0.0,0.0
2022-10-08 00:00:00+00:00,,,,0.0,134,0.0,0.0
2022-10-10 00:00:00+00:00,,,,0.0,22,0.0,0.0
2022-10-11 00:00:00+00:00,,,,0.0,27,0.0,0.0
2022-10-12 00:00:00+00:00,,,,0.0,3,0.0,0.0
2022-10-13 00:00:00+00:00,,,,0.0,122,0.0,0.0
2022-10-14 00:00:00+00:00,,,,0.0,32,0.0,0.0
2022-10-15 00:00:00+00:00,,,,0.0,14,0.0,0.0
2022-10-16 00:00:00+00:00,,,,0.0,1392,0.0,0.0
2022-10-17 00:00:00+00:00,,,,0.0,827,0.0,0.0
2022-10-18 00:00:00+00:00,,,,0.0,125,0.0,0.0
2022-10-19 00:00:00+00:00,,,,0.0,29,0.0,0.0
2022-10-20 00:00:00+00:00,,,,0.0,277,0.0,0.0
2022-10-21 00:00:00+00:00,,,,0.0,179,0.0,0.0
2022-10-22 00:00:00+00:00,,,,0.0,8,0.0,0.0
2022-10-23 00:00:00+00:00,,,,0.0,82,0.0,0.0
2022-10-24 00:00:00+00:00,,,,0.0,6,0.0,0.0
2022-10-25 00:00:00+00:00,,,,0.0,4,0.0,0.0
2022-10-26 00:00:00+00:00,,,,0.0,42,0.0,0.0
2022-10-27 00:00:00+00:00,,,,0.0,119,0.0,0.0
2022-10-28 00:00:00+00:00,,,,0.0,163,0.0,0.0
2022-10-29 00:00:00+00:00,,,,0.0,147,0.0,0.0
2022-10-30 00:00:00+00:00,,,,0.0,22,0.0,0.0
2022-10-31 00:00:00+00:00,,,,0.0,149,0.0,0.0
2022-11-01 00:00:00+00:00,,,,0.0,62,0.0,0.0
2022-11-02 00:00:00+00:00,,,,0.0,126,0.0,0.0
2022-11-03 00:00:00+00:00,,,,0.0,125,0.0,0.0
2022-11-04 00:00:00+00:00,,,,0.0,133,0.0,0.0
2022-11-05 00:00:00+00:00,,,,0.0,214,0.0,0.0
2022-11-07 00:00:00+00:00,,,,0.0,174,0.0,0.0
2022-11-08 00:00:00+00:00,,,,0.0,741,0.0,0.0
2022-11-09 00:00:00+00:00,,,,0.0,384,0.0,0.0
2022-11-10 00:00:00+00:00,,,,0.0,41,0.0,0.0
2022-11-11 00:00:00+00:00,,,,0.0,339,0.0,0.0
2022-11-12 00:00:00+00:00,,,,0.0,399,0.0,0.0
2022-11-13 00:00:00+00:00,,,,0.0,133,0.0,0.0
2022-11-14 00:00:00+00:00,,,,0.0,112,0.0,0.0
2022-11-15 00:00:00+00:00,,,,0.0,130,0.0,0.0
2022-11-16 00:00:00+00:00,,,,0.0,41,0.0,0.0
2022-11-17 00:00:00+00:00,,,,0.0,23,0.0,0.0
2022-11-18 00:00:00+00:00,,,,0.0,3,0.0,0.0
2022-11-19 00:00:00+00:00,,,,0.0,115,0.0,0.0
2022-11-20 00:00:00+00:00,,,,0.0,118,0.0,0.0
2022-11-21 00:00:00+00:00,,,,0.0,168,0.0,0.0
2022-11-22 00:00:00+00:00,,,,0.0,80,0.0,0.0
2022-11-23 00:00:00+00:00,,,,0.0,21,0.0,0.0
2022-11-24 00:00:00+00:00,,,,0.0,6,0.0,0.0
2022-11-25 00:00:00+00:00,,,,0.0,861,0.0,0.0
2022-11-26 00:00:00+00:00,,,,0.0,18,0.0,0.0
2022-11-27 00:00:00+00:00,,,,0.0,126,0.0,0.0
2022-11-28 00:00:00+00:00,,,,0.0,74,0.0,0.0
2022-11-29 00:00:00+00:00,,,,0.0,27,0.0,0.0
2022-11-30 00:00:00+00:00,,,,0.0,170,0.0,0.0
2022-12-01 00:00:00+00:00,,,,0.0,26,0.0,0.0
2022-12-02 00:00:00+00:00,,,,0.0,248,0.0,0.0
2022-12-03 00:00:00+00:00,,,,0.0,42,0.0,0.0
2022-12-04 00:00:00+00:00,,,,0.0,15,0.0,0.0
2022-12-05 00:00:00+00:00,,,,0.0,45,0.0,0.0
2022-12-06 00:00:00+00:00,,,,0.0,110,0.0,0.0
2022-12-07 00:00:00+00:00,,,,0.0,59,0.0,0.0
2022-12-08 00:00:00+00:00,,,,0.0,115,0.0,0.0
2022-12-09 00:00:00+00:00,,,,0.0,47,0.0,0.0
2022-12-10 00:00:00+00:00,,,,0.0,40,0.0,0.0
2022-12-11 00:00:00+00:00,,,,0.0,11,0.0,0.0
2022-12-12 00:00:00+00:00,,,,0.0,22,0.0,0.0
2022-12-13 00:00:00+00:00,,,,0.0,40,0.0,0.0
2022-12-14 00:00:00+00:00,,,,0.0,34,0.0,0.0
2022-12-15 00:00:00+00:00,,,,0.0,15,0.0,0.0
2022-12-16 00:00:00+00:00,,,,0.0,12,0.0,0.0
2022-12-17 00:00:00+00:00,,,,0.0,26,0.0,0.0
2022-12-18 00:00:00+00:00,,,,0.0,34,0.0,0.0
2022-12-19 00:00:00+00:00,,,,0.0,12,0.0,0.0
2022-12-20 00:00:00+00:00,,,,0.0,24,0.0,0.0
2022-12-21 00:00:00+00:00,,,,0.0,28,0.0,0.0
2022-12-22 00:00:00+00:00,,,,0.0,81,0.0,0.0
2022-12-23 00:00:00+00:00,,,,0.0,9,0.0,0.0
2022-12-24 00:00:00+00:00,,,,0.0,85,0.0,0.0
2022-12-25 00:00:00+00:00,,,,0.0,38,0.0,0.0
2022-12-26 00:00:00+00:00,,,,0.0,71,0.0,0.0
2022-12-27 00:00:00+00:00,,,,0.0,134,0.0,0.0
2022-12-28 00:00:00+00:00,,,,0.0,24,0.0,0.0
2022-12-29 00:00:00+00:00,,,,0.0,12,0.0,0.0
2022-12-30 00:00:00+00:00,,,,0.0,30,0.0,0.0
2022-12-31 00:00:00+00:00,,,,0.0,12,0.0,0.0
2023-01-01 00:00:00+00:00,,,,0.0,29,0.0,0.0
2023-01-02 00:00:00+00:00,,,,0.0,1,0.0,0.0
2023-01-03 00:00:00+00:00,,,,0.0,9,0.0,0.0
2023-01-04 00:00:00+00:00,,,,0.0,162,0.0,0.0
2023-01-05 00:00:00+00:00,,,,0.0,106,0.0,0.0
2023-01-06 00:00:00+00:00,,,,0.0,37,0.0,0.0
2023-01-07 00:00:00+00:00,,,,0.0,26,0.0,0.0
2023-01-08 00:00:00+00:00,,,,0.0,5,0.0,0.0
2023-01-09 00:00:00+00:00,,,,0.0,59,0.0,0.0
2023-01-10 00:00:00+00:00,,,,0.0,35,0.0,0.0
2023-01-11 00:00:00+00:00,,,,0.0,19,0.0,0.0
2023-01-12 00:00:00+00:00,,,,0.0,128,0.0,0.0
2023-01-13 00:00:00+00:00,,,,0.0,516,0.0,0.0
2023-01-14 00:00:00+00:00,,,,0.0,396,0.0,0.0
2023-01-15 00:00:00+00:00,,,,0.0,52,0.0,0.0
2023-01-16 00:00:00+00:00,,,,0.0,62,0.0,0.0
2023-01-17 00:00:00+00:00,,,,0.0,105,0.0,0.0
2023-01-18 00:00:00+00:00,,,,0.0,30,0.0,0.0
2023-01-19 00:00:00+00:00,,,,0.0,186,0.0,0.0
2023-01-20 00:00:00+00:00,,,,0.0,35,0.0,0.0
2023-01-21 00:00:00+00:00,,,,0.0,107,0.0,0.0
2023-01-22 00:00:00+00:00,,,,0.0,36,0.0,0.0
2023-01-23 00:00:00+00:00,,,,0.0,25,0.0,0.0
2023-01-24 00:00:00+00:00,,,,0.0,128,0.0,0.0
2023-01-25 00:00:00+00:00,,,,0.0,180,0.0,0.0
2023-01-26 00:00:00+00:00,,,,0.0,9,0.0,0.0
2023-01-27 00:00:00+00:00,,,,0.0,19386,0.0,0.0
2023-01-28 00:00:00+00:00,,,,0.0,54634,0.0,0.0
2023-01-29 00:00:00+00:00,,,,0.0,20217,0.0,0.0
2023-01-30 00:00:00+00:00,,,,0.0,3416,0.0,0.0
2023-01-31 00:00:00+00:00,,,,0.0,2136,0.0,0.0
2023-02-01 00:00:00+00:00,,,,0.0,2376,0.0,0.0
2023-02-02 00:00:00+00:00,,,,0.0,13334,0.0,0.0
2023-02-03 00:00:00+00:00,,,,0.0,5914,0.0,0.0
2023-02-04 00:00:00+00:00,,,,0.0,4506,0.0,0.0
2023-02-05 00:00:00+00:00,,,,0.0,2274,0.0,0.0
2023-02-06 00:00:00+00:00,,,,0.0,1717,0.0,0.0
2023-02-07 00:00:00+00:00,,,,0.0,2725,0.0,0.0
2023-02-08 00:00:00+00:00,,,,0.0,8749,0.0,0.0
2023-02-09 00:00:00+00:00,,,,0.0,49351,0.0,0.0
2023-02-10 00:00:00+00:00,,,,0.0,49458,0.0,0.0
2023-02-11 00:00:00+00:00,,,,0.0,34462,0.0,0.0
2023-02-12 00:00:00+00:00,,,,0.0,11982,0.0,0.0
2023-02-13 00:00:00+00:00,,,,0.0,37115,0.0,0.0
2023-02-14 00:00:00+00:00,,,,0.0,19720,0.0,0.0
2023-02-15 00:00:00+00:00,,,,0.0,15405,0.0,0.0
2023-02-16 00:00:00+00:00,,,,0.0,27120,0.0,0.0
2023-02-17 00:00:00+00:00,,,,0.0,164818,0.0,0.0
2023-02-18 00:00:00+00:00,,,,0.0,345117,0.0,0.0
2023-02-19 00:00:00+00:00,,,,0.0,905689,0.0,0.0
2023-02-20 00:00:00+00:00,,,,0.0,868881,0.0,0.0
2023-02-21 00:00:00+00:00,,,,0.0,554793,0.0,0.0
2023-02-22 00:00:00+00:00,,,,0.0,336973,0.0,0.0
2023-02-23 00:00:00+00:00,,,,0.0,569700,0.0,0.0
