,XMR
LOOK,3.136596466138261e-42
QBC,1.5308862058318565e-07
XEM,1.560117435618839e-07
TRST,2.0565459953464084e-07
SILK,8.198289454745242e-06
LTCR,2.1805828407353015e-05
IBANK,7.738149418356886e-05
ACES,0.0001662265070965
XRP,0.0002369729127347
SWING,0.00043607131030039996
ZET,0.00050020724239255
IMS,0.00059864981789815
ARK,0.00066160584795255
LOG,0.00066697077613355
RLC,0.0007964771410717501
IFC,0.00112633274971075
BAT,0.00116155809529505
BITS,0.0013575737677156
GRS,0.00145914491052135
VAL,0.0015435774510674499
USDT,0.0016728880080661
PUT,0.0017078979984422
NAV,0.00217843324228835
OPAL,0.00268716340612665
VIDZ,0.0030037472468982997
LTC,0.00505713632860525
XTO,0.0071962415713858
MOTO,0.0077002790814684995
C2,0.010974347121463252
RBT,0.011036832223358349
CJ,0.011428590943662751
HBD,0.012677858815712751
NEWB,0.0133829544267495
XHI,0.013635163359181551
XMS,0.013702553697050299
UNIT,0.014131783560145751
ZUR,0.0146681615735295
TAJ,0.0147096379506016
CAB,0.01479038988143405
VEC2,0.01573634116043865
SLS,0.0172679932584851
XLM,0.017829997023934
DOGE,0.01828536301936905
WGR,0.019175705635820647
SKR,0.02019422243841705
QTUM,0.02094425605409645
DGB,0.02279667702554345
EVIL,0.023815222021676352
CARBON,0.02498668457600335
SYS,0.0271132395970578
XWC,0.0281359191747824
BTS,0.028141670421799152
PXI,0.0289257250922609
BCN,0.0290305796285384
KIN,0.030693578975942347
PPC,0.0321192587803702
GBYTE,0.034423477683484305
SKULL,0.0376224357362433
RRT,0.04417751858477225
DASH,0.04473011633980935
XDN,0.04611860548422694
KOBO,0.048762805126084954
ICON,0.049810766257292693
HVCO,0.052338958629473104
VLT,0.05859452231011275
MONA,0.059244053211722006
NMC,0.0597562745499977
NOBL,0.06906579696334705
SC,0.07322473673554225
PZM,0.07351243601560685
SPR,0.07402128821029025
TAB,0.0746619677946814
ZEC,0.08204554785032435
AE,0.086248292051379
WAVES,0.09175959468025835
ZCL,0.0934811364559437
ENT,0.0989177904646463
BERN,0.10308495380502014
BTC,0.10334264450956476
EUC,0.10736693445236264
JLP,0.11212035809567306
FRN,0.1160614629494506
DCR,0.11796299610828076
ETC,0.12082173033344304
SANDG,0.1240897942787255
ACOIN,0.1268397819140751
GNO,0.13069363360192465
CREVA,0.1455133275418387
XPX,0.15189640823374978
AV,0.15323633876770848
FIRO,0.15435150297021155
WYZ,0.1556486024515934
KMD,0.17911778207927453
ZEN,0.18154282554979329
KURT,0.18173670039311218
LSK,0.19315274676552308
GAS,0.19341181289137604
PLU,0.19546314669290943
EQB,0.1977084546003532
ARGUS,0.203005730476519
SWT,0.20591961324350583
LUNC,0.2065928997606779
TECH,0.22696685299223024
CETI,0.2281290519479634
AGRS,0.23039917846464547
VTC,0.2335873401885013
IOTA,0.23814524954387278
WBB,0.2627335077765529
IXC,0.26832788516261574
NXS,0.281570098849102
PAK,0.2844211806678528
SIB,0.28464457188340686
XCP,0.30437961110077383
XPM,0.3049021619109712
ZOOM,0.31229344041443785
LUN,0.31490483448088447
BLU,0.3190056081819981
POST,0.3250011974684526
ANT,0.3326937646912955
ADC,0.33766238517716474
XPY,0.33976547273866187
START,0.3464006031034629
ADZ,0.3499049117196257
DEM,0.3581769631036873
PIVX,0.37695506804174844
DCY,0.3827038119121118
EDRC,0.40690519655016777
SIGNA,0.41280376491282794
BTB,0.41567074003757876
ETH,0.43547532229906305
STEEM,0.43827180085133666
MAY,0.45986050492426556
BLK,0.4726055432254586
2GIVE,0.4765494687776601
CYT,0.4768083862033066
RBY,0.4788459676141883
42,0.47984850660477707
MAID,0.48594286075815907
ZER,0.49371716356458845
VERI,0.5064747985613908
SXC,0.5186881038974314
MCN,0.5359507839521798
CKC,0.5363621637232273
BCDN,0.5390530256182677
ICOB,0.541232689615355
DCT,0.5481380063784339
AXIOM,0.5490340825287724
RBIES,0.5529201297533315
PXC,0.5699172198395162
HUSH,0.5744842438252438
AMS,0.5852039253198041
FRC,0.5901222479161784
MST,0.5960196331176296
XPTX,0.5972602930123184
CF,0.6002879214827279
LAMB,0.602715240943034
CRW,0.6035598478459302
ZENI,0.6094886199847646
HBN,0.635115070089395
BLAZR,0.6449706547707785
OZO,0.6468560396596441
LBC,0.6690454686230074
GLC,0.6723982113910846
CSC,0.7132985144109285
EFL,0.7266302530001583
SNRG,0.732895773556299
BSTY,0.7396241263703633
LDOGE,0.7421972689847904
TES,0.7452799860350776
DGC,0.7662587384351831
FTC,0.7717555599038644
COOL,0.7739643721634655
CLAM,0.7843524732796086
LMC,0.7863806747937654
XQN,0.7864664901396141
NETKO,0.7903682367749031
BRIT,0.8034603132136833
PHR,0.8065175252130554
HMQ,0.8153080136155065
INF,0.8265392132848383
CLOAK,0.8403971129665084
ALIAS,0.8447748681670573
PKB,0.8511341059836672
BTCS,0.8630481215714578
NVC,0.8686373326000907
CLUB,0.8724153424602008
QTZ,0.8835642418056739
ZYD,0.8867071713359629
WINGS,0.8879766073121552
AMBER,0.8896411854965712
BS,0.8910604086139742
FOREX,0.8938686381741752
RDD,0.9027227184324904
CANN,0.9077168291849207
POT,0.9105158114653766
SWIFT,0.9226048292287294
MNTC,0.9246413541171223
LANA,0.926223195281238
IRL,0.9274309436421584
WC,0.9392343833555423
PTOY,0.94018823554903
PASC,0.9419257888533701
ILC,0.9517702364406226
XBY,0.9606095861274031
GCC,0.968868232801666
XST,0.9724514873127251
OK,0.9854857403763655
PIE,0.9887854186163234
SONG,0.9895208153218612
XBC,0.9922262738337083
BOLI,0.9942635376905126
BIS,0.9961949347195815
BTA,0.9969789692999839
