TIMESTAMP,MARI33348_OPEN_PRICE_USD,MARI33348_HIGH_PRICE_USD,MARI33348_LOW_PRICE_USD,MARI33348_CLOSE_PRICE_USD,MARI33348_VOLUME_USD,MARI33348_DIVIDENDS_USD,MARI33348_STOCK_SPLITS_USD
2024-10-28 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3443,0.0,0.0
2024-10-29 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9035,0.0,0.0
2024-10-30 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,130,0.0,0.0
2024-10-31 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3869,0.0,0.0
2024-11-01 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1551,0.0,0.0
2024-11-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,6063,0.0,0.0
2024-11-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,171,0.0,0.0
2024-11-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2479,0.0,0.0
2024-11-05 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,77,0.0,0.0
2024-11-06 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,548,0.0,0.0
2024-11-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,4354,0.0,0.0
2024-11-08 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,6195,0.0,0.0
2024-11-09 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,19992,0.0,0.0
2024-11-10 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,5312,0.0,0.0
2024-11-11 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,14694,0.0,0.0
2024-11-12 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,10344,0.0,0.0
2024-11-13 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,4083,0.0,0.0
2024-11-14 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,6092,0.0,0.0
2024-11-15 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,12411,0.0,0.0
2024-11-16 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,10632,0.0,0.0
2024-11-17 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9649,0.0,0.0
2024-11-18 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,4495,0.0,0.0
2024-11-19 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,4785,0.0,0.0
2024-11-20 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,7120,0.0,0.0
2024-11-21 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2717,0.0,0.0
2024-11-22 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3423,0.0,0.0
2024-11-23 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2260,0.0,0.0
2024-11-24 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,4627,0.0,0.0
2024-11-25 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3596,0.0,0.0
2024-11-26 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2008,0.0,0.0
2024-11-27 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2844,0.0,0.0
2024-11-28 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2698,0.0,0.0
2024-11-29 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2486,0.0,0.0
2024-11-30 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2966,0.0,0.0
2024-12-01 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2437,0.0,0.0
2024-12-02 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1086,0.0,0.0
2024-12-03 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,5887,0.0,0.0
2024-12-04 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,10284,0.0,0.0
2024-12-05 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2086,0.0,0.0
2024-12-06 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,1852,0.0,0.0
2024-12-07 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,5456,0.0,0.0
2024-12-08 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,3346,0.0,0.0
2024-12-09 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,672,0.0,0.0
2024-12-10 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,6609,0.0,0.0
2024-12-11 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,2362,0.0,0.0
2024-12-12 00:00:00+00:00,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,9.999999974752427e-07,8721,0.0,0.0
2024-12-13 00:00:00+00:00,,,,0.0,4662,0.0,0.0
2024-12-14 00:00:00+00:00,,,,0.0,189,0.0,0.0
2024-12-15 00:00:00+00:00,,,,0.0,3194,0.0,0.0
2024-12-16 00:00:00+00:00,,,,0.0,5147,0.0,0.0
2024-12-17 00:00:00+00:00,,,,0.0,751,0.0,0.0
2024-12-18 00:00:00+00:00,,,,0.0,887,0.0,0.0
2024-12-19 00:00:00+00:00,,,,0.0,2157,0.0,0.0
2024-12-20 00:00:00+00:00,,,,0.0,295,0.0,0.0
2024-12-21 00:00:00+00:00,,,,0.0,639,0.0,0.0
2024-12-22 00:00:00+00:00,,,,0.0,1226,0.0,0.0
2024-12-23 00:00:00+00:00,,,,0.0,459,0.0,0.0
2024-12-24 00:00:00+00:00,,,,0.0,1,0.0,0.0
2024-12-25 00:00:00+00:00,,,,0.0,416,0.0,0.0
2024-12-26 00:00:00+00:00,,,,0.0,29,0.0,0.0
2024-12-27 00:00:00+00:00,,,,0.0,1016,0.0,0.0
2024-12-28 00:00:00+00:00,,,,0.0,525,0.0,0.0
2024-12-29 00:00:00+00:00,,,,0.0,469,0.0,0.0
2024-12-30 00:00:00+00:00,,,,0.0,271,0.0,0.0
2024-12-31 00:00:00+00:00,,,,0.0,380,0.0,0.0
2025-01-01 00:00:00+00:00,,,,0.0,633,0.0,0.0
2025-01-02 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-01-03 00:00:00+00:00,,,,0.0,22,0.0,0.0
2025-01-04 00:00:00+00:00,,,,0.0,417,0.0,0.0
2025-01-05 00:00:00+00:00,,,,0.0,4595,0.0,0.0
2025-01-06 00:00:00+00:00,,,,0.0,82,0.0,0.0
2025-01-07 00:00:00+00:00,,,,0.0,3647,0.0,0.0
2025-01-08 00:00:00+00:00,,,,0.0,258,0.0,0.0
2025-01-09 00:00:00+00:00,,,,0.0,1887,0.0,0.0
2025-01-10 00:00:00+00:00,,,,0.0,394,0.0,0.0
2025-01-12 00:00:00+00:00,,,,0.0,49,0.0,0.0
2025-01-13 00:00:00+00:00,,,,0.0,657,0.0,0.0
2025-01-14 00:00:00+00:00,,,,0.0,1534,0.0,0.0
2025-01-15 00:00:00+00:00,,,,0.0,348,0.0,0.0
2025-01-16 00:00:00+00:00,,,,0.0,198,0.0,0.0
2025-01-17 00:00:00+00:00,,,,0.0,8647,0.0,0.0
2025-01-18 00:00:00+00:00,,,,0.0,418,0.0,0.0
2025-01-19 00:00:00+00:00,,,,0.0,761,0.0,0.0
2025-01-20 00:00:00+00:00,,,,0.0,391,0.0,0.0
2025-01-21 00:00:00+00:00,,,,0.0,152,0.0,0.0
2025-01-22 00:00:00+00:00,,,,0.0,393,0.0,0.0
2025-01-23 00:00:00+00:00,,,,0.0,321,0.0,0.0
2025-01-24 00:00:00+00:00,,,,0.0,60,0.0,0.0
2025-01-25 00:00:00+00:00,,,,0.0,950,0.0,0.0
2025-01-26 00:00:00+00:00,,,,0.0,5472,0.0,0.0
2025-01-27 00:00:00+00:00,,,,0.0,3971,0.0,0.0
2025-01-28 00:00:00+00:00,,,,0.0,796,0.0,0.0
2025-01-29 00:00:00+00:00,,,,0.0,136,0.0,0.0
2025-01-30 00:00:00+00:00,,,,0.0,483,0.0,0.0
2025-01-31 00:00:00+00:00,,,,0.0,206,0.0,0.0
2025-02-01 00:00:00+00:00,,,,0.0,186,0.0,0.0
2025-02-02 00:00:00+00:00,,,,0.0,1521,0.0,0.0
2025-02-03 00:00:00+00:00,,,,0.0,1011,0.0,0.0
2025-02-04 00:00:00+00:00,,,,0.0,154,0.0,0.0
2025-02-05 00:00:00+00:00,,,,0.0,20,0.0,0.0
2025-02-06 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-02-07 00:00:00+00:00,,,,0.0,57,0.0,0.0
2025-02-08 00:00:00+00:00,,,,0.0,203,0.0,0.0
2025-02-12 00:00:00+00:00,,,,0.0,170,0.0,0.0
2025-02-13 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-02-14 00:00:00+00:00,,,,0.0,21,0.0,0.0
2025-02-15 00:00:00+00:00,,,,0.0,10,0.0,0.0
2025-02-17 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-02-19 00:00:00+00:00,,,,0.0,21,0.0,0.0
2025-02-20 00:00:00+00:00,,,,0.0,78,0.0,0.0
2025-02-21 00:00:00+00:00,,,,0.0,189,0.0,0.0
2025-02-22 00:00:00+00:00,,,,0.0,6,0.0,0.0
2025-02-24 00:00:00+00:00,,,,0.0,8,0.0,0.0
2025-02-25 00:00:00+00:00,,,,0.0,25,0.0,0.0
2025-02-26 00:00:00+00:00,,,,0.0,593,0.0,0.0
2025-04-17 00:00:00+00:00,,,,0.0,1620,0.0,0.0
2025-04-19 00:00:00+00:00,,,,0.0,10707,0.0,0.0
2025-04-20 00:00:00+00:00,,,,0.0,11087,0.0,0.0
2025-04-23 00:00:00+00:00,,,,0.0,99,0.0,0.0
2025-04-24 00:00:00+00:00,,,,0.0,135,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,3,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,1,0.0,0.0
2025-06-01 00:00:00+00:00,8.478906465825276e-08,8.478906465825276e-08,8.013400787376668e-08,8.117547878327969e-08,596,0.0,0.0
