,XRP
XLM,0.7125864445464403
ETH,0.609744751853452
LTC,0.5910838683732974
ETC,0.5549723185037421
BTC,0.5370891506526684
QTUM,0.5352560792926909
DASH,0.5271939857718618
MIOTA,0.522626732395095
ZEC,0.4847704111197879
BAT,0.4776074820304609
DOGE,0.4642513254724306
DGB,0.440700595594933
XMR,0.4341014560938039
XEM,0.4202082764398998
BTS,0.4035548694265055
GNO,0.3858256879038258
WAVES,0.3779979783149724
LSK,0.3678967756747625
ZEN,0.3674806805118411
SC,0.3647023517904922
ANT,0.354617103803628
STEEM,0.3475072211632922
KMD,0.339908506213983
LUNC,0.3369979456551964
RLC,0.3325504318692776
PIVX,0.32359814588438
SYS,0.3141776199768537
DCR,0.3114188395452474
FIRO,0.3079249962319428
GAS,0.2970402027290784
ARK,0.2861379942314893
