,XRP
XLM,0.7902275313615337
ETH,0.7286661347768417
LTC,0.7139470737329007
QTUM,0.6896150469950624
BTC,0.6790888374346516
MIOTA,0.673008312017554
ETC,0.6686704849753766
DASH,0.6576489481810501
XEM,0.6294671542229631
ZEC,0.6253333188549562
BAT,0.6197097646649371
DOGE,0.6116353263841897
GNO,0.5837634956921455
DGB,0.5833018538204375
XMR,0.5787702475642664
SC,0.5689192751074619
LSK,0.5615979030528704
SYS,0.5517125754996117
ZEN,0.5498274843916007
WAVES,0.5473577086829071
BTS,0.5467702823534211
STEEM,0.5350274200888827
FIRO,0.5329787567788592
KMD,0.5299765285774071
GAS,0.5265730525787531
RLC,0.5159752932298712
LUNC,0.5156590673509465
ANT,0.515488675991321
DCR,0.50542846868134
PIVX,0.4804928174007131
ARK,0.4346105306597026
