TIMESTAMP,BURN19755_OPEN_PRICE_USD,BURN19755_HIGH_PRICE_USD,BURN19755_LOW_PRICE_USD,BURN19755_CLOSE_PRICE_USD,BURN19755_VOLUME_USD,BURN19755_DIVIDENDS_USD,BURN19755_STOCK_SPLITS_USD
2022-04-26 00:00:00+00:00,8.900000102585182e-05,8.900000102585182e-05,6.900000153109431e-05,7.000000186963007e-05,277833,0.0,0.0
2022-04-27 00:00:00+00:00,7.000000186963007e-05,8.099999831756577e-05,6.800000119255856e-05,7.599999662488699e-05,231508,0.0,0.0
2022-04-28 00:00:00+00:00,7.599999662488699e-05,7.899999764049426e-05,7.300000288523734e-05,7.400000322377309e-05,84115,0.0,0.0
2022-04-29 00:00:00+00:00,7.400000322377309e-05,7.400000322377309e-05,5.6000000768108293e-05,5.8000001445179805e-05,186234,0.0,0.0
2022-04-30 00:00:00+00:00,5.8000001445179805e-05,6.0999998822808266e-05,5.500000042957254e-05,5.500000042957254e-05,81288,0.0,0.0
2022-05-01 00:00:00+00:00,5.500000042957254e-05,5.700000110664405e-05,5.400000009103678e-05,5.700000110664405e-05,63303,0.0,0.0
2022-05-02 00:00:00+00:00,5.700000110664405e-05,5.8000001445179805e-05,5.400000009103678e-05,5.500000042957254e-05,40264,0.0,0.0
2022-05-03 00:00:00+00:00,5.500000042957254e-05,5.8000001445179805e-05,5.400000009103678e-05,5.6000000768108293e-05,80369,0.0,0.0
2022-05-04 00:00:00+00:00,5.6000000768108293e-05,6.199999916134402e-05,5.6000000768108293e-05,6.0999998822808266e-05,42653,0.0,0.0
2022-05-05 00:00:00+00:00,6.0999998822808266e-05,6.500000017695129e-05,5.8000001445179805e-05,5.8000001445179805e-05,57964,0.0,0.0
2022-05-06 00:00:00+00:00,5.8000001445179805e-05,5.8000001445179805e-05,5.500000042957254e-05,5.500000042957254e-05,27098,0.0,0.0
2022-05-07 00:00:00+00:00,5.500000042957254e-05,5.500000042957254e-05,5.199999941396527e-05,5.2999999752501026e-05,15034,0.0,0.0
2022-05-08 00:00:00+00:00,5.2999999752501026e-05,5.2999999752501026e-05,4.600000102072954e-05,4.600000102072954e-05,44163,0.0,0.0
2022-05-09 00:00:00+00:00,4.600000102072954e-05,4.70000013592653e-05,3.9999998989515007e-05,3.9999998989515007e-05,82534,0.0,0.0
2022-05-10 00:00:00+00:00,3.9999998989515007e-05,4.099999932805076e-05,3.5000000934815034e-05,3.7000001611886546e-05,121819,0.0,0.0
2022-05-11 00:00:00+00:00,3.7000001611886546e-05,3.899999865097925e-05,2.5999999706982635e-05,2.5999999706982635e-05,91714,0.0,0.0
2022-05-12 00:00:00+00:00,2.5999999706982635e-05,3.400000059627928e-05,1.8000000636675395e-05,2.499999936844688e-05,113677,0.0,0.0
2022-05-13 00:00:00+00:00,2.499999936844688e-05,3.099999958067201e-05,2.2000000171829015e-05,3.099999958067201e-05,144649,0.0,0.0
2022-05-14 00:00:00+00:00,3.099999958067201e-05,3.199999991920777e-05,2.9000000722589903e-05,2.9000000722589903e-05,74229,0.0,0.0
2022-05-15 00:00:00+00:00,2.9000000722589903e-05,3.099999958067201e-05,2.9000000722589903e-05,2.9999999242136255e-05,78717,0.0,0.0
2022-05-16 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.9000000722589903e-05,2.9000000722589903e-05,70362,0.0,0.0
