TIMESTAMP,BRAINROT_OPEN_PRICE_USD,BRAINROT_HIGH_PRICE_USD,BRAINROT_LOW_PRICE_USD,BRAINROT_CLOSE_PRICE_USD,BRAINROT_VOLUME_USD,BRAINROT_DIVIDENDS_USD,BRAINROT_STOCK_SPLITS_USD
2025-05-21 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,0,0.0,0.0
2025-05-22 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,0,0.0,0.0
2025-05-23 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,0,0.0,0.0
2025-05-24 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,0,0.0,0.0
2025-05-25 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,0,0.0,0.0
2025-05-26 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,0,0.0,0.0
2025-05-27 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,7.000000096013537e-06,0,0.0,0.0
2025-05-28 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,4.999999873689376e-06,7.000000096013537e-06,0,0.0,0.0
2025-05-29 00:00:00+00:00,7.000000096013537e-06,7.000000096013537e-06,6.000000212225132e-06,6.000000212225132e-06,0,0.0,0.0
2025-05-30 00:00:00+00:00,6.000000212225132e-06,6.000000212225132e-06,4.999999873689376e-06,4.999999873689376e-06,0,0.0,0.0
2025-05-31 00:00:00+00:00,4.999999873689376e-06,9.999999747378752e-06,4.999999873689376e-06,9.999999747378752e-06,2038,0.0,0.0
2025-06-01 00:00:00+00:00,9.811352356337011e-06,1.1259182429057546e-05,9.270976079278626e-06,9.270976079278626e-06,3964,0.0,0.0
