TIMESTAMP,CAL28170_OPEN_PRICE_USD,CAL28170_HIGH_PRICE_USD,CAL28170_LOW_PRICE_USD,CAL28170_CLOSE_PRICE_USD,CAL28170_VOLUME_USD,CAL28170_DIVIDENDS_USD,CAL28170_STOCK_SPLITS_USD
2023-09-22 00:00:00+00:00,0.009460999630391598,0.014015999622642994,0.0028550000861287117,0.012868000194430351,5067538,0.0,0.0
2023-09-23 00:00:00+00:00,0.012868000194430351,0.04030299931764603,0.010499999858438969,0.0378279983997345,6117215,0.0,0.0
2023-09-24 00:00:00+00:00,0.0378279983997345,0.06668499857187271,0.027838999405503273,0.04264200106263161,9262402,0.0,0.0
2023-09-25 00:00:00+00:00,0.04196200147271156,0.06149600073695183,0.022684000432491302,0.03328299894928932,14966522,0.0,0.0
2023-09-26 00:00:00+00:00,0.03328299894928932,0.038366999477148056,0.01819399930536747,0.025784000754356384,7930619,0.0,0.0
2023-09-27 00:00:00+00:00,0.024894999340176582,0.05066800117492676,0.024890000000596046,0.03993700072169304,6166225,0.0,0.0
2023-09-28 00:00:00+00:00,0.03993900120258331,0.07337799668312073,0.03993900120258331,0.06105799973011017,7183776,0.0,0.0
2023-09-29 00:00:00+00:00,0.060718998312950134,0.07136499881744385,0.04648600146174431,0.048308998346328735,5774818,0.0,0.0
2023-09-30 00:00:00+00:00,0.04841399937868118,0.04895399883389473,0.034703001379966736,0.04329099878668785,4344339,0.0,0.0
2023-10-01 00:00:00+00:00,0.0432870015501976,0.05752100050449371,0.04199400171637535,0.05531100183725357,3244479,0.0,0.0
2023-10-02 00:00:00+00:00,0.05530799925327301,0.06377600133419037,0.03673899918794632,0.040445998311042786,4198045,0.0,0.0
2023-10-03 00:00:00+00:00,0.04044099897146225,0.042187001556158066,0.02865999937057495,0.02908799983561039,3277114,0.0,0.0
2023-10-04 00:00:00+00:00,0.029187999665737152,0.035374000668525696,0.02615099959075451,0.028970999643206596,3128218,0.0,0.0
