TIMESTAMP,LGCT_OPEN_PRICE_USD,LGCT_HIGH_PRICE_USD,LGCT_LOW_PRICE_USD,LGCT_CLOSE_PRICE_USD,LGCT_VOLUME_USD,LGCT_DIVIDENDS_USD,LGCT_STOCK_SPLITS_USD
2025-01-07 00:00:00+00:00,1.0036629438400269,1.387274980545044,0.7988830208778381,1.3123849630355835,452796,0.0,0.0
2025-01-08 00:00:00+00:00,1.3123849630355835,1.3536139726638794,1.0602469444274902,1.3146419525146484,303411,0.0,0.0
2025-01-09 00:00:00+00:00,1.3146419525146484,1.339601993560791,1.206845998764038,1.244773030281067,244707,0.0,0.0
2025-01-10 00:00:00+00:00,1.244773030281067,1.3291569948196411,1.207610011100769,1.2504609823226929,234381,0.0,0.0
2025-01-11 00:00:00+00:00,1.2504609823226929,1.3244450092315674,1.2193230390548706,1.279468059539795,101490,0.0,0.0
2025-01-12 00:00:00+00:00,1.279468059539795,1.2871559858322144,1.165004014968872,1.241165041923523,72942,0.0,0.0
2025-01-13 00:00:00+00:00,1.241165041923523,1.526263952255249,1.1852940320968628,1.2831120491027832,167990,0.0,0.0
2025-01-14 00:00:00+00:00,1.2831120491027832,1.3390519618988037,1.2009589672088623,1.269652009010315,106504,0.0,0.0
2025-01-15 00:00:00+00:00,1.269652009010315,1.3954880237579346,1.2118240594863892,1.3726500272750854,97854,0.0,0.0
2025-01-16 00:00:00+00:00,1.3726500272750854,1.4494010210037231,1.3498810529708862,1.417191982269287,102671,0.0,0.0
2025-01-17 00:00:00+00:00,1.417191982269287,1.45095694065094,1.3986719846725464,1.4001209735870361,98321,0.0,0.0
2025-01-18 00:00:00+00:00,1.4001209735870361,1.4002740383148193,1.266571044921875,1.2749500274658203,50153,0.0,0.0
2025-01-19 00:00:00+00:00,1.2749500274658203,1.2829029560089111,1.1936039924621582,1.2049520015716553,63199,0.0,0.0
2025-01-20 00:00:00+00:00,1.2049520015716553,1.2646980285644531,1.1879639625549316,1.1984440088272095,37776,0.0,0.0
2025-01-21 00:00:00+00:00,1.1984440088272095,1.2242430448532104,1.122223973274231,1.1992369890213013,42115,0.0,0.0
2025-01-22 00:00:00+00:00,1.1992369890213013,1.3709399700164795,1.1131030321121216,1.233821988105774,109185,0.0,0.0
2025-01-23 00:00:00+00:00,1.233821988105774,1.3473130464553833,1.188562035560608,1.2888050079345703,62000,0.0,0.0
2025-01-24 00:00:00+00:00,1.2888050079345703,1.3066450357437134,1.2560210227966309,1.2560210227966309,80844,0.0,0.0
2025-01-25 00:00:00+00:00,1.2560210227966309,1.3033859729766846,1.2558449506759644,1.274804949760437,30066,0.0,0.0
2025-01-26 00:00:00+00:00,1.274804949760437,1.364387035369873,1.2648990154266357,1.3006199598312378,39341,0.0,0.0
2025-01-27 00:00:00+00:00,1.3006199598312378,1.3134479522705078,1.186141014099121,1.2510470151901245,31398,0.0,0.0
2025-01-28 00:00:00+00:00,1.2510470151901245,1.2679840326309204,1.1998260021209717,1.2089370489120483,11694,0.0,0.0
2025-01-29 00:00:00+00:00,1.2089370489120483,1.2383099794387817,1.1913390159606934,1.2234950065612793,28104,0.0,0.0
2025-01-30 00:00:00+00:00,1.2234950065612793,1.3050520420074463,1.2028210163116455,1.2239630222320557,82743,0.0,0.0
2025-01-31 00:00:00+00:00,1.2239630222320557,1.2445919513702393,1.1999160051345825,1.225767970085144,70148,0.0,0.0
2025-02-01 00:00:00+00:00,1.225767970085144,1.2263710498809814,1.1920109987258911,1.2212669849395752,279553,0.0,0.0
2025-02-02 00:00:00+00:00,1.2212669849395752,1.2739249467849731,1.1561429500579834,1.2001080513000488,185184,0.0,0.0
2025-02-03 00:00:00+00:00,1.2001080513000488,1.219001054763794,1.1047229766845703,1.1510920524597168,2408762,0.0,0.0
2025-02-04 00:00:00+00:00,1.1510920524597168,1.2114280462265015,1.11018705368042,1.1241790056228638,5932962,0.0,0.0
2025-02-05 00:00:00+00:00,1.1241790056228638,1.1526249647140503,1.1082110404968262,1.1374189853668213,2599047,0.0,0.0
2025-02-06 00:00:00+00:00,1.1374189853668213,1.1592199802398682,1.1184539794921875,1.1304320096969604,21261,0.0,0.0
2025-02-07 00:00:00+00:00,1.1304320096969604,1.16069495677948,1.1152640581130981,1.1347039937973022,6735,0.0,0.0
2025-02-08 00:00:00+00:00,1.1347039937973022,1.1394009590148926,1.115211009979248,1.1152440309524536,3755,0.0,0.0
2025-02-09 00:00:00+00:00,1.1152440309524536,1.2170829772949219,1.0758119821548462,1.2072720527648926,32082,0.0,0.0
2025-02-10 00:00:00+00:00,1.2072720527648926,1.2383240461349487,1.1973570585250854,1.215155005455017,103744,0.0,0.0
2025-02-11 00:00:00+00:00,1.215155005455017,1.4101439714431763,1.209151029586792,1.395745038986206,297567,0.0,0.0
2025-02-12 00:00:00+00:00,1.396412968635559,1.42740797996521,1.3728569746017456,1.4056129455566406,374617,0.0,0.0
2025-02-13 00:00:00+00:00,1.4056129455566406,1.4466840028762817,1.3999279737472534,1.420145034790039,508123,0.0,0.0
2025-02-14 00:00:00+00:00,1.420145034790039,1.4987210035324097,1.3933639526367188,1.4407249689102173,550835,0.0,0.0
2025-02-15 00:00:00+00:00,1.4407249689102173,1.4607609510421753,1.4285390377044678,1.4425950050354004,520622,0.0,0.0
2025-02-16 00:00:00+00:00,1.4425950050354004,1.4559890031814575,1.4243890047073364,1.4394199848175049,588522,0.0,0.0
2025-02-17 00:00:00+00:00,1.4386579990386963,1.5081390142440796,1.4297540187835693,1.4718539714813232,725977,0.0,0.0
2025-02-18 00:00:00+00:00,1.4718539714813232,1.4774730205535889,1.4468950033187866,1.4609639644622803,815205,0.0,0.0
2025-02-19 00:00:00+00:00,1.4609639644622803,1.512868046760559,1.448644995689392,1.499032974243164,822898,0.0,0.0
2025-02-20 00:00:00+00:00,1.499032974243164,1.5395489931106567,1.4823789596557617,1.489462971687317,1096173,0.0,0.0
2025-02-21 00:00:00+00:00,1.4894529581069946,1.4969439506530762,1.482010006904602,1.485895037651062,749171,0.0,0.0
2025-02-22 00:00:00+00:00,1.485895037651062,1.4952869415283203,1.4802390336990356,1.4882049560546875,648776,0.0,0.0
2025-02-23 00:00:00+00:00,1.4882049560546875,1.4903600215911865,1.4784350395202637,1.4801280498504639,1139966,0.0,0.0
2025-02-24 00:00:00+00:00,1.4801280498504639,1.4931190013885498,1.4460500478744507,1.4793970584869385,1014565,0.0,0.0
2025-02-25 00:00:00+00:00,1.4793970584869385,1.482753038406372,1.4539300203323364,1.4751189947128296,1144302,0.0,0.0
2025-02-26 00:00:00+00:00,1.4625489711761475,1.4654079675674438,1.4504790306091309,1.4538880586624146,1384362,0.0,0.0
2025-02-27 00:00:00+00:00,1.4538880586624146,1.4604270458221436,1.4473949670791626,1.4600839614868164,1453170,0.0,0.0
2025-02-28 00:00:00+00:00,1.4600839614868164,1.4706699848175049,1.4545049667358398,1.468775987625122,1166712,0.0,0.0
2025-03-01 00:00:00+00:00,1.468775987625122,1.4817349910736084,1.4650599956512451,1.478026032447815,1093736,0.0,0.0
2025-03-02 00:00:00+00:00,1.478026032447815,1.602094054222107,1.475572943687439,1.5744800567626953,1067219,0.0,0.0
2025-03-03 00:00:00+00:00,1.5744800567626953,1.5799640417099,1.5472160577774048,1.5695990324020386,1372347,0.0,0.0
2025-03-04 00:00:00+00:00,1.5695990324020386,1.581995964050293,1.5438319444656372,1.5472209453582764,1193806,0.0,0.0
2025-03-05 00:00:00+00:00,1.5472209453582764,1.5681300163269043,1.5310560464859009,1.5324620008468628,1425397,0.0,0.0
2025-03-06 00:00:00+00:00,1.5324620008468628,1.6104480028152466,1.50485098361969,1.55794095993042,1452980,0.0,0.0
2025-03-07 00:00:00+00:00,1.55794095993042,1.55794095993042,1.5229519605636597,1.5406479835510254,1162151,0.0,0.0
2025-03-08 00:00:00+00:00,1.5406479835510254,1.5601149797439575,1.5357240438461304,1.552922010421753,1232802,0.0,0.0
2025-03-09 00:00:00+00:00,1.552922010421753,1.5627150535583496,1.5509450435638428,1.5572589635849,1279151,0.0,0.0
2025-03-10 00:00:00+00:00,1.5572589635849,1.5635900497436523,1.540374994277954,1.5553799867630005,1011237,0.0,0.0
2025-03-11 00:00:00+00:00,1.5553799867630005,1.6307170391082764,1.5496909618377686,1.6228359937667847,1192869,0.0,0.0
2025-03-12 00:00:00+00:00,1.6228359937667847,1.651242971420288,1.6128079891204834,1.6262550354003906,1047722,0.0,0.0
2025-03-13 00:00:00+00:00,1.6262550354003906,1.6332780122756958,1.6101479530334473,1.6178950071334839,1097685,0.0,0.0
2025-03-14 00:00:00+00:00,1.6178950071334839,1.6315230131149292,1.6172749996185303,1.6227840185165405,1122571,0.0,0.0
2025-03-15 00:00:00+00:00,1.6227840185165405,1.6298409700393677,1.617885947227478,1.6188700199127197,1125675,0.0,0.0
2025-03-16 00:00:00+00:00,1.6188700199127197,1.6237460374832153,1.609110951423645,1.6126439571380615,1060125,0.0,0.0
2025-03-17 00:00:00+00:00,1.6126439571380615,1.6469939947128296,1.588346004486084,1.6231169700622559,1058713,0.0,0.0
