TIMESTAMP,SIMPSON32430_OPEN_PRICE_USD,SIMPSON32430_HIGH_PRICE_USD,SIMPSON32430_LOW_PRICE_USD,SIMPSON32430_CLOSE_PRICE_USD,SIMPSON32430_VOLUME_USD,SIMPSON32430_DIVIDENDS_USD,SIMPSON32430_STOCK_SPLITS_USD
2024-07-26 00:00:00+00:00,,,,0.0,83904,0.0,0.0
2024-07-27 00:00:00+00:00,,,,0.0,293319,0.0,0.0
2024-07-28 00:00:00+00:00,,,,0.0,356578,0.0,0.0
2024-07-29 00:00:00+00:00,,,,0.0,24824,0.0,0.0
2024-07-30 00:00:00+00:00,,,,0.0,30966,0.0,0.0
2024-07-31 00:00:00+00:00,,,,0.0,20007,0.0,0.0
2024-08-01 00:00:00+00:00,,,,0.0,6788,0.0,0.0
2024-08-02 00:00:00+00:00,,,,0.0,4908,0.0,0.0
2024-08-03 00:00:00+00:00,,,,0.0,2084,0.0,0.0
2024-08-04 00:00:00+00:00,,,,0.0,1457,0.0,0.0
2024-08-05 00:00:00+00:00,,,,0.0,3044,0.0,0.0
2024-08-06 00:00:00+00:00,,,,0.0,19008,0.0,0.0
2024-08-07 00:00:00+00:00,,,,0.0,8779,0.0,0.0
2024-08-08 00:00:00+00:00,,,,0.0,17777,0.0,0.0
2024-08-09 00:00:00+00:00,,,,0.0,18951,0.0,0.0
2024-08-10 00:00:00+00:00,,,,0.0,12355,0.0,0.0
2024-08-11 00:00:00+00:00,,,,0.0,7447,0.0,0.0
2024-08-12 00:00:00+00:00,,,,0.0,6029,0.0,0.0
2024-08-13 00:00:00+00:00,,,,0.0,4913,0.0,0.0
2024-08-14 00:00:00+00:00,,,,0.0,5052,0.0,0.0
2024-08-15 00:00:00+00:00,,,,0.0,17670,0.0,0.0
2024-08-16 00:00:00+00:00,,,,0.0,3003,0.0,0.0
2024-08-17 00:00:00+00:00,,,,0.0,5781,0.0,0.0
2024-08-18 00:00:00+00:00,,,,0.0,3373,0.0,0.0
2024-08-19 00:00:00+00:00,,,,0.0,1666,0.0,0.0
2024-08-20 00:00:00+00:00,,,,0.0,1750,0.0,0.0
2024-08-21 00:00:00+00:00,,,,0.0,480,0.0,0.0
2024-08-22 00:00:00+00:00,,,,0.0,1452,0.0,0.0
2024-08-23 00:00:00+00:00,,,,0.0,3156,0.0,0.0
2024-08-24 00:00:00+00:00,,,,0.0,10001,0.0,0.0
2024-08-25 00:00:00+00:00,,,,0.0,4260,0.0,0.0
2024-08-26 00:00:00+00:00,,,,0.0,1773,0.0,0.0
2024-08-27 00:00:00+00:00,,,,0.0,2444,0.0,0.0
2024-08-28 00:00:00+00:00,,,,0.0,3308,0.0,0.0
2024-08-29 00:00:00+00:00,,,,0.0,2244,0.0,0.0
2024-08-30 00:00:00+00:00,,,,0.0,3297,0.0,0.0
2024-08-31 00:00:00+00:00,,,,0.0,402,0.0,0.0
2024-09-01 00:00:00+00:00,,,,0.0,915,0.0,0.0
2024-09-02 00:00:00+00:00,,,,0.0,543,0.0,0.0
2024-09-03 00:00:00+00:00,,,,0.0,1319,0.0,0.0
2024-09-04 00:00:00+00:00,,,,0.0,202,0.0,0.0
2024-09-05 00:00:00+00:00,,,,0.0,937,0.0,0.0
2024-09-06 00:00:00+00:00,,,,0.0,240,0.0,0.0
2024-09-07 00:00:00+00:00,,,,0.0,184,0.0,0.0
2024-09-08 00:00:00+00:00,,,,0.0,968,0.0,0.0
2024-09-09 00:00:00+00:00,,,,0.0,4145,0.0,0.0
2024-09-10 00:00:00+00:00,,,,0.0,1734,0.0,0.0
2024-09-11 00:00:00+00:00,,,,0.0,284,0.0,0.0
2024-09-12 00:00:00+00:00,,,,0.0,590,0.0,0.0
2024-09-13 00:00:00+00:00,,,,0.0,289,0.0,0.0
2024-09-14 00:00:00+00:00,,,,0.0,103,0.0,0.0
2024-09-15 00:00:00+00:00,,,,0.0,138,0.0,0.0
2024-09-16 00:00:00+00:00,,,,0.0,173,0.0,0.0
2024-09-17 00:00:00+00:00,,,,0.0,171,0.0,0.0
2024-09-18 00:00:00+00:00,,,,0.0,589,0.0,0.0
2024-09-19 00:00:00+00:00,,,,0.0,441,0.0,0.0
2024-09-20 00:00:00+00:00,,,,0.0,1488,0.0,0.0
2024-09-21 00:00:00+00:00,,,,0.0,334,0.0,0.0
2024-09-22 00:00:00+00:00,,,,0.0,323,0.0,0.0
2024-09-23 00:00:00+00:00,,,,0.0,60,0.0,0.0
2024-09-24 00:00:00+00:00,,,,0.0,45,0.0,0.0
2024-09-25 00:00:00+00:00,,,,0.0,114,0.0,0.0
2024-09-26 00:00:00+00:00,,,,0.0,127,0.0,0.0
2024-09-27 00:00:00+00:00,,,,0.0,832,0.0,0.0
2024-09-28 00:00:00+00:00,,,,0.0,518,0.0,0.0
2024-09-29 00:00:00+00:00,,,,0.0,118,0.0,0.0
2024-09-30 00:00:00+00:00,,,,0.0,57,0.0,0.0
2024-10-01 00:00:00+00:00,,,,0.0,247,0.0,0.0
2024-10-02 00:00:00+00:00,,,,0.0,24,0.0,0.0
2024-10-03 00:00:00+00:00,,,,0.0,51,0.0,0.0
2024-10-04 00:00:00+00:00,,,,0.0,350,0.0,0.0
2024-10-05 00:00:00+00:00,,,,0.0,129,0.0,0.0
2024-10-06 00:00:00+00:00,,,,0.0,1247,0.0,0.0
2024-10-07 00:00:00+00:00,,,,0.0,120,0.0,0.0
2024-10-08 00:00:00+00:00,,,,0.0,136,0.0,0.0
2024-10-09 00:00:00+00:00,,,,0.0,83,0.0,0.0
2024-10-10 00:00:00+00:00,,,,0.0,418,0.0,0.0
2024-10-11 00:00:00+00:00,,,,0.0,183,0.0,0.0
2024-10-12 00:00:00+00:00,,,,0.0,237,0.0,0.0
2024-10-13 00:00:00+00:00,,,,0.0,136,0.0,0.0
2024-10-14 00:00:00+00:00,,,,0.0,368,0.0,0.0
2024-10-15 00:00:00+00:00,,,,0.0,403,0.0,0.0
2024-10-16 00:00:00+00:00,,,,0.0,56,0.0,0.0
2024-10-17 00:00:00+00:00,,,,0.0,93,0.0,0.0
2024-10-18 00:00:00+00:00,,,,0.0,219,0.0,0.0
2024-10-19 00:00:00+00:00,,,,0.0,220,0.0,0.0
2024-10-20 00:00:00+00:00,,,,0.0,133,0.0,0.0
2024-10-21 00:00:00+00:00,,,,0.0,486,0.0,0.0
2024-10-22 00:00:00+00:00,,,,0.0,97,0.0,0.0
2024-10-23 00:00:00+00:00,,,,0.0,532,0.0,0.0
2024-10-24 00:00:00+00:00,,,,0.0,610,0.0,0.0
2024-10-25 00:00:00+00:00,,,,0.0,274,0.0,0.0
2024-10-26 00:00:00+00:00,,,,0.0,139,0.0,0.0
2024-10-27 00:00:00+00:00,,,,0.0,57,0.0,0.0
2024-10-28 00:00:00+00:00,,,,0.0,38,0.0,0.0
2024-10-29 00:00:00+00:00,,,,0.0,430,0.0,0.0
2024-10-30 00:00:00+00:00,,,,0.0,38,0.0,0.0
2024-10-31 00:00:00+00:00,,,,0.0,45,0.0,0.0
