TIMESTAMP,OS13518_OPEN_PRICE_USD,OS13518_HIGH_PRICE_USD,OS13518_LOW_PRICE_USD,OS13518_CLOSE_PRICE_USD,OS13518_VOLUME_USD,OS13518_DIVIDENDS_USD,OS13518_STOCK_SPLITS_USD
2021-10-30 00:00:00+00:00,18.670217514038086,18.766061782836914,16.194143295288086,17.39350128173828,95061,0.0,0.0
2021-10-31 00:00:00+00:00,17.459440231323242,17.916019439697266,15.11987018585205,16.511808395385742,56925,0.0,0.0
2021-11-01 00:00:00+00:00,16.51538848876953,16.719114303588867,14.726302146911621,15.498974800109863,57549,0.0,0.0
2021-11-02 00:00:00+00:00,15.514022827148438,18.031335830688477,15.422528266906738,17.957284927368164,50966,0.0,0.0
2021-11-03 00:00:00+00:00,17.95886993408203,18.261411666870117,16.363672256469727,16.62150764465332,88876,0.0,0.0
2021-11-04 00:00:00+00:00,16.60698699951172,16.77177619934082,15.905351638793945,15.905351638793945,21025,0.0,0.0
2021-11-05 00:00:00+00:00,15.883977890014648,16.102785110473633,15.327007293701172,15.434172630310059,18084,0.0,0.0
2021-11-06 00:00:00+00:00,15.44827938079834,15.696365356445312,12.479668617248535,15.54692554473877,229313,0.0,0.0
2021-11-07 00:00:00+00:00,15.560770988464355,17.468730926513672,15.445488929748535,16.897340774536133,98098,0.0,0.0
2021-11-08 00:00:00+00:00,16.8791446685791,17.222307205200195,15.858677864074707,16.941198348999023,72386,0.0,0.0
2021-11-09 00:00:00+00:00,16.969018936157227,30.73733139038086,16.969018936157227,25.91851234436035,580262,0.0,0.0
2021-11-10 00:00:00+00:00,25.915813446044922,26.810104370117188,23.001277923583984,25.784494400024414,352638,0.0,0.0
2021-11-11 00:00:00+00:00,25.803071975708008,25.919715881347656,23.927196502685547,24.540559768676758,75318,0.0,0.0
2021-11-12 00:00:00+00:00,24.562366485595703,25.05818748474121,20.68644142150879,20.717472076416016,91284,0.0,0.0
2021-11-13 00:00:00+00:00,20.713232040405273,20.939804077148438,20.137239456176758,20.433513641357422,0,0.0,0.0
2021-11-14 00:00:00+00:00,20.492202758789062,26.155466079711914,19.949140548706055,25.826353073120117,177417,0.0,0.0
2021-11-15 00:00:00+00:00,25.80481719970703,30.64126205444336,25.80481719970703,29.33480453491211,686373,0.0,0.0
2021-11-16 00:00:00+00:00,29.314157485961914,29.374679565429688,0.0,26.448566436767578,172002,0.0,0.0
2021-11-17 00:00:00+00:00,26.44182777404785,46.20003128051758,0.0,26.865890502929688,215516,0.0,0.0
2021-11-18 00:00:00+00:00,26.877973556518555,28.958005905151367,24.05912971496582,25.48150634765625,170448,0.0,0.0
2021-11-19 00:00:00+00:00,25.490306854248047,29.844533920288086,25.393030166625977,29.17763900756836,212093,0.0,0.0
2021-11-20 00:00:00+00:00,29.188762664794922,44.45431137084961,28.26161766052246,38.75344467163086,1799588,0.0,0.0
2021-11-21 00:00:00+00:00,38.74245834350586,40.11089324951172,27.589740753173828,28.800601959228516,1502721,0.0,0.0
2021-11-22 00:00:00+00:00,28.790220260620117,31.242162704467773,28.04187774658203,30.640249252319336,70920,0.0,0.0
2021-11-23 00:00:00+00:00,30.639820098876953,33.035335540771484,29.782838821411133,31.755611419677734,153849,0.0,0.0
2021-11-24 00:00:00+00:00,31.769977569580078,42.74073791503906,31.14952278137207,31.256240844726562,139718,0.0,0.0
2021-11-25 00:00:00+00:00,38.34645080566406,48.06281280517578,36.926353454589844,37.04364013671875,509621,0.0,0.0
2021-11-26 00:00:00+00:00,46.22056579589844,49.08736038208008,41.281776428222656,44.5546760559082,758402,0.0,0.0
2021-11-27 00:00:00+00:00,44.50507354736328,49.38869094848633,43.676124572753906,46.958961486816406,509641,0.0,0.0
