TIMESTAMP,GROKAI35648_OPEN_PRICE_USD,GROKAI35648_HIGH_PRICE_USD,GROKAI35648_LOW_PRICE_USD,GROKAI35648_CLOSE_PRICE_USD,GROKAI35648_VOLUME_USD,GROKAI35648_DIVIDENDS_USD,GROKAI35648_STOCK_SPLITS_USD
2025-03-27 00:00:00+00:00,,,,0.0,192,0.0,0.0
2025-03-28 00:00:00+00:00,,,,0.0,5603,0.0,0.0
2025-03-29 00:00:00+00:00,,,,0.0,1819,0.0,0.0
2025-03-30 00:00:00+00:00,,,,0.0,2319,0.0,0.0
2025-03-31 00:00:00+00:00,,,,0.0,993,0.0,0.0
2025-04-01 00:00:00+00:00,,,,0.0,1841,0.0,0.0
2025-04-02 00:00:00+00:00,,,,0.0,1520,0.0,0.0
2025-04-04 00:00:00+00:00,,,,0.0,1017,0.0,0.0
2025-04-05 00:00:00+00:00,,,,0.0,372,0.0,0.0
2025-04-06 00:00:00+00:00,,,,0.0,225,0.0,0.0
2025-04-08 00:00:00+00:00,,,,0.0,540,0.0,0.0
2025-04-11 00:00:00+00:00,,,,0.0,4077,0.0,0.0
2025-04-12 00:00:00+00:00,,,,0.0,1106,0.0,0.0
2025-04-13 00:00:00+00:00,,,,0.0,43,0.0,0.0
2025-04-18 00:00:00+00:00,,,,0.0,350,0.0,0.0
2025-04-20 00:00:00+00:00,,,,0.0,192,0.0,0.0
2025-04-22 00:00:00+00:00,,,,0.0,115,0.0,0.0
2025-04-23 00:00:00+00:00,,,,0.0,513,0.0,0.0
2025-04-25 00:00:00+00:00,,,,0.0,137,0.0,0.0
2025-04-28 00:00:00+00:00,,,,0.0,113,0.0,0.0
2025-04-29 00:00:00+00:00,,,,0.0,105,0.0,0.0
2025-05-04 00:00:00+00:00,,,,0.0,1363,0.0,0.0
2025-05-05 00:00:00+00:00,,,,0.0,5002,0.0,0.0
2025-05-10 00:00:00+00:00,,,,0.0,527,0.0,0.0
2025-05-12 00:00:00+00:00,,,,0.0,1838,0.0,0.0
2025-05-13 00:00:00+00:00,,,,0.0,1132,0.0,0.0
2025-05-14 00:00:00+00:00,,,,0.0,236,0.0,0.0
2025-05-15 00:00:00+00:00,,,,0.0,314,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,3861,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,9101,0.0,0.0
2025-05-18 00:00:00+00:00,,,,0.0,573,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,87,0.0,0.0
2025-05-20 00:00:00+00:00,,,,0.0,90,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,1932,0.0,0.0
2025-05-22 00:00:00+00:00,,,,0.0,707,0.0,0.0
2025-05-23 00:00:00+00:00,,,,0.0,342,0.0,0.0
2025-05-24 00:00:00+00:00,,,,0.0,650,0.0,0.0
2025-05-25 00:00:00+00:00,,,,0.0,640,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,46,0.0,0.0
2025-05-27 00:00:00+00:00,,,,0.0,220,0.0,0.0
2025-05-28 00:00:00+00:00,,,,0.0,284,0.0,0.0
2025-05-29 00:00:00+00:00,,,,0.0,44,0.0,0.0
2025-05-30 00:00:00+00:00,,,,0.0,193,0.0,0.0
2025-05-31 00:00:00+00:00,,,,0.0,97,0.0,0.0
2025-06-01 00:00:00+00:00,2.099830048339288e-13,2.8945799208056344e-13,1.2035999367304706e-13,1.3003789397277726e-13,408,0.0,0.0
