TIMESTAMP,OPTIMUS_OPEN_PRICE_USD,OPTIMUS_HIGH_PRICE_USD,OPTIMUS_LOW_PRICE_USD,OPTIMUS_CLOSE_PRICE_USD,OPTIMUS_VOLUME_USD,OPTIMUS_DIVIDENDS_USD,OPTIMUS_STOCK_SPLITS_USD
2025-05-15 00:00:00+00:00,,,,0.0,411024,0.0,0.0
2025-05-16 00:00:00+00:00,,,,0.0,253909,0.0,0.0
2025-05-17 00:00:00+00:00,,,,0.0,5303,0.0,0.0
2025-05-19 00:00:00+00:00,,,,0.0,8861,0.0,0.0
2025-05-21 00:00:00+00:00,,,,0.0,1940,0.0,0.0
2025-05-22 00:00:00+00:00,,,,0.0,984,0.0,0.0
2025-05-26 00:00:00+00:00,,,,0.0,72,0.0,0.0
2025-06-01 00:00:00+00:00,1.4475100534438318e-13,1.4505299630700186e-13,1.4407199662880982e-13,1.4482670976107698e-13,13,0.0,0.0
