TIMESTAMP,BABYTROLL_OPEN_PRICE_USD,BABYTROLL_HIGH_PRICE_USD,BABYTROLL_LOW_PRICE_USD,BABYTROLL_CLOSE_PRICE_USD,BABYTROLL_VOLUME_USD,BABYTROLL_DIVIDENDS_USD,BABYTROLL_STOCK_SPLITS_USD
2024-02-21 00:00:00+00:00,,,,0.0,371074,0.0,0.0
2024-02-22 00:00:00+00:00,,,,0.0,244633,0.0,0.0
2024-02-23 00:00:00+00:00,,,,0.0,912601,0.0,0.0
2024-02-24 00:00:00+00:00,,,,0.0,1221244,0.0,0.0
2024-02-25 00:00:00+00:00,,,,0.0,844985,0.0,0.0
2024-02-26 00:00:00+00:00,,,,0.0,450043,0.0,0.0
2024-02-27 00:00:00+00:00,,,,0.0,459854,0.0,0.0
2024-02-28 00:00:00+00:00,,,,0.0,2154769,0.0,0.0
2024-02-29 00:00:00+00:00,,,,0.0,1309945,0.0,0.0
2024-03-01 00:00:00+00:00,,,,0.0,635800,0.0,0.0
2024-03-02 00:00:00+00:00,,,,0.0,1039812,0.0,0.0
2024-03-03 00:00:00+00:00,,,,0.0,892843,0.0,0.0
2024-03-04 00:00:00+00:00,,,,0.0,812111,0.0,0.0
2024-03-05 00:00:00+00:00,,,,0.0,667639,0.0,0.0
2024-03-06 00:00:00+00:00,,,,0.0,579082,0.0,0.0
2024-03-07 00:00:00+00:00,,,,0.0,925692,0.0,0.0
2024-03-08 00:00:00+00:00,,,,0.0,763498,0.0,0.0
2024-03-09 00:00:00+00:00,,,,0.0,661132,0.0,0.0
2024-03-10 00:00:00+00:00,,,,0.0,892285,0.0,0.0
2024-03-11 00:00:00+00:00,,,,0.0,675459,0.0,0.0
2024-03-12 00:00:00+00:00,,,,0.0,440548,0.0,0.0
2024-03-13 00:00:00+00:00,,,,0.0,610880,0.0,0.0
2024-03-14 00:00:00+00:00,,,,0.0,536581,0.0,0.0
2024-03-15 00:00:00+00:00,,,,0.0,457538,0.0,0.0
2024-03-16 00:00:00+00:00,,,,0.0,649416,0.0,0.0
2024-03-17 00:00:00+00:00,,,,0.0,494595,0.0,0.0
2024-03-18 00:00:00+00:00,,,,0.0,610601,0.0,0.0
2024-03-19 00:00:00+00:00,,,,0.0,496650,0.0,0.0
2024-03-20 00:00:00+00:00,,,,0.0,429414,0.0,0.0
2024-03-21 00:00:00+00:00,,,,0.0,362908,0.0,0.0
2024-03-22 00:00:00+00:00,,,,0.0,278213,0.0,0.0
2024-03-23 00:00:00+00:00,,,,0.0,283659,0.0,0.0
2024-03-24 00:00:00+00:00,,,,0.0,270334,0.0,0.0
2024-03-25 00:00:00+00:00,,,,0.0,288630,0.0,0.0
2024-03-26 00:00:00+00:00,,,,0.0,332426,0.0,0.0
2024-03-27 00:00:00+00:00,,,,0.0,620634,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,189782,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,116256,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,67074,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,30232,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,23058,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,28691,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,18048,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,14300,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,10783,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,9581,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,15132,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,5498,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,9780,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,396865,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,258187,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,45406,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,22869,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,16634,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,11885,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,4647,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,3367,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,5233,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,4335,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,25497,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,5130,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,7496,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,9699,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,4724,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,5706,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,2094,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,4814,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,5299,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,6388,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,4571,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,2777,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,1882,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,4324,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,1869,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,1976,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,2624,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,2425,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,7429,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,1284,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,3337,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,4675,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,1568,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,5947,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,2901,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,813,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,2344,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,1130,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,4323,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,1916,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,415,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,1532,0.0,0.0
2024-05-22 00:00:00+00:00,,,,0.0,1341,0.0,0.0
2024-05-23 00:00:00+00:00,,,,0.0,3673,0.0,0.0
2024-05-24 00:00:00+00:00,,,,0.0,235,0.0,0.0
2024-05-25 00:00:00+00:00,,,,0.0,2381,0.0,0.0
2024-05-26 00:00:00+00:00,,,,0.0,396,0.0,0.0
2024-05-27 00:00:00+00:00,,,,0.0,4961,0.0,0.0
2024-05-28 00:00:00+00:00,,,,0.0,1047,0.0,0.0
2024-05-29 00:00:00+00:00,,,,0.0,933,0.0,0.0
2024-05-30 00:00:00+00:00,,,,0.0,854,0.0,0.0
2024-05-31 00:00:00+00:00,,,,0.0,871,0.0,0.0
2024-06-01 00:00:00+00:00,,,,0.0,1573,0.0,0.0
2024-06-02 00:00:00+00:00,,,,0.0,1058,0.0,0.0
2024-06-03 00:00:00+00:00,,,,0.0,1131,0.0,0.0
2024-06-04 00:00:00+00:00,,,,0.0,3553,0.0,0.0
2024-06-05 00:00:00+00:00,,,,0.0,13330,0.0,0.0
2024-06-06 00:00:00+00:00,,,,0.0,7723,0.0,0.0
2024-06-07 00:00:00+00:00,,,,0.0,1520,0.0,0.0
2024-06-08 00:00:00+00:00,,,,0.0,513,0.0,0.0
2024-06-09 00:00:00+00:00,,,,0.0,1479,0.0,0.0
2024-06-10 00:00:00+00:00,,,,0.0,573,0.0,0.0
2024-06-11 00:00:00+00:00,,,,0.0,1280,0.0,0.0
2024-06-12 00:00:00+00:00,,,,0.0,4121,0.0,0.0
2024-06-13 00:00:00+00:00,,,,0.0,1797,0.0,0.0
2024-06-14 00:00:00+00:00,,,,0.0,418,0.0,0.0
2024-06-15 00:00:00+00:00,,,,0.0,112,0.0,0.0
2024-06-16 00:00:00+00:00,,,,0.0,563,0.0,0.0
2024-06-17 00:00:00+00:00,,,,0.0,402,0.0,0.0
2024-06-18 00:00:00+00:00,,,,0.0,331,0.0,0.0
2024-06-19 00:00:00+00:00,,,,0.0,304,0.0,0.0
2024-06-20 00:00:00+00:00,,,,0.0,369,0.0,0.0
2024-06-21 00:00:00+00:00,,,,0.0,1320,0.0,0.0
2024-06-22 00:00:00+00:00,,,,0.0,83,0.0,0.0
2024-06-23 00:00:00+00:00,,,,0.0,1627,0.0,0.0
2024-06-24 00:00:00+00:00,,,,0.0,1293,0.0,0.0
2024-06-25 00:00:00+00:00,,,,0.0,540,0.0,0.0
2024-06-26 00:00:00+00:00,,,,0.0,931,0.0,0.0
2024-06-27 00:00:00+00:00,,,,0.0,130,0.0,0.0
2024-06-28 00:00:00+00:00,,,,0.0,133,0.0,0.0
2024-06-29 00:00:00+00:00,,,,0.0,192,0.0,0.0
2024-06-30 00:00:00+00:00,,,,0.0,306,0.0,0.0
2024-07-01 00:00:00+00:00,,,,0.0,1050,0.0,0.0
2024-07-02 00:00:00+00:00,,,,0.0,478,0.0,0.0
2024-07-03 00:00:00+00:00,,,,0.0,1610,0.0,0.0
2024-07-04 00:00:00+00:00,,,,0.0,1059,0.0,0.0
2024-07-05 00:00:00+00:00,,,,0.0,672,0.0,0.0
2024-07-06 00:00:00+00:00,,,,0.0,48,0.0,0.0
