TIMESTAMP,UNIFY_OPEN_PRICE_USD,UNIFY_HIGH_PRICE_USD,UNIFY_LOW_PRICE_USD,UNIFY_CLOSE_PRICE_USD,UNIFY_VOLUME_USD,UNIFY_DIVIDENDS_USD,UNIFY_STOCK_SPLITS_USD
2017-11-09 00:00:00+00:00,0.056717999279499054,0.056717999279499054,0.03858799859881401,0.044029999524354935,9950,0.0,0.0
2017-11-10 00:00:00+00:00,0.044162001460790634,0.05022599920630455,0.03686400130391121,0.04095400124788284,6963,0.0,0.0
2017-11-11 00:00:00+00:00,0.040807001292705536,0.047637999057769775,0.032457999885082245,0.046177998185157776,6191,0.0,0.0
2017-11-12 00:00:00+00:00,0.046146001666784286,0.04833099991083145,0.0329819992184639,0.04244900122284889,6331,0.0,0.0
2017-11-13 00:00:00+00:00,0.04251300171017647,0.043657999485731125,0.020208999514579773,0.029368000105023384,10435,0.0,0.0
2017-11-14 00:00:00+00:00,0.029431000351905823,0.03381200134754181,0.022179000079631805,0.03253600001335144,8735,0.0,0.0
2017-11-15 00:00:00+00:00,0.032558999955654144,0.06012199819087982,0.025969000533223152,0.05131499841809273,11190,0.0,0.0
2017-11-16 00:00:00+00:00,0.05159299820661545,0.05497699975967407,0.04270400106906891,0.05020600184798241,11932,0.0,0.0
2017-11-17 00:00:00+00:00,0.05012400075793266,0.059859998524188995,0.04653000086545944,0.05043499916791916,4870,0.0,0.0
2017-11-18 00:00:00+00:00,0.050181999802589417,0.055573999881744385,0.03643900156021118,0.03740299865603447,4434,0.0,0.0
2017-11-19 00:00:00+00:00,0.03725700080394745,0.045910000801086426,0.03715800121426582,0.04178899899125099,4544,0.0,0.0
2017-11-20 00:00:00+00:00,0.041703000664711,0.04213400185108185,0.03607099875807762,0.03624600172042847,9321,0.0,0.0
2017-11-21 00:00:00+00:00,0.03625199943780899,0.04056699946522713,0.03232499957084656,0.03916599974036217,3509,0.0,0.0
2017-11-22 00:00:00+00:00,0.03925999999046326,0.039781998842954636,0.031254999339580536,0.0363989993929863,4522,0.0,0.0
2017-11-23 00:00:00+00:00,0.034511998295784,0.04148000106215477,0.034088000655174255,0.041120000183582306,6221,0.0,0.0
2017-11-24 00:00:00+00:00,0.04107299819588661,0.0508509986102581,0.04000899940729141,0.04430399835109711,4745,0.0,0.0
2017-11-25 00:00:00+00:00,0.044213999062776566,0.0475430004298687,0.04399999976158142,0.0475430004298687,4868,0.0,0.0
2017-11-26 00:00:00+00:00,0.04857400059700012,0.05663200095295906,0.045260000973939896,0.04810100048780441,4698,0.0,0.0
2017-11-27 00:00:00+00:00,0.04811299964785576,0.05037299916148186,0.036667000502347946,0.04313800111413002,9176,0.0,0.0
2017-11-28 00:00:00+00:00,0.04324899986386299,0.045830998569726944,0.03833800181746483,0.04109099879860878,7318,0.0,0.0
2017-11-29 00:00:00+00:00,0.04105300083756447,0.04502499848604202,0.03561300039291382,0.03804900124669075,7431,0.0,0.0
2017-11-30 00:00:00+00:00,0.038979001343250275,0.048969000577926636,0.037668000906705856,0.04694100096821785,5267,0.0,0.0
2017-12-01 00:00:00+00:00,0.04670599848031998,0.05686400085687637,0.04461900144815445,0.04941200092434883,11731,0.0,0.0
2017-12-02 00:00:00+00:00,0.04936999827623367,0.054639000445604324,0.04702800139784813,0.05417200177907944,11474,0.0,0.0
2017-12-03 00:00:00+00:00,0.05422399938106537,0.05710199847817421,0.047318000346422195,0.05082400143146515,6091,0.0,0.0
2017-12-04 00:00:00+00:00,0.050988998264074326,0.05782800167798996,0.046362001448869705,0.05782800167798996,5348,0.0,0.0
2017-12-05 00:00:00+00:00,0.05720699951052666,0.05883700028061867,0.04851900041103363,0.0542449988424778,10040,0.0,0.0
2017-12-06 00:00:00+00:00,0.05412999913096428,0.0601780004799366,0.04900600016117096,0.05970099940896034,16793,0.0,0.0
2017-12-07 00:00:00+00:00,0.05965700000524521,0.07412499934434891,0.054237000644207,0.05996000021696091,13498,0.0,0.0
2017-12-08 00:00:00+00:00,0.06008699908852577,0.06850499659776688,0.05418099835515022,0.05650300160050392,7118,0.0,0.0
2017-12-09 00:00:00+00:00,0.05650100111961365,0.062268998473882675,0.04609400033950806,0.04650000110268593,10215,0.0,0.0
2017-12-10 00:00:00+00:00,0.04667000100016594,0.05208100005984306,0.041951000690460205,0.048976000398397446,6094,0.0,0.0
2017-12-11 00:00:00+00:00,0.048611000180244446,0.06809800118207932,0.04840699955821037,0.0494219996035099,18616,0.0,0.0
