TIMESTAMP,MLTPX_OPEN_PRICE_USD,MLTPX_HIGH_PRICE_USD,MLTPX_LOW_PRICE_USD,MLTPX_CLOSE_PRICE_USD,MLTPX_VOLUME_USD,MLTPX_DIVIDENDS_USD,MLTPX_STOCK_SPLITS_USD
2021-06-23 00:00:00+00:00,0.00037900000461377203,0.0003870000073220581,0.00033099998836405575,0.00034699999378062785,2280465,0.0,0.0
2021-06-24 00:00:00+00:00,0.00035200000274926424,0.0005280000041238964,0.0003020000003743917,0.000387999985832721,2294258,0.0,0.0
2021-06-25 00:00:00+00:00,0.000387999985832721,0.0003980000037699938,0.00037799999699927866,0.0003910000086762011,3260713,0.0,0.0
2021-06-26 00:00:00+00:00,0.0003910000086762011,0.0003980000037699938,0.00028199999360367656,0.00033999999868683517,2385441,0.0,0.0
2021-06-27 00:00:00+00:00,0.00033999999868683517,0.000387999985832721,0.0002739999908953905,0.0002800000074785203,1457505,0.0,0.0
2021-06-28 00:00:00+00:00,0.0002800000074785203,0.0003980000037699938,0.0002579999854788184,0.00030899999546818435,720260,0.0,0.0
2021-06-29 00:00:00+00:00,0.00030899999546818435,0.0003380000125616789,0.00026199998683296144,0.00030899999546818435,723048,0.0,0.0
2021-06-30 00:00:00+00:00,0.00030899999546818435,0.0003370000049471855,0.0002589999930933118,0.0002969999914057553,611513,0.0,0.0
2021-07-01 00:00:00+00:00,0.0002969999914057553,0.00032900000223889947,0.00025599999935366213,0.0002849999873433262,588137,0.0,0.0
2021-07-02 00:00:00+00:00,0.0002849999873433262,0.0003330000035930425,0.00025599999935366213,0.0002730000123847276,577544,0.0,0.0
2021-07-03 00:00:00+00:00,0.0002730000123847276,0.0003370000049471855,0.0002640000020619482,0.000299000006634742,413162,0.0,0.0
2021-07-04 00:00:00+00:00,0.000299000006634742,0.00031400000443682075,0.00025599999935366213,0.00027099999715574086,488442,0.0,0.0
2021-07-05 00:00:00+00:00,0.00027099999715574086,0.00028700000257231295,0.00023099999816622585,0.0002460000105202198,512494,0.0,0.0
2021-07-06 00:00:00+00:00,0.00024500000290572643,0.0002680000034160912,0.00021699999342672527,0.00023200000578071922,568381,0.0,0.0
