TIMESTAMP,LBR_OPEN_PRICE_USD,LBR_HIGH_PRICE_USD,LBR_LOW_PRICE_USD,LBR_CLOSE_PRICE_USD,LBR_VOLUME_USD,LBR_DIVIDENDS_USD,LBR_STOCK_SPLITS_USD
2021-10-20 00:00:00+00:00,,,,0.0,1088958,0.0,0.0
2021-10-21 00:00:00+00:00,,,,0.0,1405009,0.0,0.0
2021-10-22 00:00:00+00:00,,,,0.0,618854,0.0,0.0
2021-10-23 00:00:00+00:00,,,,0.0,312591,0.0,0.0
2021-10-24 00:00:00+00:00,,,,0.0,335967,0.0,0.0
2021-10-25 00:00:00+00:00,,,,0.0,520801,0.0,0.0
2021-10-26 00:00:00+00:00,,,,0.0,2494833,0.0,0.0
2021-10-27 00:00:00+00:00,,,,0.0,10946531,0.0,0.0
2021-10-28 00:00:00+00:00,,,,0.0,21218804,0.0,0.0
2021-10-29 00:00:00+00:00,,,,0.0,16607524,0.0,0.0
2021-10-30 00:00:00+00:00,,,,0.0,5508813,0.0,0.0
2021-10-31 00:00:00+00:00,,,,0.0,2770771,0.0,0.0
2021-11-01 00:00:00+00:00,,,,0.0,2607972,0.0,0.0
2021-11-02 00:00:00+00:00,,,,0.0,2327164,0.0,0.0
2021-11-03 00:00:00+00:00,,,,0.0,1999100,0.0,0.0
2021-11-04 00:00:00+00:00,,,,0.0,1111399,0.0,0.0
2021-11-05 00:00:00+00:00,,,,0.0,942540,0.0,0.0
2021-11-06 00:00:00+00:00,,,,0.0,651847,0.0,0.0
2021-11-07 00:00:00+00:00,,,,0.0,440807,0.0,0.0
2021-11-08 00:00:00+00:00,,,,0.0,489993,0.0,0.0
2021-11-09 00:00:00+00:00,,,,0.0,524668,0.0,0.0
2021-11-10 00:00:00+00:00,,,,0.0,343855,0.0,0.0
2021-11-11 00:00:00+00:00,,,,0.0,227744,0.0,0.0
2021-11-12 00:00:00+00:00,,,,0.0,228336,0.0,0.0
2021-11-13 00:00:00+00:00,,,,0.0,380668,0.0,0.0
2021-11-14 00:00:00+00:00,,,,0.0,429727,0.0,0.0
2021-11-15 00:00:00+00:00,,,,0.0,741831,0.0,0.0
2021-11-16 00:00:00+00:00,,,,0.0,1337611,0.0,0.0
2021-11-17 00:00:00+00:00,,,,0.0,874696,0.0,0.0
2021-11-18 00:00:00+00:00,,,,0.0,159211,0.0,0.0
2021-11-19 00:00:00+00:00,,,,0.0,125366,0.0,0.0
2021-11-20 00:00:00+00:00,,,,0.0,96550,0.0,0.0
2021-11-21 00:00:00+00:00,,,,0.0,59170,0.0,0.0
2021-11-22 00:00:00+00:00,,,,0.0,41752,0.0,0.0
2021-11-23 00:00:00+00:00,,,,0.0,37082,0.0,0.0
2021-11-24 00:00:00+00:00,,,,0.0,16613,0.0,0.0
2021-11-25 00:00:00+00:00,,,,0.0,13649,0.0,0.0
2021-11-26 00:00:00+00:00,,,,0.0,25654,0.0,0.0
2021-11-27 00:00:00+00:00,,,,0.0,23288,0.0,0.0
2021-11-28 00:00:00+00:00,,,,0.0,26488,0.0,0.0
2021-11-29 00:00:00+00:00,,,,0.0,46211,0.0,0.0
2021-11-30 00:00:00+00:00,,,,0.0,59878,0.0,0.0
2021-12-01 00:00:00+00:00,,,,0.0,70844,0.0,0.0
2021-12-02 00:00:00+00:00,,,,0.0,62372,0.0,0.0
2021-12-03 00:00:00+00:00,,,,0.0,35462,0.0,0.0
2021-12-04 00:00:00+00:00,,,,0.0,12835,0.0,0.0
2021-12-05 00:00:00+00:00,,,,0.0,27992,0.0,0.0
2021-12-06 00:00:00+00:00,,,,0.0,32063,0.0,0.0
2021-12-07 00:00:00+00:00,,,,0.0,15342,0.0,0.0
2021-12-08 00:00:00+00:00,,,,0.0,14553,0.0,0.0
2021-12-09 00:00:00+00:00,,,,0.0,7121,0.0,0.0
2021-12-10 00:00:00+00:00,,,,0.0,21584,0.0,0.0
2021-12-11 00:00:00+00:00,,,,0.0,27240,0.0,0.0
2021-12-12 00:00:00+00:00,,,,0.0,10379,0.0,0.0
2021-12-13 00:00:00+00:00,,,,0.0,10357,0.0,0.0
2021-12-14 00:00:00+00:00,,,,0.0,19383,0.0,0.0
2021-12-15 00:00:00+00:00,,,,0.0,16383,0.0,0.0
2021-12-16 00:00:00+00:00,,,,0.0,6843,0.0,0.0
2021-12-17 00:00:00+00:00,,,,0.0,4615,0.0,0.0
2021-12-18 00:00:00+00:00,,,,0.0,4710,0.0,0.0
2021-12-19 00:00:00+00:00,,,,0.0,3466,0.0,0.0
2021-12-20 00:00:00+00:00,,,,0.0,2862,0.0,0.0
2021-12-21 00:00:00+00:00,,,,0.0,8064,0.0,0.0
2021-12-22 00:00:00+00:00,,,,0.0,18707,0.0,0.0
2021-12-23 00:00:00+00:00,,,,0.0,16404,0.0,0.0
2021-12-24 00:00:00+00:00,,,,0.0,33216,0.0,0.0
2021-12-25 00:00:00+00:00,,,,0.0,19188,0.0,0.0
2021-12-26 00:00:00+00:00,,,,0.0,21270,0.0,0.0
2021-12-27 00:00:00+00:00,,,,0.0,40816,0.0,0.0
2021-12-28 00:00:00+00:00,,,,0.0,51882,0.0,0.0
2021-12-29 00:00:00+00:00,,,,0.0,33493,0.0,0.0
2021-12-30 00:00:00+00:00,,,,0.0,22942,0.0,0.0
2021-12-31 00:00:00+00:00,,,,0.0,28239,0.0,0.0
2022-01-01 00:00:00+00:00,,,,0.0,31388,0.0,0.0
2022-01-02 00:00:00+00:00,,,,0.0,59334,0.0,0.0
2022-01-03 00:00:00+00:00,,,,0.0,56427,0.0,0.0
2022-01-04 00:00:00+00:00,,,,0.0,52669,0.0,0.0
2022-01-05 00:00:00+00:00,,,,0.0,35611,0.0,0.0
2022-01-06 00:00:00+00:00,,,,0.0,21549,0.0,0.0
2022-01-07 00:00:00+00:00,,,,0.0,17746,0.0,0.0
2022-01-08 00:00:00+00:00,,,,0.0,18859,0.0,0.0
2022-01-09 00:00:00+00:00,,,,0.0,25904,0.0,0.0
2022-01-10 00:00:00+00:00,,,,0.0,17948,0.0,0.0
2022-01-11 00:00:00+00:00,,,,0.0,25788,0.0,0.0
2022-01-12 00:00:00+00:00,,,,0.0,36573,0.0,0.0
2022-01-13 00:00:00+00:00,,,,0.0,24937,0.0,0.0
2022-01-14 00:00:00+00:00,,,,0.0,30190,0.0,0.0
2022-01-15 00:00:00+00:00,,,,0.0,29223,0.0,0.0
2022-01-16 00:00:00+00:00,,,,0.0,28741,0.0,0.0
2022-01-17 00:00:00+00:00,,,,0.0,28211,0.0,0.0
2022-01-18 00:00:00+00:00,,,,0.0,29514,0.0,0.0
2022-01-19 00:00:00+00:00,,,,0.0,33476,0.0,0.0
2022-01-20 00:00:00+00:00,,,,0.0,17277,0.0,0.0
2022-01-21 00:00:00+00:00,,,,0.0,24571,0.0,0.0
