TIMESTAMP,PIVX_CLOSE_PRICE_USD,PIVX_OPEN_PRICE_USD,PIVX_HIGH_PRICE_USD,PIVX_LOW_PRICE_USD
2018-01-20,10.06006,9.36308,10.3695,9.1569
2018-01-21,8.44798,10.05308,10.05346,8.01802
2018-01-22,8.82468,8.47425,9.64861,7.87791
2018-01-23,12.32212,8.8611,15.20679,8.47532
2018-01-24,10.99327,12.14821,12.21831,10.22243
2018-01-25,10.10058,10.89827,10.89827,9.68401
2018-01-26,9.77685,10.1221,10.4471,8.77252
2018-01-27,9.98482,9.74914,10.15514,9.26005
2018-01-28,10.04349,10.02693,10.31659,9.66243
2018-01-29,9.22169,10.022,10.17757,9.10746
2018-01-30,7.65249,9.23431,9.2691,7.47748
2018-01-31,8.2212,7.66269,8.35963,7.12206
2018-02-01,6.61902,8.22036,8.39068,6.26989
2018-02-02,6.02468,6.6157,6.70519,4.5493
2018-02-03,6.90536,6.02509,7.78996,5.27628
2018-02-04,5.63152,6.8907,6.90724,5.42262
2018-02-05,4.71752,5.62969,7.35961,4.35512
2018-02-06,5.29925,4.7029,5.41583,3.88231
2018-02-07,5.0222,5.2786,5.70771,4.75916
2018-02-08,5.42291,5.04534,5.64971,5.00885
2018-02-09,6.01869,5.41264,6.48339,5.00845
2018-02-10,5.77615,6.00065,6.42674,5.37619
2018-02-11,5.36121,5.93351,5.93351,5.14913
2018-02-12,5.88959,5.36727,6.16345,5.36727
2018-02-13,5.48348,5.9027,6.03119,5.42156
2018-02-14,6.02151,5.48199,6.09855,5.41166
2018-02-15,6.0798,6.01867,6.40051,5.79387
2018-02-16,6.34256,6.08896,6.34577,5.81115
2018-02-17,6.42721,6.33801,6.84079,6.18827
2018-02-18,5.82957,6.46867,6.50774,5.59633
2018-02-19,6.03033,5.83544,6.10974,5.77432
2018-02-20,5.55131,6.03011,6.12056,5.35756
2018-02-21,5.10212,5.54571,5.66052,5.03748
2018-02-22,4.88649,5.10658,5.33091,4.71869
2018-02-23,5.16936,4.90437,5.29453,4.76544
2018-02-24,5.06741,5.16504,5.27558,4.78577
2018-02-25,5.27606,5.0679,5.70536,4.96993
2018-02-26,5.39374,5.42721,5.9248,5.30398
2018-02-27,5.59718,5.39374,5.71528,5.39346
2018-02-28,5.60062,5.59718,5.92753,5.46524
2018-03-01,5.89788,5.60062,5.89788,5.5188
2018-03-02,5.97773,5.89788,5.97773,5.89788
2018-03-03,6.38965,5.97773,6.3906,5.9277
2018-03-04,5.96568,6.38965,6.39086,5.92778
2018-03-05,5.96827,5.96568,6.08827,5.92772
2018-03-06,5.61057,5.96827,5.96827,5.5806
2018-03-07,5.04456,5.61057,5.92766,5.04456
2018-03-08,4.71371,5.04456,5.9271,4.71371
2018-03-09,4.53014,4.71371,5.92739,4.42901
2018-03-10,4.43886,4.53014,4.76077,4.43886
2018-03-11,4.66778,4.43886,4.66778,4.43423
2018-03-12,4.49695,4.66778,5.92762,4.49695
2018-03-13,4.52457,4.49695,5.92759,4.44612
2018-03-14,3.99386,4.52457,4.52457,3.99381
2018-03-15,3.84426,3.99387,3.99387,3.7175
2018-03-16,3.98187,3.84426,4.01604,3.84423
2018-03-17,3.68981,3.98187,3.98197,3.68981
2018-03-18,2.92919,3.68981,3.68981,2.92919
2018-03-19,3.65416,2.92919,3.65416,2.92919
2018-03-20,4.07969,3.65417,4.07969,3.65417
2018-03-21,4.1939,4.07968,4.1939,4.07968
2018-03-22,3.81024,4.1939,4.1939,3.81024
2018-03-23,3.938,3.81024,3.94209,3.81024
2018-03-24,4.3852,3.938,4.40695,3.938
2018-03-25,4.12103,4.3852,4.3852,4.10242
2018-03-26,3.76282,4.12103,4.22748,3.76282
2018-03-27,4.2965,3.76282,5.92759,3.65685
2018-03-28,0.0,4.2965,4.88999,0.0
2018-03-29,3.90535,0.0,3.90535,0.0
2018-03-30,3.90535,3.90535,3.90535,3.90535
2018-03-31,3.38144,3.90535,3.90535,0.0
2018-04-01,0.0,3.38144,3.38982,0.0
2018-04-02,4.2,0.0,4.2,0.0
2018-04-03,5.20099,4.2,5.20099,3.62026
2018-04-04,3.40806,5.20099,5.20099,0.0
2018-04-05,3.35909,3.40806,3.40806,3.35909
2018-04-06,3.79,3.35909,4.37928,3.35909
2018-04-07,3.79,3.79,3.79,3.79
2018-04-08,4.25,3.79,4.4,3.76
2018-04-09,4.25,4.25,4.25,4.25
2018-04-10,4.14802,4.25,4.25,4.0
2018-04-11,4.14799,4.14802,4.14802,4.11
2018-04-12,4.8172,4.14799,4.8172,4.14799
2018-04-13,4.8172,4.8172,4.8172,0.0
2018-04-14,0.0,4.8172,4.8172,0.0
2018-04-15,4.156,0.0,4.156,0.0
2018-04-16,4.57,4.156,6.2,4.156
2018-04-17,4.36814,4.56999,5.19181,4.36794
2018-04-18,4.6001,4.36814,4.6001,0.0
2018-04-19,5.3,4.6001,5.3,4.6001
2018-04-20,5.0,5.3,6.2,5.0
2018-04-21,5.10003,5.0,5.9,5.0
2018-04-22,5.20052,5.10003,5.20052,0.0
2018-04-23,6.09989,5.20052,6.0999,5.20052
2018-04-24,5.6802,6.09989,6.09989,5.6802
2018-04-25,5.30011,5.6802,5.6802,5.30011
2018-04-26,5.30011,5.30011,5.30011,5.30011
2018-04-27,5.30011,5.30011,5.30011,5.30011
2018-04-28,5.30011,5.30011,5.30011,5.30011
2018-04-29,5.21081,5.30011,6.0,5.20018
2018-04-30,6.09999,5.21081,6.09999,5.21081
2018-05-01,5.39009,6.09999,6.09999,5.39009
2018-05-02,6.19999,6.1,6.19999,6.1
2018-05-03,6.2,6.1,6.2,6.1
2018-05-04,5.5,6.2,6.2,0.0
2018-05-05,5.50083,5.5,5.9,5.5
2018-05-06,5.55,5.50083,5.55,5.50083
2018-05-07,5.3,5.55,5.55,0.0
2018-05-08,6.0,6.0,6.0,6.0
2018-05-09,6.19996,6.0,6.19996,0.0
2018-05-10,5.25244,6.19996,6.19996,0.0
2018-05-11,5.24994,5.25244,5.25249,4.16
2018-05-12,6.02039,5.24994,6.02039,0.0
2018-05-13,0.0,6.02039,6.02039,0.0
2018-05-14,5.97629,0.0,5.97629,0.0
2018-05-15,5.875,5.97629,6.26239,0.0
2018-05-16,5.3,5.875,5.875,5.3
2018-05-17,5.00001,5.3,5.3,5.00001
2018-05-18,4.77001,5.0,5.0,4.77001
2018-05-19,4.77009,4.77001,4.77009,0.0
2018-05-20,0.0,4.77001,4.77008,0.0
2018-05-21,4.7,0.0,4.7,0.0
2018-05-22,4.3,4.7,4.7,4.3
2018-05-23,3.96,4.3,4.32594,2.72107
2018-05-24,3.86,3.96,3.96,3.86
2018-05-25,2.5086,3.86,3.86,1.85904
2018-05-26,4.4213,2.50827,4.4213,2.50472
2018-05-27,2.55269,4.4213,4.4213,2.52242
2018-05-28,2.36699,2.553,2.56297,1.78693
2018-05-29,4.426,2.36488,4.426,2.36488
2018-05-30,2.53226,4.426,4.426,2.5225
2018-05-31,2.61666,2.53232,2.63225,2.5233
2018-06-01,4.03014,2.61654,4.06081,1.88775
2018-06-02,2.60367,4.03109,4.067,1.9547
2018-06-03,4.27122,2.60331,4.27122,2.59689
2018-06-04,4.0,4.27122,4.27122,1.82734
2018-06-05,3.75753,4.0,4.0,2.50193
2018-06-06,2.47805,3.7586,3.77887,2.46509
2018-06-07,3.69797,2.47815,3.71753,1.84304
2018-06-08,3.67647,3.69718,3.70112,1.75949
2018-06-09,3.30039,3.67648,3.71569,3.30039
2018-06-10,3.4,3.30039,3.4,3.14873
2018-06-11,3.01373,3.67499,3.67499,3.00168
2018-06-12,1.85071,3.01373,3.01373,1.83978
2018-06-13,2.756,1.85093,2.93,1.77152
2018-06-14,1.82846,2.756,2.756,1.80139
2018-06-15,1.80554,1.8302,1.86689,1.33043
2018-06-16,1.76423,1.80576,1.81564,1.31404
2018-06-17,1.77375,1.7644,1.78455,1.33778
2018-06-18,1.79718,1.77447,1.80426,1.72398
2018-06-19,2.9159,1.79749,2.91685,1.65674
2018-06-20,1.66036,2.91431,2.91531,1.64819
2018-06-21,1.64056,1.66021,1.67346,1.2176
2018-06-22,2.52901,1.64134,2.53526,1.55197
2018-06-23,2.092,2.52901,2.52901,2.092
2018-06-24,2.0,2.09201,2.09201,2.0
2018-06-25,2.0,2.0,2.0,1.27432
2018-06-26,1.23643,2.0,2.0,1.22497
2018-06-27,1.28367,1.23466,1.29942,1.22133
2018-06-28,1.24721,1.28369,1.29207,1.24244
2018-06-29,1.21714,1.24579,1.25232,0.86168
2018-06-30,1.25306,1.2173,1.25936,1.21605
2018-07-01,1.29649,1.25308,1.30234,0.00648
2018-07-02,1.85501,1.29636,2.0,1.28844
2018-07-03,2.16,1.85501,255.979,0.0
2018-07-04,2.41056,2.16,2.41056,2.16
2018-07-05,2.41056,2.41056,2.41056,2.41056
2018-07-06,2.07867,2.09385,2.31428,1.92859
2018-07-07,2.05338,2.07883,2.41056,1.95933
2018-07-08,1.99792,2.0537,2.41056,1.99382
2018-07-09,1.95505,1.9979,2.02758,1.95505
2018-07-10,2.00002,1.95505,2.00073,1.95073
2018-07-11,1.80754,2.00001,2.00001,1.79635
2018-07-12,1.78,1.80754,2.00001,1.78
2018-07-13,1.74894,1.78,1.78,1.71039
2018-07-14,1.73464,1.74894,1.78,1.71373
2018-07-15,1.77541,1.73462,1.82454,1.73462
2018-07-16,1.85,1.77541,1.87642,1.77541
2018-07-17,2.01824,1.85,2.01824,1.56
2018-07-18,2.22001,2.01824,2.22001,1.80222
2018-07-19,1.97733,2.22001,2.22001,1.97334
2018-07-20,1.61494,1.97733,1.97826,1.61494
2018-07-21,1.61494,1.61494,1.61494,1.61494
2018-07-22,1.88485,1.94015,2.2322,1.86617
2018-07-23,1.56789,1.88485,1.98044,1.56789
2018-07-24,1.65001,1.56789,1.65001,1.56789
2018-07-25,1.89907,1.65001,1.90661,1.65001
2018-07-26,2.22001,1.89907,2.22001,1.89087
2018-07-27,2.22001,2.22001,2.22001,2.22001
2018-07-28,1.77777,2.35701,2.35701,1.77777
2018-07-29,2.18128,1.77777,2.18987,1.77777
2018-07-30,1.80201,2.18128,2.18128,1.80201
2018-07-31,1.80201,1.80201,1.80201,1.80201
2018-08-01,1.90069,1.84099,1.93519,1.83874
2018-08-02,1.80201,1.90069,1.92348,1.80201
2018-08-03,1.65082,1.80201,1.80201,1.65082
2018-08-04,1.65082,1.65082,1.65082,1.65082
2018-08-05,1.4575,1.6508,1.6508,1.4575
2018-08-06,1.41941,1.4575,1.4575,1.39277
2018-08-07,1.4543,1.41941,1.5284,1.40099
2018-08-08,1.22101,1.4543,1.4543,1.22101
2018-08-09,1.22101,1.22101,1.22101,1.22101
2018-08-10,1.24497,1.27522,1.31736,1.23357
2018-08-11,1.45327,1.2428,1.45327,1.22101
2018-08-12,1.1395,1.45327,1.45327,1.1395
2018-08-13,1.1395,1.1395,1.1395,1.1395
2018-08-14,1.018,1.018,1.018,1.018
2018-08-15,1.07716,1.018,1.13342,1.018
2018-08-16,1.17173,1.07716,1.17173,1.07178
2018-08-17,1.17495,1.17173,1.17495,1.018
2018-08-18,1.17495,1.17495,1.17495,1.17495
2018-08-19,1.1749,1.12308,1.1749,1.12295
2018-08-20,1.1749,1.1749,1.1749,1.16
2018-08-21,1.10151,1.1749,1.1749,1.09332
2018-08-22,1.17333,1.10151,1.1749,1.09746
2018-08-23,1.06941,1.17333,1.17333,1.05244
2018-08-24,1.1749,1.06941,1.1749,1.05754
2018-08-25,1.1749,1.1749,1.1749,1.1749
2018-08-26,1.1385,1.11102,1.13865,1.10474
2018-08-27,1.20118,1.13848,1.27624,1.13725
2018-08-28,1.22962,1.20118,1.24438,1.19956
2018-08-29,1.13984,1.22962,2.43424,1.13984
2018-08-30,1.1395,1.13984,1.51769,1.1395
2018-08-31,1.17348,1.1395,1.17744,1.12479
2018-09-01,1.6,1.17346,1.6,1.16423
2018-09-02,1.40754,1.6,1.6,1.40754
2018-09-03,1.41744,1.40754,1.41744,1.40754
2018-09-04,1.41744,1.41744,1.41744,1.41744
2018-09-05,1.1395,1.23756,1.2391,1.13009
2018-09-06,1.02345,1.1395,1.1395,1.02345
2018-09-07,1.01976,1.02345,1.0308,1.01759
2018-09-08,1.02345,1.01976,1.03034,0.98093
2018-09-09,0.96948,1.02345,1.02345,0.96759
2018-09-10,0.97644,0.96948,1.0479,0.91917
2018-09-11,0.90746,0.97644,0.99511,0.88136
2018-09-12,0.85003,0.90746,0.94631,0.78637
2018-09-13,0.85003,0.85003,0.85003,0.85003
2018-09-14,0.84709,0.90702,0.91256,0.84694
2018-09-15,0.87883,0.84677,0.88024,0.84308
2018-09-16,0.93198,0.8789,0.93632,0.86562
2018-09-17,0.85237,0.93198,0.97048,0.84599
2018-09-18,0.87878,0.85237,0.89634,0.82305
2018-09-19,0.78938,0.87878,0.92691,0.78938
2018-09-20,0.78938,0.78938,0.78938,0.78938
2018-09-21,0.97563,0.98111,1.0248,0.94762
2018-09-22,0.79001,0.9748,1.04869,0.79001
2018-09-23,0.99414,0.79001,1.01095,0.79001
2018-09-24,1.13337,0.99414,1.13337,0.79001
2018-09-25,1.13337,1.13337,1.13337,1.13337
2018-09-26,1.10245,0.92512,1.10245,0.9216
2018-09-27,0.8568,1.10245,1.10245,0.8568
2018-09-28,1.00046,0.8568,1.00187,0.8568
2018-09-29,1.167,1.00046,1.28008,0.8568
2018-09-30,1.51781,1.167,1.51781,1.167
2018-10-01,1.0749,1.51781,1.51781,1.07398
2018-10-02,1.1395,1.0749,1.51781,1.07477
2018-10-03,1.09295,1.1395,1.1395,1.08552
2018-10-04,1.13686,1.09295,1.13889,1.09133
2018-10-05,1.13452,1.13686,1.14514,1.0752
2018-10-06,1.08899,1.13452,1.13776,1.08409
2018-10-07,1.07889,1.08899,1.11876,1.07577
2018-10-08,1.10693,1.07889,1.13445,1.07889
2018-10-09,1.10593,1.10693,1.12295,1.08506
2018-10-10,1.08345,1.10593,3.7,1.08345
2018-10-11,1.13951,1.08345,1.13951,1.08345
2018-10-12,1.0827,1.13951,1.13951,1.06437
2018-10-13,1.09467,1.08511,1.13951,1.08348
2018-10-14,1.11367,1.0952,1.20223,1.0952
2018-10-15,1.16774,1.11367,1.19668,1.11367
2018-10-16,1.25586,1.16774,1.26338,1.13951
2018-10-17,1.25,1.25586,1.30793,1.13951
2018-10-18,1.50021,1.25,1.6324,1.25
2018-10-19,1.63239,1.50021,1.63239,1.50021
2018-10-20,1.34595,1.63239,1.63239,1.32673
2018-10-21,1.33513,1.34617,1.63239,1.31691
2018-10-22,1.33325,1.33513,1.63239,1.31165
2018-10-23,1.41124,1.33325,1.63239,1.33325
2018-10-24,1.13953,1.41124,1.63239,1.13953
2018-10-25,1.13953,1.13953,1.13953,1.13953
2018-10-26,1.35691,1.36502,1.36706,1.34538
2018-10-27,1.51,1.35693,1.51,1.13953
2018-10-28,1.39726,1.51,1.51,1.38886
2018-10-29,1.29039,1.39726,1.51,1.28436
2018-10-30,1.339,1.29039,1.35116,1.2877
2018-10-31,1.44335,1.339,1.51,1.339
2018-11-01,1.39092,1.44335,1.51,1.38572
2018-11-02,1.38327,1.39092,1.51,1.3712
2018-11-03,1.3884,1.38327,1.51,1.36722
2018-11-04,1.38555,1.3884,1.51,1.36118
2018-11-05,1.35977,1.38555,1.51,1.34798
2018-11-06,1.3452,1.35977,1.51,1.31983
2018-11-07,1.37868,1.3452,1.51,1.34498
2018-11-08,1.31243,1.37868,1.51,1.31243
2018-11-09,1.29681,1.31243,1.51,1.28587
2018-11-10,1.30078,1.29681,1.51,1.29677
2018-11-11,1.34979,1.30078,1.51,1.28996
2018-11-12,1.37227,1.34979,1.51,1.34782
2018-11-13,1.32628,1.37227,1.51,1.32406
2018-11-14,1.13752,1.32628,1.51,1.10727
2018-11-15,1.11313,1.13752,1.51,1.03493
2018-11-16,1.1395,1.11313,1.51,1.05457
2018-11-17,1.1395,1.1395,1.1395,1.1395
2018-11-18,1.07068,1.1395,1.1395,1.05091
2018-11-19,0.95,1.07068,1.1395,0.95
2018-11-20,0.75101,0.95,0.95,0.75101
2018-11-21,0.85761,0.75101,0.8753,0.75101
2018-11-22,0.81309,0.85761,0.85761,0.75101
2018-11-23,0.76615,0.81309,0.81309,0.74333
2018-11-24,0.70939,0.76615,0.79586,0.67787
2018-11-25,0.74017,0.70939,0.75502,0.63657
2018-11-26,0.67567,0.74017,0.75101,0.64961
2018-11-27,0.67164,0.67567,0.75101,0.64832
2018-11-28,0.77554,0.67164,0.82865,0.67162
2018-11-29,0.80592,0.77554,0.87433,0.75101
2018-11-30,0.73153,0.80592,0.81626,0.70921
2018-12-01,0.76517,0.73153,0.80053,0.72846
2018-12-02,0.75404,0.76494,0.77812,0.74081
2018-12-03,0.71212,0.75404,0.75645,0.68675
2018-12-04,0.75463,0.71212,0.7934,0.69852
2018-12-05,0.68093,0.75463,0.75807,0.68012
2018-12-06,0.6279,0.68093,0.70483,0.61934
2018-12-07,0.65001,0.6279,0.75101,0.62649
2018-12-08,0.60432,0.65001,0.78552,0.57289
2018-12-09,0.61402,0.60416,0.78822,0.59523
2018-12-10,0.57011,0.61402,0.79797,0.55793
2018-12-11,0.56101,0.57011,0.77965,0.55343
2018-12-12,0.56387,0.7691,0.77051,0.55344
2018-12-13,0.52501,0.56387,0.77403,0.51954
2018-12-14,0.48405,0.52501,0.75961,0.48181
2018-12-15,0.49771,0.48415,0.74887,0.47942
2018-12-16,0.48757,0.49771,0.75523,0.48425
2018-12-17,0.53811,0.48757,0.75078,0.48757
2018-12-18,0.55812,0.53811,0.76867,0.51348
2018-12-19,0.57221,0.55812,0.78308,0.55702
2018-12-20,0.69433,0.57221,0.79162,0.5714
2018-12-21,0.61981,0.69433,0.70234,0.61444
2018-12-22,0.64737,0.62034,0.80518,0.62034
2018-12-23,0.93648,0.64737,0.96498,0.64737
2018-12-24,0.8,0.93648,0.99104,0.79999
2018-12-25,0.79392,0.8,0.80717,0.75678
2018-12-26,0.76294,0.79392,0.8,0.74497
2018-12-27,0.59466,0.76294,0.8,0.59466
2018-12-28,0.75548,0.59466,0.75873,0.59466
2018-12-29,0.82988,0.59466,0.97698,0.59466
2018-12-30,0.92871,0.8308,0.92871,0.59466
2018-12-31,0.87438,0.92871,1.00415,0.86699
2019-01-01,0.88108,0.87438,0.97068,0.83519
2019-01-02,0.91855,0.88108,0.97302,0.87171
2019-01-03,0.85164,0.91855,0.98355,0.8396
2019-01-04,0.93647,0.85164,0.97623,0.8507
2019-01-05,0.91058,0.99167,1.03184,0.91058
2019-01-06,0.92312,0.91058,1.82847,0.89299
2019-01-07,0.87637,0.92312,0.98954,0.87401
2019-01-08,0.8939,0.87637,0.97373,0.87427
2019-01-09,0.91536,0.8939,1.00419,0.8939
2019-01-10,0.76435,0.91536,0.98177,0.75163
2019-01-11,0.77287,0.76435,0.9358,0.76334
2019-01-12,0.77156,0.77394,0.93684,0.7536
2019-01-13,0.73813,0.77181,0.93982,0.73354
2019-01-14,0.79414,0.73813,0.92646,0.73525
2019-01-15,0.75408,0.79414,0.94272,0.74868
2019-01-16,0.77649,0.75408,0.9385,0.75408
2019-01-17,0.79709,0.77649,0.94017,0.76639
2019-01-18,0.77498,0.79709,0.94413,0.76999
2019-01-19,0.80735,0.77498,0.94044,0.77498
2019-01-20,0.7409,0.80644,0.94675,0.73048
2019-01-21,0.74133,0.7409,0.92589,0.73265
2019-01-22,0.7535,0.74133,0.92497,0.7182
2019-01-23,0.75955,0.7535,0.9298,0.73898
2019-01-24,0.82887,0.75955,0.9727,0.75955
2019-01-25,0.78552,0.82887,0.95303,0.77211
2019-01-26,0.78342,0.78552,0.94208,0.78147
2019-01-27,0.74044,0.78301,0.93883,0.72677
2019-01-28,0.67936,0.74044,0.74044,0.66929
2019-01-29,0.70079,0.67936,0.7086,0.66141
2019-01-30,0.70879,0.70079,0.73728,0.69857
2019-01-31,0.65473,0.70879,0.71674,0.65227
2019-02-01,0.66973,0.65473,0.68626,0.63421
2019-02-02,0.6817,0.66973,0.70877,0.66192
2019-02-03,0.65894,0.6817,0.68712,0.65435
2019-02-04,0.69943,0.65894,0.70459,0.65591
2019-02-05,0.65691,0.69943,0.70711,0.65306
2019-02-06,0.63371,0.65691,0.65985,0.62
2019-02-07,0.65161,0.63371,0.68446,0.62434
2019-02-08,0.70468,0.65161,0.76865,0.65028
2019-02-09,0.72194,0.70373,0.80976,0.70212
2019-02-10,0.7464,0.72194,0.84652,0.69502
2019-02-11,0.73128,0.7464,0.79225,0.7252
2019-02-12,0.73661,0.73128,0.76057,0.71438
2019-02-13,0.7301,0.73661,0.7704,0.7276
2019-02-14,0.71442,0.7301,0.74034,0.71139
2019-02-15,0.72266,0.71442,0.73393,0.7134
2019-02-16,0.72338,0.72296,0.76325,0.71641
2019-02-17,0.7733,0.72349,0.82869,0.72349
2019-02-18,0.80724,0.7733,0.83166,0.7573
2019-02-19,0.81182,0.80724,0.8353,0.78447
2019-02-20,0.81892,0.81182,0.83183,0.80191
2019-02-21,0.80857,0.81892,0.8789,0.80197
2019-02-22,0.80523,0.80857,0.81536,0.79447
2019-02-23,0.82318,0.80392,0.83881,0.79585
2019-02-24,0.73069,0.82318,0.83585,0.72505
2019-02-25,0.75187,0.73069,0.76331,0.73024
2019-02-26,0.75552,0.75187,0.76031,0.73036
2019-02-27,0.76139,0.75552,0.79278,0.73865
2019-02-28,0.74742,0.76139,0.77021,0.74222
2019-03-01,0.75981,0.74742,0.77456,0.74468
2019-03-02,0.76119,0.75968,0.77396,0.75169
2019-03-03,0.77635,0.76119,0.78503,0.76119
2019-03-04,0.79668,0.77635,0.82415,0.75199
2019-03-05,0.80617,0.79668,0.81938,0.78333
2019-03-06,0.78055,0.80617,0.80694,0.77348
2019-03-07,0.79232,0.78055,0.80376,0.77867
2019-03-08,0.78005,0.79232,0.79446,0.7682
2019-03-09,0.79114,0.78005,0.80556,0.77802
2019-03-10,0.776,0.79152,0.79647,0.75642
2019-03-11,0.82086,0.776,0.82086,0.776
2019-03-12,0.83294,0.82086,0.84551,0.81616
2019-03-13,0.87834,0.83294,0.92073,0.82045
2019-03-14,0.86207,0.87834,1.00392,0.8486
2019-03-15,0.87014,0.86207,0.88409,0.84376
2019-03-16,0.86598,0.87447,0.87604,0.849
2019-03-17,0.85183,0.86562,0.86573,0.835
2019-03-18,0.85059,0.85183,0.86143,0.8401
2019-03-19,0.84823,0.85059,0.85525,0.84051
2019-03-20,0.86014,0.84823,0.86104,0.82655
2019-03-21,0.81801,0.86014,0.89304,0.8056
2019-03-22,0.83766,0.81801,0.84618,0.81258
2019-03-23,0.85227,0.83575,0.86621,0.83123
2019-03-24,0.85978,0.85249,0.87544,0.84661
2019-03-25,0.82353,0.85978,0.89161,0.81214
2019-03-26,0.86074,0.82353,0.86624,0.81053
2019-03-27,0.9011,0.86074,0.90415,0.85938
2019-03-28,0.92747,0.9011,0.96938,0.87175
2019-03-29,0.92869,0.92747,0.98912,0.9061
2019-03-30,0.92054,0.92869,0.93111,0.8947
2019-03-31,0.98,0.92054,1.03723,0.91211
2019-04-01,0.97527,0.98,0.98,0.95925
2019-04-02,1.06906,0.97527,1.16833,0.94655
2019-04-03,1.02691,1.06906,1.13581,0.99811
2019-04-04,0.97735,1.02691,1.04268,0.97735
2019-04-05,0.97735,0.97735,0.97735,0.97735
2019-04-06,1.03716,1.03444,1.11165,1.01499
2019-04-07,1.06508,1.03941,1.07888,1.0324
2019-04-08,1.03591,1.06508,1.07882,1.01921
2019-04-09,0.9769,1.03591,1.03591,0.9769
2019-04-10,0.9769,0.9769,0.9769,0.9769
2019-04-11,0.97571,0.97255,0.97571,0.91401
2019-04-12,0.93654,0.97571,0.97571,0.92755
2019-04-13,0.93321,0.93605,0.9505,0.92328
2019-04-14,0.96464,0.9333,0.97638,0.92288
2019-04-15,0.91877,0.96464,1.00716,0.90681
2019-04-16,0.94239,0.91877,0.97752,0.90503
2019-04-17,0.96868,0.94239,0.99,0.94096
2019-04-18,0.93825,0.96868,1.00382,0.93485
2019-04-19,0.93461,0.93825,0.94425,0.90817
2019-04-20,0.91745,0.93389,0.94062,0.90836
2019-04-21,0.91221,0.91761,0.93626,0.86431
2019-04-22,0.91302,0.91221,0.93879,0.89316
2019-04-23,0.83384,0.91302,0.93027,0.83035
2019-04-24,0.75539,0.83384,0.83671,0.75229
2019-04-25,0.7215,0.75539,1.25,0.68709
2019-04-26,0.71642,0.7215,0.7215,0.71642
2019-04-27,0.71642,0.71642,0.71642,0.71642
2019-04-28,0.6633,0.71642,0.71642,0.65665
2019-04-29,0.63456,0.6633,0.66714,0.60329
2019-04-30,0.61642,0.63456,0.65898,0.61642
2019-05-01,0.65911,0.61642,0.65911,0.61642
2019-05-02,0.65752,0.65911,0.68211,0.64233
2019-05-03,0.65939,0.65752,0.67805,0.6506
2019-05-04,0.583,0.65831,0.67001,0.583
2019-05-05,0.51647,0.583,0.583,0.51647
2019-05-06,0.63753,0.51647,0.65644,0.51647
2019-05-07,0.62258,0.63753,0.66313,0.62258
2019-05-08,0.62869,0.62258,0.65064,0.60585
2019-05-09,0.58302,0.62869,0.638,0.58294
2019-05-10,0.59578,0.58302,0.60471,0.55873
2019-05-11,0.58006,0.59578,0.61125,0.57241
2019-05-12,0.58006,0.58006,0.62172,0.58006
