TIMESTAMP,RYOSHI24433_OPEN_PRICE_USD,RYOSHI24433_HIGH_PRICE_USD,RYOSHI24433_LOW_PRICE_USD,RYOSHI24433_CLOSE_PRICE_USD,RYOSHI24433_VOLUME_USD,RYOSHI24433_DIVIDENDS_USD,RYOSHI24433_STOCK_SPLITS_USD
2023-04-27 00:00:00+00:00,,,,0.0,26571,0.0,0.0
2023-04-28 00:00:00+00:00,,,,0.0,15732,0.0,0.0
2023-04-29 00:00:00+00:00,,,,0.0,3463,0.0,0.0
2023-04-30 00:00:00+00:00,,,,0.0,2990,0.0,0.0
2023-05-01 00:00:00+00:00,,,,0.0,7500,0.0,0.0
2023-05-02 00:00:00+00:00,,,,0.0,2919,0.0,0.0
2023-05-03 00:00:00+00:00,,,,0.0,476,0.0,0.0
2023-05-04 00:00:00+00:00,,,,0.0,1191,0.0,0.0
2023-05-05 00:00:00+00:00,,,,0.0,7246,0.0,0.0
2023-05-06 00:00:00+00:00,,,,0.0,2104,0.0,0.0
2023-05-07 00:00:00+00:00,,,,0.0,4476,0.0,0.0
2023-05-08 00:00:00+00:00,,,,0.0,888,0.0,0.0
2023-05-09 00:00:00+00:00,,,,0.0,1832,0.0,0.0
2023-05-10 00:00:00+00:00,,,,0.0,1413,0.0,0.0
2023-05-11 00:00:00+00:00,,,,0.0,319,0.0,0.0
2023-05-12 00:00:00+00:00,,,,0.0,519,0.0,0.0
2023-05-13 00:00:00+00:00,,,,0.0,128,0.0,0.0
2023-05-14 00:00:00+00:00,,,,0.0,77,0.0,0.0
2023-05-15 00:00:00+00:00,,,,0.0,450,0.0,0.0
2023-05-16 00:00:00+00:00,,,,0.0,2034,0.0,0.0
2023-05-17 00:00:00+00:00,,,,0.0,1009,0.0,0.0
2023-05-18 00:00:00+00:00,,,,0.0,2871,0.0,0.0
2023-05-19 00:00:00+00:00,,,,0.0,1829,0.0,0.0
2023-05-20 00:00:00+00:00,,,,0.0,1402,0.0,0.0
