TIMESTAMP,GAGA_OPEN_PRICE_USD,GAGA_HIGH_PRICE_USD,GAGA_LOW_PRICE_USD,GAGA_CLOSE_PRICE_USD,GAGA_VOLUME_USD,GAGA_DIVIDENDS_USD,GAGA_STOCK_SPLITS_USD
2024-03-27 00:00:00+00:00,,,,0.0,433558,0.0,0.0
2024-03-28 00:00:00+00:00,,,,0.0,1758391,0.0,0.0
2024-03-29 00:00:00+00:00,,,,0.0,417345,0.0,0.0
2024-03-30 00:00:00+00:00,,,,0.0,208598,0.0,0.0
2024-03-31 00:00:00+00:00,,,,0.0,161564,0.0,0.0
2024-04-01 00:00:00+00:00,,,,0.0,119810,0.0,0.0
2024-04-02 00:00:00+00:00,,,,0.0,77186,0.0,0.0
2024-04-03 00:00:00+00:00,,,,0.0,219486,0.0,0.0
2024-04-04 00:00:00+00:00,,,,0.0,160313,0.0,0.0
2024-04-05 00:00:00+00:00,,,,0.0,212183,0.0,0.0
2024-04-06 00:00:00+00:00,,,,0.0,63323,0.0,0.0
2024-04-07 00:00:00+00:00,,,,0.0,2439894,0.0,0.0
2024-04-08 00:00:00+00:00,,,,0.0,3071722,0.0,0.0
2024-04-09 00:00:00+00:00,,,,0.0,856099,0.0,0.0
2024-04-10 00:00:00+00:00,,,,0.0,712242,0.0,0.0
2024-04-11 00:00:00+00:00,,,,0.0,1505802,0.0,0.0
2024-04-12 00:00:00+00:00,,,,0.0,668340,0.0,0.0
2024-04-13 00:00:00+00:00,,,,0.0,368805,0.0,0.0
2024-04-14 00:00:00+00:00,,,,0.0,288258,0.0,0.0
2024-04-15 00:00:00+00:00,,,,0.0,702630,0.0,0.0
2024-04-16 00:00:00+00:00,,,,0.0,962317,0.0,0.0
2024-04-17 00:00:00+00:00,,,,0.0,961285,0.0,0.0
2024-04-18 00:00:00+00:00,,,,0.0,893869,0.0,0.0
2024-04-19 00:00:00+00:00,,,,0.0,867038,0.0,0.0
2024-04-20 00:00:00+00:00,,,,0.0,441128,0.0,0.0
2024-04-21 00:00:00+00:00,,,,0.0,413469,0.0,0.0
2024-04-22 00:00:00+00:00,,,,0.0,430615,0.0,0.0
2024-04-23 00:00:00+00:00,,,,0.0,533837,0.0,0.0
2024-04-24 00:00:00+00:00,,,,0.0,488825,0.0,0.0
2024-04-25 00:00:00+00:00,,,,0.0,448335,0.0,0.0
2024-04-26 00:00:00+00:00,,,,0.0,423419,0.0,0.0
2024-04-27 00:00:00+00:00,,,,0.0,468440,0.0,0.0
2024-04-28 00:00:00+00:00,,,,0.0,351482,0.0,0.0
2024-04-29 00:00:00+00:00,,,,0.0,310992,0.0,0.0
2024-04-30 00:00:00+00:00,,,,0.0,305624,0.0,0.0
2024-05-01 00:00:00+00:00,,,,0.0,372290,0.0,0.0
2024-05-02 00:00:00+00:00,,,,0.0,318729,0.0,0.0
2024-05-03 00:00:00+00:00,,,,0.0,417616,0.0,0.0
2024-05-04 00:00:00+00:00,,,,0.0,377144,0.0,0.0
2024-05-05 00:00:00+00:00,,,,0.0,393720,0.0,0.0
2024-05-06 00:00:00+00:00,,,,0.0,363509,0.0,0.0
2024-05-07 00:00:00+00:00,,,,0.0,357996,0.0,0.0
2024-05-08 00:00:00+00:00,,,,0.0,359450,0.0,0.0
2024-05-09 00:00:00+00:00,,,,0.0,279427,0.0,0.0
2024-05-10 00:00:00+00:00,,,,0.0,302069,0.0,0.0
2024-05-11 00:00:00+00:00,,,,0.0,330242,0.0,0.0
2024-05-12 00:00:00+00:00,,,,0.0,299031,0.0,0.0
2024-05-13 00:00:00+00:00,,,,0.0,233895,0.0,0.0
2024-05-14 00:00:00+00:00,,,,0.0,176639,0.0,0.0
2024-05-15 00:00:00+00:00,,,,0.0,200553,0.0,0.0
2024-05-16 00:00:00+00:00,,,,0.0,202263,0.0,0.0
2024-05-17 00:00:00+00:00,,,,0.0,179794,0.0,0.0
2024-05-18 00:00:00+00:00,,,,0.0,245130,0.0,0.0
2024-05-19 00:00:00+00:00,,,,0.0,352672,0.0,0.0
2024-05-20 00:00:00+00:00,,,,0.0,470620,0.0,0.0
2024-05-21 00:00:00+00:00,,,,0.0,506483,0.0,0.0
