TIMESTAMP,EARLY_OPEN_PRICE_USD,EARLY_HIGH_PRICE_USD,EARLY_LOW_PRICE_USD,EARLY_CLOSE_PRICE_USD,EARLY_VOLUME_USD,EARLY_DIVIDENDS_USD,EARLY_STOCK_SPLITS_USD
2024-05-14 00:00:00+00:00,0.034265000373125076,0.03543199971318245,0.029053999111056328,0.030344000086188316,225954,0.0,0.0
2024-05-15 00:00:00+00:00,0.030344000086188316,0.0340999998152256,0.026254000142216682,0.02644599974155426,229743,0.0,0.0
2024-05-16 00:00:00+00:00,0.026600999757647514,0.028548000380396843,0.0250840000808239,0.02627599984407425,118207,0.0,0.0
2024-05-17 00:00:00+00:00,0.02631700038909912,0.026391999796032906,0.024109000340104103,0.024289000779390335,69813,0.0,0.0
2024-05-18 00:00:00+00:00,0.0242490004748106,0.02559800073504448,0.02394299954175949,0.02465900033712387,54179,0.0,0.0
2024-05-19 00:00:00+00:00,0.024622000753879547,0.025164000689983368,0.023423999547958374,0.023468000814318657,69426,0.0,0.0
2024-05-20 00:00:00+00:00,0.023452000692486763,0.02686000056564808,0.021914999932050705,0.026666000485420227,138326,0.0,0.0
2024-05-21 00:00:00+00:00,0.026666000485420227,0.029246000573039055,0.024900000542402267,0.027657000347971916,110232,0.0,0.0
2024-05-22 00:00:00+00:00,0.027657000347971916,0.030649999156594276,0.025752000510692596,0.03064900077879429,110582,0.0,0.0
2024-05-23 00:00:00+00:00,0.030652999877929688,0.031539998948574066,0.028909999877214432,0.030117999762296677,105000,0.0,0.0
2024-05-24 00:00:00+00:00,0.03004699945449829,0.031633999198675156,0.02990099973976612,0.030926000326871872,64008,0.0,0.0
2024-05-25 00:00:00+00:00,0.030926000326871872,0.032614000141620636,0.030768999829888344,0.03207999840378761,61926,0.0,0.0
2024-05-26 00:00:00+00:00,0.03222300112247467,0.03231000155210495,0.028265999630093575,0.028355000540614128,102461,0.0,0.0
2024-05-27 00:00:00+00:00,0.02825400047004223,0.02947700023651123,0.02718999981880188,0.028056999668478966,40858,0.0,0.0
2024-05-28 00:00:00+00:00,0.028036000207066536,0.028728999197483063,0.025553999468684196,0.026760000735521317,91478,0.0,0.0
2024-05-29 00:00:00+00:00,0.02672399953007698,0.028650999069213867,0.02634900063276291,0.02835799939930439,87172,0.0,0.0
2024-05-30 00:00:00+00:00,0.028481999412178993,0.02849400043487549,0.019937999546527863,0.020041000097990036,147900,0.0,0.0
2024-05-31 00:00:00+00:00,0.02053000032901764,0.021044999361038208,0.020186999812722206,0.020771000534296036,51976,0.0,0.0
2024-06-01 00:00:00+00:00,0.0207700002938509,0.020771000534296036,0.019657999277114868,0.019860999658703804,47611,0.0,0.0
2024-06-02 00:00:00+00:00,0.019884999841451645,0.02052300050854683,0.019706999883055687,0.020267000421881676,20694,0.0,0.0
2024-06-03 00:00:00+00:00,0.020222999155521393,0.020690999925136566,0.019639000296592712,0.020640000700950623,58027,0.0,0.0
2024-06-04 00:00:00+00:00,0.020653000101447105,0.0208320003002882,0.019123999401926994,0.019638000056147575,90696,0.0,0.0
2024-06-05 00:00:00+00:00,0.01962999999523163,0.02164600044488907,0.019430000334978104,0.021237000823020935,70975,0.0,0.0
2024-06-06 00:00:00+00:00,0.021223999559879303,0.021531999111175537,0.02112000063061714,0.0214649997651577,41984,0.0,0.0
2024-06-07 00:00:00+00:00,0.021463999524712563,0.021505000069737434,0.02050199918448925,0.02057899907231331,30533,0.0,0.0
2024-06-08 00:00:00+00:00,0.02057800069451332,0.020586000755429268,0.01959099993109703,0.01959099993109703,22355,0.0,0.0
2024-06-09 00:00:00+00:00,0.01959099993109703,0.019843999296426773,0.019429000094532967,0.019471000880002975,19038,0.0,0.0
2024-06-10 00:00:00+00:00,0.019471000880002975,0.019641999155282974,0.018722999840974808,0.019021999090909958,41852,0.0,0.0
