TIMESTAMP,UBTC_OPEN_PRICE_USD,UBTC_HIGH_PRICE_USD,UBTC_LOW_PRICE_USD,UBTC_CLOSE_PRICE_USD,UBTC_VOLUME_USD,UBTC_DIVIDENDS_USD,UBTC_STOCK_SPLITS_USD
2017-12-18 00:00:00+00:00,432.9209899902344,432.9209899902344,432.9209899902344,432.9209899902344,311203,0.0,0.0
2017-12-19 00:00:00+00:00,433.0559997558594,433.74200439453125,401.59100341796875,423.4469909667969,166670,0.0,0.0
2017-12-20 00:00:00+00:00,423.3500061035156,448.94000244140625,382.57598876953125,410.34600830078125,628590,0.0,0.0
2017-12-21 00:00:00+00:00,410.87701416015625,590.6019897460938,404.239013671875,497.6929931640625,927489,0.0,0.0
2017-12-22 00:00:00+00:00,500.9649963378906,521.3579711914062,358.5190124511719,423.3299865722656,986723,0.0,0.0
2017-12-23 00:00:00+00:00,427.177001953125,493.52398681640625,424.4320068359375,456.8800048828125,1166490,0.0,0.0
2017-12-24 00:00:00+00:00,462.0419921875,698.4340209960938,387.4169921875,407.60400390625,536698,0.0,0.0
2017-12-25 00:00:00+00:00,443.8299865722656,551.9229736328125,408.6960144042969,486.7510070800781,134113,0.0,0.0
2017-12-26 00:00:00+00:00,503.97198486328125,573.7440185546875,304.6199951171875,325.89898681640625,330169,0.0,0.0
2017-12-27 00:00:00+00:00,337.9739990234375,382.6210021972656,305.9639892578125,358.73199462890625,191911,0.0,0.0
2017-12-28 00:00:00+00:00,366.4309997558594,428.1669921875,320.7969970703125,356.7950134277344,236494,0.0,0.0
2017-12-29 00:00:00+00:00,358.61700439453125,411.7640075683594,334.427001953125,407.8380126953125,191226,0.0,0.0
2017-12-30 00:00:00+00:00,407.781005859375,412.239013671875,273.989990234375,297.1189880371094,126834,0.0,0.0
2017-12-31 00:00:00+00:00,295.6189880371094,367.8489990234375,267.86199951171875,363.4549865722656,154991,0.0,0.0
2018-01-01 00:00:00+00:00,364.7250061035156,385.5899963378906,350.3389892578125,380.7099914550781,113830,0.0,0.0
2018-01-02 00:00:00+00:00,380.3689880371094,394.34100341796875,355.7130126953125,380.7279968261719,169376,0.0,0.0
2018-01-03 00:00:00+00:00,379.4119873046875,381.9070129394531,330.2829895019531,332.2539978027344,135605,0.0,0.0
2018-01-04 00:00:00+00:00,301.32000732421875,303.14801025390625,262.0870056152344,289.5159912109375,200558,0.0,0.0
2018-01-05 00:00:00+00:00,293.4729919433594,296.71099853515625,256.5889892578125,263.6579895019531,213229,0.0,0.0
2018-01-06 00:00:00+00:00,266.5929870605469,305.9880065917969,254.52999877929688,301.2929992675781,160069,0.0,0.0
