TIMESTAMP,ABOND_OPEN_PRICE_USD,ABOND_HIGH_PRICE_USD,ABOND_LOW_PRICE_USD,ABOND_CLOSE_PRICE_USD,ABOND_VOLUME_USD,ABOND_DIVIDENDS_USD,ABOND_STOCK_SPLITS_USD
2024-01-24 00:00:00+00:00,0.020051000639796257,0.021587999537587166,0.01966400071978569,0.021170999854803085,195202,0.0,0.0
2024-01-25 00:00:00+00:00,0.021170999854803085,0.023236999288201332,0.020972000434994698,0.021273000165820122,244893,0.0,0.0
2024-01-26 00:00:00+00:00,0.021273000165820122,0.021331999450922012,0.019850999116897583,0.01990099996328354,153062,0.0,0.0
2024-01-27 00:00:00+00:00,0.019896000623703003,0.02062699943780899,0.019791999831795692,0.020430000498890877,129555,0.0,0.0
2024-01-28 00:00:00+00:00,0.020430000498890877,0.020829999819397926,0.019694000482559204,0.02032499946653843,101554,0.0,0.0
2024-01-29 00:00:00+00:00,0.02032499946653843,0.02050499990582466,0.019192000851035118,0.01946300081908703,159014,0.0,0.0
2024-01-30 00:00:00+00:00,0.01946300081908703,0.019724000245332718,0.017528999596834183,0.018105000257492065,175660,0.0,0.0
2024-01-31 00:00:00+00:00,0.018105000257492065,0.018168000504374504,0.01692900061607361,0.01699100062251091,75435,0.0,0.0
2024-02-01 00:00:00+00:00,0.01699100062251091,0.017152000218629837,0.01592000015079975,0.016898000612854958,57574,0.0,0.0
2024-02-02 00:00:00+00:00,0.016898000612854958,0.01736699976027012,0.016117999330163002,0.016161000356078148,153728,0.0,0.0
2024-02-03 00:00:00+00:00,0.016161000356078148,0.016925999894738197,0.01583999954164028,0.01658800058066845,158091,0.0,0.0
2024-02-04 00:00:00+00:00,0.01658800058066845,0.017386000603437424,0.016220999881625175,0.016240999102592468,110178,0.0,0.0
2024-02-05 00:00:00+00:00,0.016240999102592468,0.01628199964761734,0.015533999539911747,0.015699999406933784,94263,0.0,0.0
2024-02-06 00:00:00+00:00,0.015699999406933784,0.020356999710202217,0.01527199987322092,0.01678300090134144,267966,0.0,0.0
2024-02-07 00:00:00+00:00,0.01678300090134144,0.018516000360250473,0.016654999926686287,0.017667999491095543,198829,0.0,0.0
2024-02-08 00:00:00+00:00,0.017667999491095543,0.024121999740600586,0.017316000536084175,0.02257700078189373,364767,0.0,0.0
2024-02-09 00:00:00+00:00,0.02257700078189373,0.028284000232815742,0.022342000156641006,0.023207999765872955,359283,0.0,0.0
2024-02-10 00:00:00+00:00,0.023207999765872955,0.023956000804901123,0.021764000877738,0.023821000009775162,146496,0.0,0.0
2024-02-11 00:00:00+00:00,0.023821000009775162,0.02482300065457821,0.022182000800967216,0.02432600036263466,182440,0.0,0.0
2024-02-12 00:00:00+00:00,0.02432600036263466,0.024574000388383865,0.023065000772476196,0.023979999125003815,118982,0.0,0.0
2024-02-13 00:00:00+00:00,0.023979999125003815,0.026422999799251556,0.02284800074994564,0.024529999122023582,205501,0.0,0.0
2024-02-14 00:00:00+00:00,0.024529999122023582,0.034696001559495926,0.02385699935257435,0.03102000057697296,313811,0.0,0.0
2024-02-15 00:00:00+00:00,0.03102000057697296,0.03998199850320816,0.03102000057697296,0.03772599995136261,275409,0.0,0.0
2024-02-16 00:00:00+00:00,0.03772599995136261,0.040699999779462814,0.035617001354694366,0.03681600093841553,320532,0.0,0.0
2024-02-17 00:00:00+00:00,0.03681600093841553,0.0383169986307621,0.028900999575853348,0.02967499941587448,320884,0.0,0.0
2024-02-18 00:00:00+00:00,0.02967499941587448,0.032930001616477966,0.028718000277876854,0.03216300159692764,151717,0.0,0.0
2024-02-19 00:00:00+00:00,0.03216300159692764,0.03916199877858162,0.03161900117993355,0.03198099881410599,345491,0.0,0.0
2024-02-20 00:00:00+00:00,0.03198099881410599,0.033323999494314194,0.029558999463915825,0.031143000349402428,146579,0.0,0.0
2024-02-21 00:00:00+00:00,0.031143000349402428,0.032301999628543854,0.030153000727295876,0.032301999628543854,165711,0.0,0.0
2024-02-22 00:00:00+00:00,0.03230300173163414,0.032694000750780106,0.030331000685691833,0.03092999942600727,123961,0.0,0.0
2024-02-23 00:00:00+00:00,0.03092999942600727,0.03096899949014187,0.029411999508738518,0.02953300066292286,79306,0.0,0.0
2024-02-24 00:00:00+00:00,0.02953300066292286,0.030104000121355057,0.028692999854683876,0.029999999329447746,121091,0.0,0.0
2024-02-25 00:00:00+00:00,0.029999999329447746,0.031325001269578934,0.029601000249385834,0.0304579995572567,114085,0.0,0.0
2024-02-26 00:00:00+00:00,0.0304579995572567,0.03281699866056442,0.030155999585986137,0.0326789990067482,159237,0.0,0.0
2024-02-27 00:00:00+00:00,0.0326789990067482,0.03351600095629692,0.0317469984292984,0.0320420004427433,133391,0.0,0.0
2024-02-28 00:00:00+00:00,0.0320420004427433,0.03292100131511688,0.03070399910211563,0.0313900001347065,193861,0.0,0.0
2024-02-29 00:00:00+00:00,0.03138900175690651,0.03216199949383736,0.030872000381350517,0.030974000692367554,80180,0.0,0.0
2024-03-01 00:00:00+00:00,0.030974000692367554,0.03179100155830383,0.030410999432206154,0.030869999900460243,104662,0.0,0.0
2024-03-02 00:00:00+00:00,0.030869999900460243,0.031881000846624374,0.03066899999976158,0.03163599967956543,71508,0.0,0.0
2024-03-03 00:00:00+00:00,0.03163599967956543,0.03189700096845627,0.03078100085258484,0.03187600150704384,98401,0.0,0.0
