TIMESTAMP,SOLCAT34198_OPEN_PRICE_USD,SOLCAT34198_HIGH_PRICE_USD,SOLCAT34198_LOW_PRICE_USD,SOLCAT34198_CLOSE_PRICE_USD,SOLCAT34198_VOLUME_USD,SOLCAT34198_DIVIDENDS_USD,SOLCAT34198_STOCK_SPLITS_USD
2024-12-06 00:00:00+00:00,0.00029200001154094934,0.0003009999927598983,0.0001610000035725534,0.0001630000042496249,52170,0.0,0.0
2024-12-07 00:00:00+00:00,0.0001630000042496249,0.0001900000061141327,0.0001340000017080456,0.00016799999866634607,42114,0.0,0.0
2024-12-08 00:00:00+00:00,0.00016799999866634607,0.0001939999929163605,0.00016799999866634607,0.0001939999929163605,15052,0.0,0.0
2024-12-09 00:00:00+00:00,0.0001939999929163605,0.00019700000120792538,0.00015900000289548188,0.00016399999731220305,18780,0.0,0.0
2024-12-10 00:00:00+00:00,0.00016399999731220305,0.00016599999798927456,0.00013800000306218863,0.00014200000441633165,11318,0.0,0.0
2024-12-11 00:00:00+00:00,0.00014200000441633165,0.00015199999324977398,0.0001320000010309741,0.00014099999680183828,22364,0.0,0.0
2024-12-12 00:00:00+00:00,0.00014099999680183828,0.00014800000644754618,0.0001289999927394092,0.00013299999409355223,7968,0.0,0.0
2024-12-13 00:00:00+00:00,0.00013299999409355223,0.00013299999409355223,7.000000186963007e-05,8.399999933317304e-05,48899,0.0,0.0
2024-12-14 00:00:00+00:00,8.399999933317304e-05,9.300000237999484e-05,8.399999933317304e-05,9.100000170292333e-05,10101,0.0,0.0
2024-12-15 00:00:00+00:00,9.100000170292333e-05,0.00011500000255182385,9.100000170292333e-05,9.899999713525176e-05,11822,0.0,0.0
2024-12-16 00:00:00+00:00,9.899999713525176e-05,0.0001230000052601099,8.800000068731606e-05,8.800000068731606e-05,10740,0.0,0.0
2024-12-17 00:00:00+00:00,8.800000068731606e-05,0.00016199999663513154,8.099999831756577e-05,8.099999831756577e-05,75555,0.0,0.0
2024-12-18 00:00:00+00:00,8.099999831756577e-05,8.099999831756577e-05,7.000000186963007e-05,7.100000220816582e-05,17565,0.0,0.0
2024-12-19 00:00:00+00:00,7.100000220816582e-05,7.400000322377309e-05,6.299999949987978e-05,6.500000017695129e-05,10194,0.0,0.0
2024-12-20 00:00:00+00:00,6.500000017695129e-05,7.300000288523734e-05,5.2999999752501026e-05,5.2999999752501026e-05,12825,0.0,0.0
2024-12-21 00:00:00+00:00,5.2999999752501026e-05,5.400000009103678e-05,4.600000102072954e-05,4.8000001697801054e-05,4575,0.0,0.0
2024-12-22 00:00:00+00:00,4.8000001697801054e-05,4.8999998398358e-05,3.7000001611886546e-05,3.7000001611886546e-05,8504,0.0,0.0
2024-12-23 00:00:00+00:00,3.7000001611886546e-05,4.099999932805076e-05,3.7000001611886546e-05,3.7000001611886546e-05,5659,0.0,0.0
2024-12-24 00:00:00+00:00,3.7000001611886546e-05,3.9999998989515007e-05,3.600000127335079e-05,3.7999998312443495e-05,12941,0.0,0.0
2024-12-25 00:00:00+00:00,3.7999998312443495e-05,4.8999998398358e-05,3.7999998312443495e-05,4.600000102072954e-05,17592,0.0,0.0
2024-12-26 00:00:00+00:00,4.600000102072954e-05,4.600000102072954e-05,3.9999998989515007e-05,3.9999998989515007e-05,2927,0.0,0.0
2024-12-27 00:00:00+00:00,3.9999998989515007e-05,4.199999966658652e-05,3.600000127335079e-05,3.7000001611886546e-05,3581,0.0,0.0
2024-12-28 00:00:00+00:00,3.7000001611886546e-05,4.199999966658652e-05,3.7000001611886546e-05,4.099999932805076e-05,4339,0.0,0.0
2024-12-29 00:00:00+00:00,4.099999932805076e-05,4.199999966658652e-05,3.9999998989515007e-05,3.9999998989515007e-05,4602,0.0,0.0
2024-12-30 00:00:00+00:00,3.9999998989515007e-05,4.199999966658652e-05,3.9999998989515007e-05,4.199999966658652e-05,4545,0.0,0.0
2024-12-31 00:00:00+00:00,4.199999966658652e-05,4.3000000005122274e-05,4.099999932805076e-05,4.099999932805076e-05,5522,0.0,0.0
2025-01-01 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,3.600000127335079e-05,3.600000127335079e-05,2987,0.0,0.0
2025-01-02 00:00:00+00:00,3.600000127335079e-05,3.9999998989515007e-05,3.600000127335079e-05,3.600000127335079e-05,2814,0.0,0.0
2025-01-03 00:00:00+00:00,3.600000127335079e-05,3.9999998989515007e-05,2.9000000722589903e-05,2.9999999242136255e-05,7799,0.0,0.0
2025-01-04 00:00:00+00:00,2.9999999242136255e-05,3.099999958067201e-05,2.8000000384054147e-05,2.9000000722589903e-05,4510,0.0,0.0
2025-01-05 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.5999999706982635e-05,2.5999999706982635e-05,3329,0.0,0.0
2025-01-06 00:00:00+00:00,2.5999999706982635e-05,2.9000000722589903e-05,2.5999999706982635e-05,2.700000004551839e-05,3097,0.0,0.0
2025-01-07 00:00:00+00:00,2.700000004551839e-05,2.8000000384054147e-05,2.499999936844688e-05,2.499999936844688e-05,1118,0.0,0.0
2025-01-08 00:00:00+00:00,2.499999936844688e-05,5.0999999075429514e-05,2.4000000848900527e-05,2.5999999706982635e-05,41170,0.0,0.0
2025-01-09 00:00:00+00:00,2.5999999706982635e-05,2.700000004551839e-05,2.4000000848900527e-05,2.4000000848900527e-05,3510,0.0,0.0
2025-01-10 00:00:00+00:00,2.4000000848900527e-05,8.199999865610152e-05,2.4000000848900527e-05,7.100000220816582e-05,80983,0.0,0.0
2025-01-11 00:00:00+00:00,7.100000220816582e-05,8.099999831756577e-05,7.100000220816582e-05,8.099999831756577e-05,76053,0.0,0.0
2025-01-12 00:00:00+00:00,8.099999831756577e-05,8.199999865610152e-05,4.099999932805076e-05,4.099999932805076e-05,129114,0.0,0.0
2025-01-13 00:00:00+00:00,4.099999932805076e-05,7.200000254670158e-05,3.199999991920777e-05,3.199999991920777e-05,174094,0.0,0.0
2025-01-14 00:00:00+00:00,3.199999991920777e-05,5.0999999075429514e-05,2.700000004551839e-05,4.099999932805076e-05,123642,0.0,0.0
2025-01-15 00:00:00+00:00,4.099999932805076e-05,6.900000153109431e-05,3.5000000934815034e-05,6.800000119255856e-05,464482,0.0,0.0
2025-01-16 00:00:00+00:00,6.800000119255856e-05,9.500000305706635e-05,6.199999916134402e-05,9.500000305706635e-05,293029,0.0,0.0
2025-01-17 00:00:00+00:00,9.500000305706635e-05,9.699999645818025e-05,8.70000003487803e-05,9.600000339560211e-05,170646,0.0,0.0
2025-01-18 00:00:00+00:00,9.600000339560211e-05,9.600000339560211e-05,7.200000254670158e-05,7.300000288523734e-05,176725,0.0,0.0
2025-01-19 00:00:00+00:00,7.300000288523734e-05,7.400000322377309e-05,5.0999999075429514e-05,6.0999998822808266e-05,151577,0.0,0.0
2025-01-20 00:00:00+00:00,6.0999998822808266e-05,0.00010099999781232327,5.900000178371556e-05,9.500000305706635e-05,99414,0.0,0.0
