TIMESTAMP,PYI_OPEN_PRICE_USD,PYI_HIGH_PRICE_USD,PYI_LOW_PRICE_USD,PYI_CLOSE_PRICE_USD,PYI_VOLUME_USD,PYI_DIVIDENDS_USD,PYI_STOCK_SPLITS_USD
2024-02-15 00:00:00+00:00,0.023413000628352165,0.031644999980926514,0.023135000839829445,0.02788499929010868,830868,0.0,0.0
2024-02-16 00:00:00+00:00,0.02788499929010868,0.03476399928331375,0.027828000485897064,0.030667999759316444,581618,0.0,0.0
2024-02-17 00:00:00+00:00,0.030667999759316444,0.033493999391794205,0.02780500054359436,0.028328999876976013,548912,0.0,0.0
2024-02-18 00:00:00+00:00,0.028328999876976013,0.04058400169014931,0.02798900008201599,0.03803800046443939,647230,0.0,0.0
2024-02-19 00:00:00+00:00,0.03803800046443939,0.04565899819135666,0.03410999849438667,0.0445920005440712,694552,0.0,0.0
2024-02-20 00:00:00+00:00,0.0445920005440712,0.04648200049996376,0.0347989983856678,0.03959000110626221,1018214,0.0,0.0
2024-02-21 00:00:00+00:00,0.03959000110626221,0.041728001087903976,0.036587998270988464,0.0394119992852211,1053503,0.0,0.0
2024-02-22 00:00:00+00:00,0.0394119992852211,0.04095900058746338,0.03525499999523163,0.035284001380205154,1092991,0.0,0.0
2024-02-23 00:00:00+00:00,0.035284001380205154,0.037432000041007996,0.0331140011548996,0.03417300060391426,1097395,0.0,0.0
2024-02-24 00:00:00+00:00,0.03417300060391426,0.03420399874448776,0.03048199974000454,0.03087100014090538,1150933,0.0,0.0
2024-02-25 00:00:00+00:00,0.03087100014090538,0.03681400045752525,0.0306170005351305,0.03237399831414223,891855,0.0,0.0
2024-02-26 00:00:00+00:00,0.03237399831414223,0.0368259996175766,0.029055999591946602,0.030789000913500786,882083,0.0,0.0
2024-02-27 00:00:00+00:00,0.030789000913500786,0.03561500087380409,0.025263000279664993,0.02870200015604496,1041635,0.0,0.0
2024-02-28 00:00:00+00:00,0.02870200015604496,0.03246600180864334,0.02870200015604496,0.030781999230384827,832064,0.0,0.0
2024-02-29 00:00:00+00:00,0.030781999230384827,0.033240001648664474,0.030393000692129135,0.031209999695420265,631594,0.0,0.0
