TIMESTAMP,YODA_OPEN_PRICE_USD,YODA_HIGH_PRICE_USD,YODA_LOW_PRICE_USD,YODA_CLOSE_PRICE_USD,YODA_VOLUME_USD,YODA_DIVIDENDS_USD,YODA_STOCK_SPLITS_USD
2025-04-03 00:00:00+00:00,3.9999998989515007e-05,4.099999932805076e-05,3.600000127335079e-05,3.600000127335079e-05,1871,0.0,0.0
2025-04-04 00:00:00+00:00,3.600000127335079e-05,3.9999998989515007e-05,3.5000000934815034e-05,3.899999865097925e-05,1539,0.0,0.0
2025-04-05 00:00:00+00:00,3.899999865097925e-05,3.899999865097925e-05,3.5000000934815034e-05,3.600000127335079e-05,898,0.0,0.0
2025-04-06 00:00:00+00:00,3.600000127335079e-05,3.600000127335079e-05,2.9000000722589903e-05,2.9000000722589903e-05,1927,0.0,0.0
2025-04-07 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.2000000171829015e-05,2.499999936844688e-05,0,0.0,0.0
2025-04-08 00:00:00+00:00,2.499999936844688e-05,2.8000000384054147e-05,2.499999936844688e-05,2.5999999706982635e-05,538,0.0,0.0
2025-04-09 00:00:00+00:00,2.5999999706982635e-05,3.099999958067201e-05,2.4000000848900527e-05,3.099999958067201e-05,1869,0.0,0.0
2025-04-10 00:00:00+00:00,3.099999958067201e-05,3.199999991920777e-05,2.9000000722589903e-05,3.099999958067201e-05,839,0.0,0.0
2025-04-11 00:00:00+00:00,3.099999958067201e-05,4.199999966658652e-05,3.099999958067201e-05,4.099999932805076e-05,1734,0.0,0.0
2025-04-12 00:00:00+00:00,4.099999932805076e-05,4.70000013592653e-05,4.099999932805076e-05,4.70000013592653e-05,791,0.0,0.0
2025-04-13 00:00:00+00:00,4.70000013592653e-05,4.70000013592653e-05,4.199999966658652e-05,4.3000000005122274e-05,1663,0.0,0.0
2025-04-14 00:00:00+00:00,4.3000000005122274e-05,4.5000000682193786e-05,4.199999966658652e-05,4.199999966658652e-05,0,0.0,0.0
2025-04-15 00:00:00+00:00,4.199999966658652e-05,4.3000000005122274e-05,3.600000127335079e-05,3.600000127335079e-05,0,0.0,0.0
2025-04-16 00:00:00+00:00,3.600000127335079e-05,0.00012700000661425292,3.400000059627928e-05,0.00010099999781232327,18121,0.0,0.0
2025-04-17 00:00:00+00:00,0.00010099999781232327,0.00012099999730708078,7.200000254670158e-05,9.40000027185306e-05,18977,0.0,0.0
2025-04-18 00:00:00+00:00,9.40000027185306e-05,9.999999747378752e-05,8.900000102585182e-05,9.100000170292333e-05,2318,0.0,0.0
2025-04-19 00:00:00+00:00,9.100000170292333e-05,0.00010699999984353781,8.800000068731606e-05,0.00010399999882793054,0,0.0,0.0
2025-04-20 00:00:00+00:00,0.00010399999882793054,0.00015300000086426735,0.00010399999882793054,0.00013899999612476677,12998,0.0,0.0
2025-04-21 00:00:00+00:00,0.00013899999612476677,0.00014699999883305281,0.00013099999341648072,0.00013299999409355223,2555,0.0,0.0
2025-04-22 00:00:00+00:00,0.00013299999409355223,0.00013899999612476677,0.00013000000035390258,0.00013899999612476677,907,0.0,0.0
2025-04-23 00:00:00+00:00,0.00013899999612476677,0.00013899999612476677,8.199999865610152e-05,8.399999933317304e-05,6834,0.0,0.0
2025-04-24 00:00:00+00:00,8.399999933317304e-05,8.399999933317304e-05,7.79999973019585e-05,7.899999764049426e-05,866,0.0,0.0
2025-04-25 00:00:00+00:00,7.899999764049426e-05,7.999999797903001e-05,7.200000254670158e-05,7.200000254670158e-05,1273,0.0,0.0
2025-04-26 00:00:00+00:00,7.200000254670158e-05,7.200000254670158e-05,6.900000153109431e-05,6.900000153109431e-05,506,0.0,0.0
2025-04-27 00:00:00+00:00,6.900000153109431e-05,7.100000220816582e-05,6.299999949987978e-05,6.299999949987978e-05,1322,0.0,0.0
2025-04-28 00:00:00+00:00,6.299999949987978e-05,6.900000153109431e-05,5.8000001445179805e-05,6.900000153109431e-05,2125,0.0,0.0
2025-04-29 00:00:00+00:00,6.900000153109431e-05,7.000000186963007e-05,6.500000017695129e-05,6.500000017695129e-05,1407,0.0,0.0
2025-04-30 00:00:00+00:00,6.500000017695129e-05,6.70000008540228e-05,5.999999848427251e-05,6.399999983841553e-05,514,0.0,0.0
2025-05-01 00:00:00+00:00,6.399999983841553e-05,6.600000051548705e-05,6.399999983841553e-05,6.399999983841553e-05,0,0.0,0.0
2025-05-02 00:00:00+00:00,6.399999983841553e-05,6.399999983841553e-05,6.199999916134402e-05,6.199999916134402e-05,90,0.0,0.0
2025-05-03 00:00:00+00:00,6.199999916134402e-05,6.399999983841553e-05,6.0999998822808266e-05,6.399999983841553e-05,473,0.0,0.0
2025-05-04 00:00:00+00:00,6.399999983841553e-05,6.900000153109431e-05,2.499999936844688e-05,2.9999999242136255e-05,10301,0.0,0.0
2025-05-05 00:00:00+00:00,2.9999999242136255e-05,3.199999991920777e-05,2.8000000384054147e-05,3.099999958067201e-05,2066,0.0,0.0
2025-05-06 00:00:00+00:00,3.099999958067201e-05,3.099999958067201e-05,2.9000000722589903e-05,2.9999999242136255e-05,0,0.0,0.0
2025-05-07 00:00:00+00:00,2.9999999242136255e-05,3.199999991920777e-05,2.9000000722589903e-05,3.199999991920777e-05,0,0.0,0.0
2025-05-08 00:00:00+00:00,3.199999991920777e-05,3.600000127335079e-05,3.099999958067201e-05,3.600000127335079e-05,0,0.0,0.0
2025-05-09 00:00:00+00:00,3.600000127335079e-05,3.9999998989515007e-05,3.600000127335079e-05,3.899999865097925e-05,0,0.0,0.0
2025-05-10 00:00:00+00:00,3.899999865097925e-05,4.099999932805076e-05,3.899999865097925e-05,3.9999998989515007e-05,5,0.0,0.0
2025-05-11 00:00:00+00:00,3.9999998989515007e-05,4.400000034365803e-05,3.9999998989515007e-05,4.400000034365803e-05,818,0.0,0.0
2025-05-12 00:00:00+00:00,4.400000034365803e-05,4.999999873689376e-05,4.400000034365803e-05,4.5000000682193786e-05,1348,0.0,0.0
2025-05-13 00:00:00+00:00,4.5000000682193786e-05,5.199999941396527e-05,3.899999865097925e-05,5.0999999075429514e-05,2946,0.0,0.0
2025-05-14 00:00:00+00:00,5.0999999075429514e-05,5.0999999075429514e-05,4.600000102072954e-05,4.600000102072954e-05,1509,0.0,0.0
2025-05-15 00:00:00+00:00,4.600000102072954e-05,4.70000013592653e-05,4.400000034365803e-05,4.5000000682193786e-05,10,0.0,0.0
2025-05-16 00:00:00+00:00,4.5000000682193786e-05,4.5000000682193786e-05,4.199999966658652e-05,4.199999966658652e-05,591,0.0,0.0
2025-05-17 00:00:00+00:00,4.199999966658652e-05,4.199999966658652e-05,3.7999998312443495e-05,3.9999998989515007e-05,0,0.0,0.0
2025-05-18 00:00:00+00:00,3.9999998989515007e-05,4.400000034365803e-05,3.9999998989515007e-05,4.099999932805076e-05,0,0.0,0.0
2025-05-19 00:00:00+00:00,4.099999932805076e-05,4.3000000005122274e-05,3.899999865097925e-05,4.3000000005122274e-05,0,0.0,0.0
2025-05-20 00:00:00+00:00,4.3000000005122274e-05,4.5000000682193786e-05,4.199999966658652e-05,4.3000000005122274e-05,1,0.0,0.0
2025-05-21 00:00:00+00:00,4.3000000005122274e-05,4.400000034365803e-05,4.199999966658652e-05,4.3000000005122274e-05,0,0.0,0.0
2025-05-22 00:00:00+00:00,4.3000000005122274e-05,4.400000034365803e-05,4.199999966658652e-05,4.199999966658652e-05,473,0.0,0.0
2025-05-23 00:00:00+00:00,4.199999966658652e-05,4.3000000005122274e-05,4.099999932805076e-05,4.099999932805076e-05,0,0.0,0.0
2025-05-24 00:00:00+00:00,4.099999932805076e-05,4.099999932805076e-05,3.7000001611886546e-05,3.7000001611886546e-05,0,0.0,0.0
2025-05-25 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.600000127335079e-05,3.600000127335079e-05,0,0.0,0.0
2025-05-26 00:00:00+00:00,3.600000127335079e-05,3.7999998312443495e-05,3.600000127335079e-05,3.7000001611886546e-05,0,0.0,0.0
2025-05-27 00:00:00+00:00,3.7000001611886546e-05,3.7000001611886546e-05,3.099999958067201e-05,3.199999991920777e-05,0,0.0,0.0
2025-05-28 00:00:00+00:00,3.199999991920777e-05,3.199999991920777e-05,2.9000000722589903e-05,2.9999999242136255e-05,767,0.0,0.0
2025-05-29 00:00:00+00:00,2.9999999242136255e-05,2.9999999242136255e-05,2.9000000722589903e-05,2.9000000722589903e-05,993,0.0,0.0
2025-05-30 00:00:00+00:00,2.9000000722589903e-05,2.9000000722589903e-05,2.700000004551839e-05,2.700000004551839e-05,0,0.0,0.0
2025-05-31 00:00:00+00:00,2.700000004551839e-05,2.700000004551839e-05,2.5999999706982635e-05,2.5999999706982635e-05,0,0.0,0.0
2025-06-01 00:00:00+00:00,2.6034402253571898e-05,2.6034402253571898e-05,2.4574963390477933e-05,2.465699981257785e-05,241,0.0,0.0
