TIMESTAMP,BZZ_OPEN_PRICE_USD,BZZ_HIGH_PRICE_USD,BZZ_LOW_PRICE_USD,BZZ_CLOSE_PRICE_USD,BZZ_VOLUME_USD,BZZ_DIVIDENDS_USD,BZZ_STOCK_SPLITS_USD
2021-06-21 00:00:00+00:00,59.64320373535156,59.64320373535156,11.396326065063477,14.065240859985352,67634464,0.0,0.0
2021-06-22 00:00:00+00:00,13.951940536499023,21.53706169128418,13.91174602508545,15.59460735321045,118191448,0.0,0.0
2021-06-23 00:00:00+00:00,15.715472221374512,16.256988525390625,13.274748802185059,14.410810470581055,44603855,0.0,0.0
2021-06-24 00:00:00+00:00,13.79852294921875,14.162915229797363,12.081018447875977,12.872370719909668,26647058,0.0,0.0
2021-06-25 00:00:00+00:00,12.91183090209961,13.720922470092773,12.159159660339355,12.249775886535645,18190848,0.0,0.0
2021-06-26 00:00:00+00:00,12.252459526062012,12.343107223510742,10.325845718383789,10.651467323303223,20305603,0.0,0.0
2021-06-27 00:00:00+00:00,10.682284355163574,11.685683250427246,10.462706565856934,11.035396575927734,18191036,0.0,0.0
2021-06-28 00:00:00+00:00,11.113499641418457,11.735883712768555,10.649565696716309,10.9385347366333,15226398,0.0,0.0
2021-06-29 00:00:00+00:00,10.928373336791992,11.40713119506836,10.781732559204102,11.290055274963379,14802547,0.0,0.0
2021-06-30 00:00:00+00:00,11.289472579956055,11.337423324584961,10.749085426330566,10.83696460723877,11973919,0.0,0.0
2021-07-01 00:00:00+00:00,10.837220191955566,10.859737396240234,10.231971740722656,10.318098068237305,10023712,0.0,0.0
2021-07-02 00:00:00+00:00,10.319128036499023,10.335521697998047,8.061467170715332,8.067204475402832,14681356,0.0,0.0
2021-07-03 00:00:00+00:00,8.050984382629395,9.639630317687988,8.022150993347168,9.393488883972168,21210971,0.0,0.0
2021-07-04 00:00:00+00:00,9.402385711669922,9.660737991333008,9.340350151062012,9.45761775970459,12980643,0.0,0.0
2021-07-05 00:00:00+00:00,9.455842018127441,9.465524673461914,9.111652374267578,9.17397689819336,10155298,0.0,0.0
2021-07-06 00:00:00+00:00,9.173578262329102,9.33655071258545,9.047813415527344,9.118282318115234,16560326,0.0,0.0
2021-07-07 00:00:00+00:00,9.121867179870605,9.14997386932373,8.593415260314941,8.670228004455566,15756204,0.0,0.0
2021-07-08 00:00:00+00:00,8.672264099121094,8.691329956054688,8.22448444366455,8.226958274841309,13925081,0.0,0.0
2021-07-09 00:00:00+00:00,8.22686767578125,8.239304542541504,7.793889045715332,7.8067851066589355,11601737,0.0,0.0
2021-07-10 00:00:00+00:00,7.804035186767578,7.8230791091918945,6.909025192260742,6.958683967590332,13649742,0.0,0.0
2021-07-11 00:00:00+00:00,6.965074062347412,6.99729585647583,6.2322678565979,6.619259834289551,10118195,0.0,0.0
2021-07-12 00:00:00+00:00,6.623305797576904,7.736114025115967,6.5892767906188965,7.0546650886535645,16336883,0.0,0.0
2021-07-13 00:00:00+00:00,7.053257942199707,7.080827236175537,6.607291221618652,6.6959638595581055,9751562,0.0,0.0
2021-07-14 00:00:00+00:00,6.70158576965332,6.703351020812988,6.344365119934082,6.42993688583374,4457427,0.0,0.0
2021-07-15 00:00:00+00:00,6.432344913482666,6.720977783203125,6.30062198638916,6.366195201873779,7506166,0.0,0.0
2021-07-16 00:00:00+00:00,6.360412120819092,6.521395206451416,5.9338579177856445,5.972289085388184,12116264,0.0,0.0
2021-07-17 00:00:00+00:00,5.971347808837891,5.992364883422852,5.542744159698486,5.641241073608398,9572239,0.0,0.0
2021-07-18 00:00:00+00:00,5.642673015594482,6.150024890899658,5.6402740478515625,6.107783794403076,9161616,0.0,0.0
2021-07-19 00:00:00+00:00,6.106354236602783,6.47132682800293,5.958932876586914,6.202125072479248,15850272,0.0,0.0
2021-07-20 00:00:00+00:00,6.202426910400391,6.206611156463623,5.7141242027282715,5.835968017578125,11728472,0.0,0.0
2021-07-21 00:00:00+00:00,5.835364818572998,6.250547885894775,5.83479118347168,6.233360767364502,10512031,0.0,0.0
2021-07-22 00:00:00+00:00,6.230897903442383,6.230897903442383,6.035599231719971,6.043588161468506,7574449,0.0,0.0
2021-07-23 00:00:00+00:00,6.0424017906188965,6.234012126922607,6.028717994689941,6.2028889656066895,8322340,0.0,0.0
2021-07-24 00:00:00+00:00,6.203972816467285,6.6495208740234375,6.172268867492676,6.507512092590332,10165316,0.0,0.0
2021-07-25 00:00:00+00:00,6.507512092590332,6.507512092590332,6.1207427978515625,6.261385917663574,6814079,0.0,0.0
2021-07-26 00:00:00+00:00,6.261963844299316,6.480778217315674,6.2541279792785645,6.368295192718506,10651217,0.0,0.0
2021-07-27 00:00:00+00:00,6.367055892944336,6.371462821960449,6.181528091430664,6.316885948181152,7656512,0.0,0.0
2021-07-28 00:00:00+00:00,6.316307067871094,6.417142868041992,6.28691291809082,6.3841118812561035,7718501,0.0,0.0
2021-07-29 00:00:00+00:00,6.386466026306152,7.607507228851318,6.351165771484375,7.3868279457092285,16008345,0.0,0.0
2021-07-30 00:00:00+00:00,7.384820938110352,9.680731773376465,7.3733978271484375,9.543743133544922,43453832,0.0,0.0
