TIMESTAMP,STSOL_OPEN_PRICE_USD,STSOL_HIGH_PRICE_USD,STSOL_LOW_PRICE_USD,STSOL_CLOSE_PRICE_USD,STSOL_VOLUME_USD,STSOL_DIVIDENDS_USD,STSOL_STOCK_SPLITS_USD
2021-10-04 00:00:00+00:00,168.06092834472656,174.2729034423828,158.72532653808594,166.33653259277344,63173,0.0,0.0
2021-10-05 00:00:00+00:00,166.33631896972656,175.5279541015625,149.12713623046875,164.4623260498047,44051,0.0,0.0
2021-10-06 00:00:00+00:00,164.46995544433594,164.49722290039062,150.4138641357422,154.62208557128906,19516,0.0,0.0
2021-10-07 00:00:00+00:00,154.62890625,184.90304565429688,148.6221466064453,150.6265106201172,46531,0.0,0.0
2021-10-08 00:00:00+00:00,150.61166381835938,168.2007598876953,148.73614501953125,158.2841339111328,37542,0.0,0.0
2021-10-09 00:00:00+00:00,158.2799835205078,159.99505615234375,151.74365234375,156.36585998535156,33200,0.0,0.0
2021-10-10 00:00:00+00:00,156.37106323242188,156.83631896972656,148.599609375,148.6071319580078,10104,0.0,0.0
2021-10-11 00:00:00+00:00,148.6036834716797,156.04017639160156,142.00680541992188,144.1129913330078,217937,0.0,0.0
2021-10-12 00:00:00+00:00,144.1151580810547,152.4888916015625,139.07785034179688,151.90151977539062,852211,0.0,0.0
2021-10-13 00:00:00+00:00,151.88925170898438,153.1542205810547,141.24041748046875,148.24314880371094,466773,0.0,0.0
2021-10-14 00:00:00+00:00,148.24655151367188,154.64852905273438,148.08282470703125,150.28834533691406,317613,0.0,0.0
2021-10-15 00:00:00+00:00,150.289794921875,163.23684692382812,147.43478393554688,162.56272888183594,660556,0.0,0.0
2021-10-16 00:00:00+00:00,162.5635528564453,162.58680725097656,156.6335906982422,157.48928833007812,271944,0.0,0.0
2021-10-17 00:00:00+00:00,157.48434448242188,166.2289581298828,155.88877868652344,158.78358459472656,365043,0.0,0.0
2021-10-18 00:00:00+00:00,158.7822265625,165.234130859375,156.1487579345703,157.10589599609375,553294,0.0,0.0
2021-10-19 00:00:00+00:00,157.09671020507812,158.2979278564453,154.8931884765625,156.57115173339844,134879,0.0,0.0
2021-10-20 00:00:00+00:00,156.55120849609375,174.7642822265625,156.48023986816406,174.76181030273438,407744,0.0,0.0
2021-10-21 00:00:00+00:00,174.76219177246094,192.63795471191406,174.76219177246094,189.0530548095703,1246244,0.0,0.0
2021-10-22 00:00:00+00:00,189.06410217285156,213.08837890625,189.04991149902344,197.7630157470703,1348875,0.0,0.0
2021-10-23 00:00:00+00:00,197.76031494140625,206.12200927734375,195.05690002441406,197.54541015625,884365,0.0,0.0
2021-10-24 00:00:00+00:00,197.5418243408203,204.88099670410156,187.5995635986328,203.10914611816406,1368549,0.0,0.0
2021-10-25 00:00:00+00:00,203.1002197265625,219.04855346679688,200.15213012695312,212.02720642089844,1641679,0.0,0.0
2021-10-26 00:00:00+00:00,212.01487731933594,214.4881591796875,198.43365478515625,200.97637939453125,1766958,0.0,0.0
2021-10-27 00:00:00+00:00,200.9764404296875,205.96278381347656,183.31719970703125,185.61549377441406,2652982,0.0,0.0
2021-10-28 00:00:00+00:00,185.61636352539062,202.2118377685547,183.57763671875,196.7197723388672,2154487,0.0,0.0
2021-10-29 00:00:00+00:00,196.3968048095703,206.41860961914062,196.3968048095703,201.7733154296875,1501860,0.0,0.0
2021-10-30 00:00:00+00:00,201.77330017089844,201.77333068847656,189.37979125976562,196.66928100585938,1342842,0.0,0.0
2021-10-31 00:00:00+00:00,196.9687042236328,206.44696044921875,187.62498474121094,203.6742706298828,2091118,0.0,0.0
2021-11-01 00:00:00+00:00,203.62429809570312,213.0615234375,199.80616760253906,205.32456970214844,2257016,0.0,0.0
2021-11-02 00:00:00+00:00,205.3495330810547,223.36900329589844,202.62832641601562,221.5479736328125,1971762,0.0,0.0
2021-11-03 00:00:00+00:00,222.52188110351562,248.83338928222656,217.97860717773438,242.924072265625,3502478,0.0,0.0
2021-11-04 00:00:00+00:00,244.8207550048828,251.81947326660156,237.4083709716797,249.5741424560547,3164944,0.0,0.0
2021-11-05 00:00:00+00:00,249.52423095703125,250.52166748046875,233.3041534423828,239.47381591796875,1388622,0.0,0.0
2021-11-06 00:00:00+00:00,238.42723083496094,261.42437744140625,237.25144958496094,260.1747741699219,1726897,0.0,0.0
2021-11-07 00:00:00+00:00,260.1002197265625,260.3227844238281,248.35914611816406,251.1165008544922,758070,0.0,0.0
2021-11-08 00:00:00+00:00,251.33653259277344,255.4166259765625,243.46929931640625,250.2781219482422,1563198,0.0,0.0
2021-11-09 00:00:00+00:00,250.32769775390625,254.79812622070312,240.38621520996094,241.00270080566406,1397173,0.0,0.0
2021-11-10 00:00:00+00:00,240.9777374267578,248.46156311035156,227.41151428222656,233.7476806640625,2159800,0.0,0.0
2021-11-11 00:00:00+00:00,233.91635131835938,247.89651489257812,232.22926330566406,237.07666015625,1505281,0.0,0.0
2021-11-12 00:00:00+00:00,237.06590270996094,240.2284393310547,223.59669494628906,230.28421020507812,2438754,0.0,0.0
2021-11-13 00:00:00+00:00,230.31332397460938,243.64022827148438,227.4214324951172,242.80194091796875,1306440,0.0,0.0
2021-11-14 00:00:00+00:00,242.79891967773438,243.42947387695312,233.13543701171875,239.68240356445312,542263,0.0,0.0
2021-11-15 00:00:00+00:00,239.6242218017578,247.96051025390625,238.4555206298828,240.0778350830078,641035,0.0,0.0
2021-11-16 00:00:00+00:00,240.08253479003906,509.07696533203125,219.79794311523438,222.8113555908203,1914430,0.0,0.0
2021-11-17 00:00:00+00:00,222.78280639648438,251.8425750732422,212.63446044921875,219.32015991210938,1700377,0.0,0.0
2021-11-18 00:00:00+00:00,219.335693359375,223.68594360351562,192.768798828125,196.8022918701172,2091884,0.0,0.0
2021-11-19 00:00:00+00:00,196.71315002441406,220.52769470214844,191.6726531982422,216.413330078125,1805595,0.0,0.0
2021-11-20 00:00:00+00:00,216.3611297607422,222.67123413085938,209.12017822265625,219.3565216064453,774574,0.0,0.0
2021-11-21 00:00:00+00:00,219.38172912597656,237.24209594726562,213.46157836914062,235.0985870361328,1339524,0.0,0.0
2021-11-22 00:00:00+00:00,235.31832885742188,235.31832885742188,215.19351196289062,218.36248779296875,2164723,0.0,0.0
2021-11-23 00:00:00+00:00,218.39064025878906,227.6351318359375,214.0332794189453,224.64480590820312,575975,0.0,0.0
2021-11-24 00:00:00+00:00,224.66342163085938,224.72499084472656,205.18783569335938,218.6070556640625,464404,0.0,0.0
2021-11-25 00:00:00+00:00,207.23095703125,217.89218139648438,204.99008178710938,209.04183959960938,726050,0.0,0.0
2021-11-26 00:00:00+00:00,212.65310668945312,212.65310668945312,187.67239379882812,195.1745147705078,1671555,0.0,0.0
2021-11-27 00:00:00+00:00,195.1730499267578,201.2666473388672,193.58956909179688,195.11041259765625,620623,0.0,0.0
2021-11-28 00:00:00+00:00,195.09890747070312,202.9442596435547,186.4118194580078,202.9442596435547,1045205,0.0,0.0
2021-11-29 00:00:00+00:00,202.95455932617188,214.27169799804688,202.3648223876953,207.3726348876953,526478,0.0,0.0
2021-11-30 00:00:00+00:00,207.44334411621094,219.15814208984375,203.01763916015625,211.7061004638672,927669,0.0,0.0
2021-12-01 00:00:00+00:00,211.699951171875,233.82669067382812,211.29991149902344,232.1011962890625,1293892,0.0,0.0
2021-12-02 00:00:00+00:00,232.1129913330078,245.2659454345703,224.60861206054688,235.98226928710938,1845922,0.0,0.0
2021-12-03 00:00:00+00:00,236.0124969482422,242.5154571533203,213.04315185546875,215.31797790527344,1735676,0.0,0.0
2021-12-04 00:00:00+00:00,215.2969512939453,215.2969512939453,189.23443603515625,202.8990478515625,2368157,0.0,0.0
2021-12-05 00:00:00+00:00,203.0567169189453,205.20953369140625,186.8484649658203,198.08250427246094,1294033,0.0,0.0
2021-12-06 00:00:00+00:00,198.08932495117188,199.11094665527344,180.63279724121094,196.61659240722656,1506819,0.0,0.0
2021-12-07 00:00:00+00:00,196.52676391601562,206.0592498779297,191.22825622558594,192.38818359375,688636,0.0,0.0
2021-12-08 00:00:00+00:00,192.35206604003906,198.3891143798828,187.30230712890625,196.50994873046875,689252,0.0,0.0
2021-12-09 00:00:00+00:00,196.57888793945312,198.49839782714844,181.85018920898438,184.646728515625,678611,0.0,0.0
2021-12-10 00:00:00+00:00,184.6263427734375,186.14805603027344,172.58221435546875,172.58221435546875,739152,0.0,0.0
2021-12-11 00:00:00+00:00,172.01087951660156,175.77517700195312,166.3232421875,174.0677490234375,668908,0.0,0.0
2021-12-12 00:00:00+00:00,173.844482421875,178.6770477294922,170.5784912109375,176.1996307373047,232416,0.0,0.0
2021-12-13 00:00:00+00:00,176.1276397705078,176.1276397705078,153.62301635742188,157.80201721191406,965137,0.0,0.0
2021-12-14 00:00:00+00:00,157.84742736816406,163.0865936279297,152.68836975097656,162.77024841308594,1041902,0.0,0.0
2021-12-15 00:00:00+00:00,162.74996948242188,183.47398376464844,160.67417907714844,180.25637817382812,1984608,0.0,0.0
2021-12-16 00:00:00+00:00,180.24453735351562,191.0645751953125,177.76414489746094,179.67605590820312,1010596,0.0,0.0
2021-12-17 00:00:00+00:00,179.53311157226562,184.757080078125,171.64385986328125,178.3970489501953,1510860,0.0,0.0
2021-12-18 00:00:00+00:00,178.41714477539062,186.65216064453125,174.49815368652344,186.13162231445312,542053,0.0,0.0
