TIMESTAMP,TRUMP-OFFICIAL_OPEN_PRICE_USD,TRUMP-OFFICIAL_HIGH_PRICE_USD,TRUMP-OFFICIAL_LOW_PRICE_USD,TRUMP-OFFICIAL_CLOSE_PRICE_USD,Adj Close,TRUMP-OFFICIAL_VOLUME_USD,TRUMP-OFFICIAL_DIVIDENDS_USD,TRUMP-OFFICIAL_STOCK_SPLITS_USD
,11.24591064453125,11.342077255249023,10.993992805480957,11.294289588928223,,257776160.0,0.0,0.0
