TIMESTAMP,GYROWIN_OPEN_PRICE_USD,GYROWIN_HIGH_PRICE_USD,GYROWIN_LOW_PRICE_USD,GYROWIN_CLOSE_PRICE_USD,GYROWIN_VOLUME_USD,GYROWIN_DIVIDENDS_USD,GYROWIN_STOCK_SPLITS_USD
2024-12-16 00:00:00+00:00,0.00023400000645779073,0.0002739999908953905,0.00021399999968707561,0.00025499999173916876,20816,0.0,0.0
2024-12-17 00:00:00+00:00,0.00025499999173916876,0.00029200001154094934,0.00018899999849963933,0.00021300000662449747,23347,0.0,0.0
2024-12-18 00:00:00+00:00,0.00021300000662449747,0.0003499999875202775,0.00021300000662449747,0.00033099998836405575,20599,0.0,0.0
2024-12-19 00:00:00+00:00,0.00033099998836405575,0.0003600000054575503,0.0002479999966453761,0.0002610000083222985,11109,0.0,0.0
2024-12-20 00:00:00+00:00,0.0002610000083222985,0.0002849999873433262,0.00023299999884329736,0.0002629999944474548,12413,0.0,0.0
2024-12-21 00:00:00+00:00,0.0002629999944474548,0.00035700001171790063,0.00025099999038502574,0.0003429999924264848,19115,0.0,0.0
2024-12-22 00:00:00+00:00,0.0003429999924264848,0.0003429999924264848,0.00023400000645779073,0.0002629999944474548,20937,0.0,0.0
2024-12-23 00:00:00+00:00,0.0002629999944474548,0.0002809999859891832,0.00022699999681208283,0.0002809999859891832,7129,0.0,0.0
2024-12-24 00:00:00+00:00,0.0002809999859891832,0.00035700001171790063,0.00024900000425986946,0.0003530000103637576,14535,0.0,0.0
2024-12-25 00:00:00+00:00,0.0003530000103637576,0.0003530000103637576,0.00028700000257231295,0.0003229999856557697,11235,0.0,0.0
2024-12-26 00:00:00+00:00,0.0003229999856557697,0.00035099999513477087,0.0002800000074785203,0.0002800000074785203,13161,0.0,0.0
2024-12-27 00:00:00+00:00,0.0002800000074785203,0.0003000000142492354,0.00026000000070780516,0.0002629999944474548,9480,0.0,0.0
2024-12-28 00:00:00+00:00,0.0002629999944474548,0.00030700000934302807,0.0002629999944474548,0.0002899999963119626,6029,0.0,0.0
2024-12-29 00:00:00+00:00,0.0002899999963119626,0.0003480000013951212,0.0002789999998640269,0.0003480000013951212,5914,0.0,0.0
2024-12-30 00:00:00+00:00,0.0003480000013951212,0.0003480000013951212,0.00028199999360367656,0.000307999987853691,6322,0.0,0.0
2024-12-31 00:00:00+00:00,0.000307999987853691,0.000307999987853691,0.00024399999529123306,0.0002640000020619482,5489,0.0,0.0
2025-01-01 00:00:00+00:00,0.0002640000020619482,0.0002640000020619482,0.00020599999697878957,0.0002280000044265762,4292,0.0,0.0
2025-01-02 00:00:00+00:00,0.0002280000044265762,0.00026000000070780516,0.0002280000044265762,0.0002570000069681555,2304,0.0,0.0
2025-01-03 00:00:00+00:00,0.0002570000069681555,0.0002570000069681555,0.00019799999427050352,0.00019799999427050352,4280,0.0,0.0
2025-01-04 00:00:00+00:00,0.00019799999427050352,0.00029200001154094934,0.00019799999427050352,0.00029200001154094934,7123,0.0,0.0
2025-01-05 00:00:00+00:00,0.00029200001154094934,0.00029600001289509237,0.0002610000083222985,0.00029399999766610563,6384,0.0,0.0
